county_fips,county_code,county_name,year,temp_avg,precip_total,state_name,county_name_census,pop_total,pop_growth_rate,state_name_fema,state_abbr,state_fips,county_name_fema,county_fips_3,county_fips_raw,risk_value,risk_score,risk_rating,eal_value_total,eal_score,eal_rating,sovi_score,sovi_rating,resl_score,resl_rating,drought_risk_value,drought_risk_score,drought_risk_rating,inland_flood_risk_value,inland_flood_risk_score,inland_flood_risk_rating,wildfire_risk_value,wildfire_risk_score,wildfire_risk_rating,heatwave_risk_value,heatwave_risk_score,heatwave_risk_rating,winter_weather_risk_value,winter_weather_risk_score,winter_weather_risk_rating,nri_version,inflow_returns,inflow_exemptions,outflow_returns,outflow_exemptions,net_migration_returns,net_migration_exemptions
27001,MN-001,Aitkin County,2022,39.916666666666664,348.03,Minnesota,Aitkin County,16148,1.2159959884668448,Minnesota,MN,27,Aitkin,1,27001,19859135.661464974,56.583969465648856,Relatively Low,15472528.402201377,51.51608910891089,Relatively Low,72.86895674,Relatively High,98.15521628498728,Very High,92529.3142978427,43.225190839694655,Relatively Low,13323788.505358117,69.37022900763358,Relatively Low,75930.86971804316,57.601781170483456,Very Low,279029.4623264261,43.25626204238921,Relatively Low,19541.747375427876,21.133036282622538,Very Low,December 2025,8605.0,15852.0,8008.0,14827.0,597.0,1025.0
27001,MN-001,Aitkin County,2023,40.95,336.5,Minnesota,Aitkin County,16131,-0.105276195194448,Minnesota,MN,27,Aitkin,1,27001,19859135.661464974,56.583969465648856,Relatively Low,15472528.402201377,51.51608910891089,Relatively Low,72.86895674,Relatively High,98.15521628498728,Very High,92529.3142978427,43.225190839694655,Relatively Low,13323788.505358117,69.37022900763358,Relatively Low,75930.86971804316,57.601781170483456,Very Low,279029.4623264261,43.25626204238921,Relatively Low,19541.747375427876,21.133036282622538,Very Low,December 2025,8627.0,15958.0,8742.0,15869.0,-115.0,89.0
27003,MN-003,Anoka County,2011,44.208333333333336,442.84,Minnesota,Anoka County,332903,,Minnesota,MN,27,Anoka,3,27003,74523017.00977126,88.00890585241731,Relatively Moderate,127477801.64503628,92.82178217821784,Relatively Moderate,10.62340967,Very Low,97.07379134860052,Very High,22810.793844083775,29.03944020356234,Very Low,49932540.94041248,91.98473282442748,Relatively Moderate,497256.5300816817,81.64758269720103,Relatively Low,2316322.1955263065,86.09505459216442,Relatively Moderate,270585.6301664154,84.11839592616168,Relatively Moderate,December 2025,,,,,,
27003,MN-003,Anoka County,2012,48.575,369.84,Minnesota,Anoka County,336091,0.95763630847423,Minnesota,MN,27,Anoka,3,27003,74523017.00977126,88.00890585241731,Relatively Moderate,127477801.64503628,92.82178217821784,Relatively Moderate,10.62340967,Very Low,97.07379134860052,Very High,22810.793844083775,29.03944020356234,Very Low,49932540.94041248,91.98473282442748,Relatively Moderate,497256.5300816817,81.64758269720103,Relatively Low,2316322.1955263065,86.09505459216442,Relatively Moderate,270585.6301664154,84.11839592616168,Relatively Moderate,December 2025,167314.0,360027.0,166247.0,356993.0,1067.0,3034.0
27003,MN-003,Anoka County,2013,44.28333333333333,353.77,Minnesota,Anoka County,339075,0.8878547774263446,Minnesota,MN,27,Anoka,3,27003,74523017.00977126,88.00890585241731,Relatively Moderate,127477801.64503628,92.82178217821784,Relatively Moderate,10.62340967,Very Low,97.07379134860052,Very High,22810.793844083775,29.03944020356234,Very Low,49932540.94041248,91.98473282442748,Relatively Moderate,497256.5300816817,81.64758269720103,Relatively Low,2316322.1955263065,86.09505459216442,Relatively Moderate,270585.6301664154,84.11839592616168,Relatively Moderate,December 2025,170648.0,364009.0,169236.0,361371.0,1412.0,2638.0
27003,MN-003,Anoka County,2014,40.675,402.88,Minnesota,Anoka County,341871,0.8245963282459634,Minnesota,MN,27,Anoka,3,27003,74523017.00977126,88.00890585241731,Relatively Moderate,127477801.64503628,92.82178217821784,Relatively Moderate,10.62340967,Very Low,97.07379134860052,Very High,22810.793844083775,29.03944020356234,Very Low,49932540.94041248,91.98473282442748,Relatively Moderate,497256.5300816817,81.64758269720103,Relatively Low,2316322.1955263065,86.09505459216442,Relatively Moderate,270585.6301664154,84.11839592616168,Relatively Moderate,December 2025,169980.0,360960.0,170106.0,360538.0,-126.0,422.0
27003,MN-003,Anoka County,2015,44.01666666666667,377.9,Minnesota,Anoka County,344176,0.6742309233599864,Minnesota,MN,27,Anoka,3,27003,74523017.00977126,88.00890585241731,Relatively Moderate,127477801.64503628,92.82178217821784,Relatively Moderate,10.62340967,Very Low,97.07379134860052,Very High,22810.793844083775,29.03944020356234,Very Low,49932540.94041248,91.98473282442748,Relatively Moderate,497256.5300816817,81.64758269720103,Relatively Low,2316322.1955263065,86.09505459216442,Relatively Moderate,270585.6301664154,84.11839592616168,Relatively Moderate,December 2025,163552.0,345191.0,163890.0,343607.0,-338.0,1584.0
27003,MN-003,Anoka County,2016,47.833333333333336,443.37,Minnesota,Anoka County,346526,0.6827902003626152,Minnesota,MN,27,Anoka,3,27003,74523017.00977126,88.00890585241731,Relatively Moderate,127477801.64503628,92.82178217821784,Relatively Moderate,10.62340967,Very Low,97.07379134860052,Very High,22810.793844083775,29.03944020356234,Very Low,49932540.94041248,91.98473282442748,Relatively Moderate,497256.5300816817,81.64758269720103,Relatively Low,2316322.1955263065,86.09505459216442,Relatively Moderate,270585.6301664154,84.11839592616168,Relatively Moderate,December 2025,176932.0,370298.0,175937.0,365806.0,995.0,4492.0
27003,MN-003,Anoka County,2017,47.13333333333333,428.3,Minnesota,Anoka County,350203,1.0611036401309004,Minnesota,MN,27,Anoka,3,27003,74523017.00977126,88.00890585241731,Relatively Moderate,127477801.64503628,92.82178217821784,Relatively Moderate,10.62340967,Very Low,97.07379134860052,Very High,22810.793844083775,29.03944020356234,Very Low,49932540.94041248,91.98473282442748,Relatively Moderate,497256.5300816817,81.64758269720103,Relatively Low,2316322.1955263065,86.09505459216442,Relatively Moderate,270585.6301664154,84.11839592616168,Relatively Moderate,December 2025,194841.0,403993.0,189462.0,390819.0,5379.0,13174.0
27003,MN-003,Anoka County,2018,43.63333333333333,347.14,Minnesota,Anoka County,353441,0.924606585323362,Minnesota,MN,27,Anoka,3,27003,74523017.00977126,88.00890585241731,Relatively Moderate,127477801.64503628,92.82178217821784,Relatively Moderate,10.62340967,Very Low,97.07379134860052,Very High,22810.793844083775,29.03944020356234,Very Low,49932540.94041248,91.98473282442748,Relatively Moderate,497256.5300816817,81.64758269720103,Relatively Low,2316322.1955263065,86.09505459216442,Relatively Moderate,270585.6301664154,84.11839592616168,Relatively Moderate,December 2025,184104.0,379768.0,180975.0,372794.0,3129.0,6974.0
27003,MN-003,Anoka County,2019,42.791666666666664,412.92,Minnesota,Anoka County,356921,0.9846056343208563,Minnesota,MN,27,Anoka,3,27003,74523017.00977126,88.00890585241731,Relatively Moderate,127477801.64503628,92.82178217821784,Relatively Moderate,10.62340967,Very Low,97.07379134860052,Very High,22810.793844083775,29.03944020356234,Very Low,49932540.94041248,91.98473282442748,Relatively Moderate,497256.5300816817,81.64758269720103,Relatively Low,2316322.1955263065,86.09505459216442,Relatively Moderate,270585.6301664154,84.11839592616168,Relatively Moderate,December 2025,184518.0,378720.0,184034.0,375506.0,484.0,3214.0
27003,MN-003,Anoka County,2020,44.50833333333333,377.54,Minnesota,Anoka County,364474,2.116154555209704,Minnesota,MN,27,Anoka,3,27003,74523017.00977126,88.00890585241731,Relatively Moderate,127477801.64503628,92.82178217821784,Relatively Moderate,10.62340967,Very Low,97.07379134860052,Very High,22810.793844083775,29.03944020356234,Very Low,49932540.94041248,91.98473282442748,Relatively Moderate,497256.5300816817,81.64758269720103,Relatively Low,2316322.1955263065,86.09505459216442,Relatively Moderate,270585.6301664154,84.11839592616168,Relatively Moderate,December 2025,190051.0,399536.0,188504.0,393676.0,1547.0,5860.0
27003,MN-003,Anoka County,2021,45.833333333333336,265.94,Minnesota,Anoka County,367557,0.8458765234282906,Minnesota,MN,27,Anoka,3,27003,74523017.00977126,88.00890585241731,Relatively Moderate,127477801.64503628,92.82178217821784,Relatively Moderate,10.62340967,Very Low,97.07379134860052,Very High,22810.793844083775,29.03944020356234,Very Low,49932540.94041248,91.98473282442748,Relatively Moderate,497256.5300816817,81.64758269720103,Relatively Low,2316322.1955263065,86.09505459216442,Relatively Moderate,270585.6301664154,84.11839592616168,Relatively Moderate,December 2025,191273.0,380608.0,190398.0,378608.0,875.0,2000.0
27003,MN-003,Anoka County,2022,44.525,281.13,Minnesota,Anoka County,369468,0.5199193594462859,Minnesota,MN,27,Anoka,3,27003,74523017.00977126,88.00890585241731,Relatively Moderate,127477801.64503628,92.82178217821784,Relatively Moderate,10.62340967,Very Low,97.07379134860052,Very High,22810.793844083775,29.03944020356234,Very Low,49932540.94041248,91.98473282442748,Relatively Moderate,497256.5300816817,81.64758269720103,Relatively Low,2316322.1955263065,86.09505459216442,Relatively Moderate,270585.6301664154,84.11839592616168,Relatively Moderate,December 2025,193515.0,383270.0,194037.0,381484.0,-522.0,1786.0
27003,MN-003,Anoka County,2023,45.2,316.81,Minnesota,Anoka County,373182,1.005229140277364,Minnesota,MN,27,Anoka,3,27003,74523017.00977126,88.00890585241731,Relatively Moderate,127477801.64503628,92.82178217821784,Relatively Moderate,10.62340967,Very Low,97.07379134860052,Very High,22810.793844083775,29.03944020356234,Very Low,49932540.94041248,91.98473282442748,Relatively Moderate,497256.5300816817,81.64758269720103,Relatively Low,2316322.1955263065,86.09505459216442,Relatively Moderate,270585.6301664154,84.11839592616168,Relatively Moderate,December 2025,199923.0,389878.0,198583.0,387022.0,1340.0,2856.0
27005,MN-005,Becker County,2011,39.75,343.55,Minnesota,Becker County,32764,,Minnesota,MN,27,Becker,5,27005,12251827.108760564,37.404580152671755,Very Low,11742172.484490383,41.367574257425744,Very Low,40.42620865,Relatively Moderate,85.05089058524173,Very High,135545.53437828043,48.44147582697201,Relatively Low,7340445.551278276,52.2264631043257,Relatively Low,327083.1973628905,77.16284987277355,Relatively Low,111911.57601598148,26.332691072575464,Very Low,408241.9030053694,89.46530872056016,Relatively High,December 2025,,,,,,
27005,MN-005,Becker County,2012,44.39166666666667,259.26,Minnesota,Becker County,32990,0.689781467464301,Minnesota,MN,27,Becker,5,27005,12251827.108760564,37.404580152671755,Very Low,11742172.484490383,41.367574257425744,Very Low,40.42620865,Relatively Moderate,85.05089058524173,Very High,135545.53437828043,48.44147582697201,Relatively Low,7340445.551278276,52.2264631043257,Relatively Low,327083.1973628905,77.16284987277355,Relatively Low,111911.57601598148,26.332691072575464,Very Low,408241.9030053694,89.46530872056016,Relatively High,December 2025,15548.0,33687.0,15740.0,33380.0,-192.0,307.0
27005,MN-005,Becker County,2013,39.81666666666667,304.90999999999997,Minnesota,Becker County,33181,0.5789633222188506,Minnesota,MN,27,Becker,5,27005,12251827.108760564,37.404580152671755,Very Low,11742172.484490383,41.367574257425744,Very Low,40.42620865,Relatively Moderate,85.05089058524173,Very High,135545.53437828043,48.44147582697201,Relatively Low,7340445.551278276,52.2264631043257,Relatively Low,327083.1973628905,77.16284987277355,Relatively Low,111911.57601598148,26.332691072575464,Very Low,408241.9030053694,89.46530872056016,Relatively High,December 2025,15662.0,33961.0,15871.0,33680.0,-209.0,281.0
27005,MN-005,Becker County,2014,36.875,325.35,Minnesota,Becker County,33257,0.2290467436183441,Minnesota,MN,27,Becker,5,27005,12251827.108760564,37.404580152671755,Very Low,11742172.484490383,41.367574257425744,Very Low,40.42620865,Relatively Moderate,85.05089058524173,Very High,135545.53437828043,48.44147582697201,Relatively Low,7340445.551278276,52.2264631043257,Relatively Low,327083.1973628905,77.16284987277355,Relatively Low,111911.57601598148,26.332691072575464,Very Low,408241.9030053694,89.46530872056016,Relatively High,December 2025,15216.0,32702.0,15631.0,33153.0,-415.0,-451.0
27005,MN-005,Becker County,2015,40.56666666666667,280.64,Minnesota,Becker County,33445,0.565294524461013,Minnesota,MN,27,Becker,5,27005,12251827.108760564,37.404580152671755,Very Low,11742172.484490383,41.367574257425744,Very Low,40.42620865,Relatively Moderate,85.05089058524173,Very High,135545.53437828043,48.44147582697201,Relatively Low,7340445.551278276,52.2264631043257,Relatively Low,327083.1973628905,77.16284987277355,Relatively Low,111911.57601598148,26.332691072575464,Very Low,408241.9030053694,89.46530872056016,Relatively High,December 2025,14843.0,31795.0,14816.0,31304.0,27.0,491.0
27005,MN-005,Becker County,2016,44.05833333333334,322.24,Minnesota,Becker County,33718,0.8162655105396821,Minnesota,MN,27,Becker,5,27005,12251827.108760564,37.404580152671755,Very Low,11742172.484490383,41.367574257425744,Very Low,40.42620865,Relatively Moderate,85.05089058524173,Very High,135545.53437828043,48.44147582697201,Relatively Low,7340445.551278276,52.2264631043257,Relatively Low,327083.1973628905,77.16284987277355,Relatively Low,111911.57601598148,26.332691072575464,Very Low,408241.9030053694,89.46530872056016,Relatively High,December 2025,15596.0,33312.0,15383.0,32518.0,213.0,794.0
27005,MN-005,Becker County,2017,42.675,312.4,Minnesota,Becker County,34082,1.0795420843466408,Minnesota,MN,27,Becker,5,27005,12251827.108760564,37.404580152671755,Very Low,11742172.484490383,41.367574257425744,Very Low,40.42620865,Relatively Moderate,85.05089058524173,Very High,135545.53437828043,48.44147582697201,Relatively Low,7340445.551278276,52.2264631043257,Relatively Low,327083.1973628905,77.16284987277355,Relatively Low,111911.57601598148,26.332691072575464,Very Low,408241.9030053694,89.46530872056016,Relatively High,December 2025,17315.0,36799.0,16130.0,33909.0,1185.0,2890.0
27005,MN-005,Becker County,2018,39.03333333333333,275.46999999999997,Minnesota,Becker County,34389,0.900768734229218,Minnesota,MN,27,Becker,5,27005,12251827.108760564,37.404580152671755,Very Low,11742172.484490383,41.367574257425744,Very Low,40.42620865,Relatively Moderate,85.05089058524173,Very High,135545.53437828043,48.44147582697201,Relatively Low,7340445.551278276,52.2264631043257,Relatively Low,327083.1973628905,77.16284987277355,Relatively Low,111911.57601598148,26.332691072575464,Very Low,408241.9030053694,89.46530872056016,Relatively High,December 2025,16101.0,34258.0,15891.0,33328.0,210.0,930.0
27005,MN-005,Becker County,2019,37.625,322.71,Minnesota,Becker County,34423,0.0988688243333646,Minnesota,MN,27,Becker,5,27005,12251827.108760564,37.404580152671755,Very Low,11742172.484490383,41.367574257425744,Very Low,40.42620865,Relatively Moderate,85.05089058524173,Very High,135545.53437828043,48.44147582697201,Relatively Low,7340445.551278276,52.2264631043257,Relatively Low,327083.1973628905,77.16284987277355,Relatively Low,111911.57601598148,26.332691072575464,Very Low,408241.9030053694,89.46530872056016,Relatively High,December 2025,16276.0,34094.0,16182.0,34164.0,94.0,-70.0
27005,MN-005,Becker County,2020,39.425,334.97,Minnesota,Becker County,35184,2.2107311971646837,Minnesota,MN,27,Becker,5,27005,12251827.108760564,37.404580152671755,Very Low,11742172.484490383,41.367574257425744,Very Low,40.42620865,Relatively Moderate,85.05089058524173,Very High,135545.53437828043,48.44147582697201,Relatively Low,7340445.551278276,52.2264631043257,Relatively Low,327083.1973628905,77.16284987277355,Relatively Low,111911.57601598148,26.332691072575464,Very Low,408241.9030053694,89.46530872056016,Relatively High,December 2025,16514.0,36392.0,16349.0,35866.0,165.0,526.0
27005,MN-005,Becker County,2021,41.975,230.32,Minnesota,Becker County,35322,0.392223738062758,Minnesota,MN,27,Becker,5,27005,12251827.108760564,37.404580152671755,Very Low,11742172.484490383,41.367574257425744,Very Low,40.42620865,Relatively Moderate,85.05089058524173,Very High,135545.53437828043,48.44147582697201,Relatively Low,7340445.551278276,52.2264631043257,Relatively Low,327083.1973628905,77.16284987277355,Relatively Low,111911.57601598148,26.332691072575464,Very Low,408241.9030053694,89.46530872056016,Relatively High,December 2025,16693.0,33885.0,16281.0,33144.0,412.0,741.0
27005,MN-005,Becker County,2022,39.74166666666667,288.38,Minnesota,Becker County,35355,0.0934261933072777,Minnesota,MN,27,Becker,5,27005,12251827.108760564,37.404580152671755,Very Low,11742172.484490383,41.367574257425744,Very Low,40.42620865,Relatively Moderate,85.05089058524173,Very High,135545.53437828043,48.44147582697201,Relatively Low,7340445.551278276,52.2264631043257,Relatively Low,327083.1973628905,77.16284987277355,Relatively Low,111911.57601598148,26.332691072575464,Very Low,408241.9030053694,89.46530872056016,Relatively High,December 2025,16934.0,34069.0,16841.0,33850.0,93.0,219.0
27005,MN-005,Becker County,2023,40.15,253.41,Minnesota,Becker County,35282,-0.2064771602319326,Minnesota,MN,27,Becker,5,27005,12251827.108760564,37.404580152671755,Very Low,11742172.484490383,41.367574257425744,Very Low,40.42620865,Relatively Moderate,85.05089058524173,Very High,135545.53437828043,48.44147582697201,Relatively Low,7340445.551278276,52.2264631043257,Relatively Low,327083.1973628905,77.16284987277355,Relatively Low,111911.57601598148,26.332691072575464,Very Low,408241.9030053694,89.46530872056016,Relatively High,December 2025,17394.0,34849.0,17312.0,34308.0,82.0,541.0
27007,MN-007,Beltrami County,2011,39.0,313.03,Minnesota,Beltrami County,45052,,Minnesota,MN,27,Beltrami,7,27007,22445051.221025582,60.55979643765903,Relatively Low,20146448.703765303,60.70544554455446,Relatively Low,50.28625954,Relatively Moderate,89.75826972010178,Very High,266060.3113029081,58.396946564885496,Relatively Low,15077834.500941368,72.55089058524173,Relatively Low,553451.3766402674,82.47455470737911,Relatively Low,239839.23039956167,39.9165061014772,Relatively Low,275718.7418113578,84.46849140674729,Relatively Moderate,December 2025,,,,,,
27007,MN-007,Beltrami County,2012,42.791666666666664,249.42,Minnesota,Beltrami County,45147,0.2108674420669531,Minnesota,MN,27,Beltrami,7,27007,22445051.221025582,60.55979643765903,Relatively Low,20146448.703765303,60.70544554455446,Relatively Low,50.28625954,Relatively Moderate,89.75826972010178,Very High,266060.3113029081,58.396946564885496,Relatively Low,15077834.500941368,72.55089058524173,Relatively Low,553451.3766402674,82.47455470737911,Relatively Low,239839.23039956167,39.9165061014772,Relatively Low,275718.7418113578,84.46849140674729,Relatively Moderate,December 2025,18972.0,40999.0,20840.0,43912.0,-1868.0,-2913.0
27007,MN-007,Beltrami County,2013,38.208333333333336,271.03,Minnesota,Beltrami County,45487,0.7530954437725557,Minnesota,MN,27,Beltrami,7,27007,22445051.221025582,60.55979643765903,Relatively Low,20146448.703765303,60.70544554455446,Relatively Low,50.28625954,Relatively Moderate,89.75826972010178,Very High,266060.3113029081,58.396946564885496,Relatively Low,15077834.500941368,72.55089058524173,Relatively Low,553451.3766402674,82.47455470737911,Relatively Low,239839.23039956167,39.9165061014772,Relatively Low,275718.7418113578,84.46849140674729,Relatively Moderate,December 2025,19046.0,40515.0,19489.0,41437.0,-443.0,-922.0
27007,MN-007,Beltrami County,2014,35.025,303.61,Minnesota,Beltrami County,45636,0.3275661177918998,Minnesota,MN,27,Beltrami,7,27007,22445051.221025582,60.55979643765903,Relatively Low,20146448.703765303,60.70544554455446,Relatively Low,50.28625954,Relatively Moderate,89.75826972010178,Very High,266060.3113029081,58.396946564885496,Relatively Low,15077834.500941368,72.55089058524173,Relatively Low,553451.3766402674,82.47455470737911,Relatively Low,239839.23039956167,39.9165061014772,Relatively Low,275718.7418113578,84.46849140674729,Relatively Moderate,December 2025,18678.0,39832.0,19299.0,40925.0,-621.0,-1093.0
27007,MN-007,Beltrami County,2015,39.03333333333333,278.04,Minnesota,Beltrami County,45605,-0.0679288281181578,Minnesota,MN,27,Beltrami,7,27007,22445051.221025582,60.55979643765903,Relatively Low,20146448.703765303,60.70544554455446,Relatively Low,50.28625954,Relatively Moderate,89.75826972010178,Very High,266060.3113029081,58.396946564885496,Relatively Low,15077834.500941368,72.55089058524173,Relatively Low,553451.3766402674,82.47455470737911,Relatively Low,239839.23039956167,39.9165061014772,Relatively Low,275718.7418113578,84.46849140674729,Relatively Moderate,December 2025,18222.0,38475.0,18569.0,39099.0,-347.0,-624.0
27007,MN-007,Beltrami County,2016,42.7,292.97,Minnesota,Beltrami County,46008,0.8836750356320477,Minnesota,MN,27,Beltrami,7,27007,22445051.221025582,60.55979643765903,Relatively Low,20146448.703765303,60.70544554455446,Relatively Low,50.28625954,Relatively Moderate,89.75826972010178,Very High,266060.3113029081,58.396946564885496,Relatively Low,15077834.500941368,72.55089058524173,Relatively Low,553451.3766402674,82.47455470737911,Relatively Low,239839.23039956167,39.9165061014772,Relatively Low,275718.7418113578,84.46849140674729,Relatively Moderate,December 2025,19377.0,40835.0,19673.0,40966.0,-296.0,-131.0
