county_fips,county_name_bps,year,bps_total_bldgs,bps_total_bldgs_rep,bps_total_units,bps_total_units_rep,bps_total_value,bps_total_value_rep,bps_bldgs_1_unit,bps_bldgs_1_unit_rep,bps_bldgs_2_units,bps_bldgs_2_units_rep,bps_bldgs_3_4_units,bps_bldgs_3_4_units_rep,bps_bldgs_5_units,bps_bldgs_5_units_rep,bps_units_1_unit,bps_units_1_unit_rep,bps_units_2_units,bps_units_2_units_rep,bps_units_3_4_units,bps_units_3_4_units_rep,bps_units_5_units,bps_units_5_units_rep,bps_value_1_unit,bps_value_1_unit_rep,bps_value_2_units,bps_value_2_units_rep,bps_value_3_4_units,bps_value_3_4_units_rep,bps_value_5_units,bps_value_5_units_rep
27159,Wadena,2023,44,44,46,46,10336500,10336500,42,42,2,2,0,0,0,0,42,42,4,4,0,0,0,0,9336500,9336500,1000000,1000000,0,0,0,0
27159,Wadena,2024,50,50,57,57,11831000,11831000,48,48,1,1,0,0,1,1,48,48,2,2,0,0,7,7,11031000,11031000,400000,400000,0,0,400000,400000
27161,Waseca,2011,18,18,18,18,4035134,4035134,18,18,0,0,0,0,0,0,18,18,0,0,0,0,0,0,4035134,4035134,0,0,0,0,0,0
27161,Waseca,2012,19,19,19,19,4053898,4053898,19,19,0,0,0,0,0,0,19,19,0,0,0,0,0,0,4053898,4053898,0,0,0,0,0,0
27161,Waseca,2013,27,27,27,27,5915617,5915617,27,27,0,0,0,0,0,0,27,27,0,0,0,0,0,0,5915617,5915617,0,0,0,0,0,0
27161,Waseca,2014,15,15,15,15,3217113,3217113,15,15,0,0,0,0,0,0,15,15,0,0,0,0,0,0,3217113,3217113,0,0,0,0,0,0
27161,Waseca,2015,15,15,15,15,3574925,3574925,15,15,0,0,0,0,0,0,15,15,0,0,0,0,0,0,3574925,3574925,0,0,0,0,0,0
27161,Waseca,2016,9,9,9,9,1980643,1980643,9,9,0,0,0,0,0,0,9,9,0,0,0,0,0,0,1980643,1980643,0,0,0,0,0,0
27161,Waseca,2017,5,5,5,5,1093585,1093585,5,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,1093585,1093585,0,0,0,0,0,0
27161,Waseca,2018,27,27,27,27,6329707,6329707,27,27,0,0,0,0,0,0,27,27,0,0,0,0,0,0,6329707,6329707,0,0,0,0,0,0
27161,Waseca,2019,23,23,24,24,5900095,5900095,22,22,1,1,0,0,0,0,22,22,2,2,0,0,0,0,5410095,5410095,490000,490000,0,0,0,0
27161,Waseca,2020,23,23,24,24,6111754,6111754,22,22,1,1,0,0,0,0,22,22,2,2,0,0,0,0,5681754,5681754,430000,430000,0,0,0,0
27161,Waseca,2021,35,35,36,36,9139600,9139600,34,34,1,1,0,0,0,0,34,34,2,2,0,0,0,0,8639600,8639600,500000,500000,0,0,0,0
27161,Waseca,2022,41,41,42,42,11758797,11758797,40,40,1,1,0,0,0,0,40,40,2,2,0,0,0,0,11258797,11258797,500000,500000,0,0,0,0
27161,Waseca,2023,33,33,33,33,9806682,9806682,33,33,0,0,0,0,0,0,33,33,0,0,0,0,0,0,9806682,9806682,0,0,0,0,0,0
27161,Waseca,2024,25,25,25,25,7314182,7314182,25,25,0,0,0,0,0,0,25,25,0,0,0,0,0,0,7314182,7314182,0,0,0,0,0,0
27163,Washington,2011,557,555,632,630,155987407,155111406,552,550,0,0,1,1,4,4,552,550,0,0,4,4,76,76,147150407,146274406,0,0,755000,755000,8082000,8082000
27163,Washington,2012,694,690,828,824,217367218,215554494,691,687,0,0,0,0,3,3,691,687,0,0,0,0,137,137,202956218,201143494,0,0,0,0,14411000,14411000
27163,Washington,2013,764,723,894,853,267413465,248972562,759,718,1,1,1,1,3,3,759,718,2,2,4,4,129,129,252370472,233929569,280000,280000,644000,644000,14118993,14118993
27163,Washington,2014,665,630,752,717,232079692,216337462,658,623,0,0,3,3,4,4,658,623,0,0,11,11,83,83,220659939,204917709,0,0,1838000,1838000,9581753,9581753
27163,Washington,2015,616,576,888,848,257376695,239052045,613,573,0,0,0,0,3,3,613,573,0,0,0,0,275,275,210649695,192325045,0,0,0,0,46727000,46727000
27163,Washington,2016,740,675,1181,1111,320448776,292409256,727,664,0,0,7,5,6,6,727,664,0,0,24,17,430,430,263300006,235260486,0,0,3115000,3115000,54033770,54033770
27163,Washington,2017,820,757,1328,1265,340699267,312091576,811,748,0,0,2,2,7,7,811,748,0,0,8,8,509,509,268434139,239826448,0,0,1302417,1302417,70962711,70962711
27163,Washington,2018,1009,955,1699,1645,405835348,383096963,994,940,2,2,5,5,8,8,994,940,4,4,19,19,682,682,314115197,291376812,871816,871816,2871313,2871313,87977022,87977022
27163,Washington,2019,1412,1370,1766,1724,443892082,424638281,1394,1352,12,12,3,3,3,3,1394,1352,24,24,12,12,336,336,400505348,381251547,5608740,5608740,2534328,2534328,35243666,35243666
27163,Washington,2020,1529,1472,2684,2505,635358953,611346159,1489,1441,3,3,2,2,35,26,1489,1441,6,6,7,7,1182,1051,473217768,460019460,1328000,1328000,1270000,1270000,159543185,148728699
27163,Washington,2021,1880,1809,2617,2389,745260136,715141967,1850,1792,3,3,4,4,23,10,1850,1792,6,6,15,15,746,576,633635595,617551492,1268001,1268001,3299695,3299695,107056845,93022779
27163,Washington,2022,1440,1376,2485,2240,652111653,620197403,1397,1347,2,2,3,3,38,24,1397,1347,4,4,12,12,1072,877,487380204,471563855,720000,720000,2384096,2384096,161627353,145529452
27163,Washington,2023,1219,1219,2263,2263,617067959,617067959,1193,1193,5,5,0,0,21,21,1193,1193,10,10,0,0,1060,1060,421643961,421643961,2082000,2082000,0,0,193341998,193341998
27163,Washington,2024,1268,1268,1397,1397,493157279,493157279,1261,1261,4,4,0,0,3,3,1261,1261,8,8,0,0,128,128,468912045,468912045,1584000,1584000,0,0,22661234,22661234
27165,Watonwan,2011,8,8,12,12,1241000,1241000,7,7,0,0,0,0,1,1,7,7,0,0,0,0,5,5,1156000,1156000,0,0,0,0,85000,85000
27165,Watonwan,2012,8,7,13,7,1182141,1092141,7,7,0,0,0,0,1,0,7,7,0,0,0,0,6,0,1092141,1092141,0,0,0,0,90000,0
27165,Watonwan,2013,8,1,14,1,1207876,137876,7,1,0,0,0,0,1,0,7,1,0,0,0,0,7,0,1102876,137876,0,0,0,0,105000,0
27165,Watonwan,2014,6,0,6,0,965000,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,965000,0,0,0,0,0,0,0
27165,Watonwan,2015,6,0,6,0,965000,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,965000,0,0,0,0,0,0,0
27165,Watonwan,2016,6,0,6,0,965000,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,965000,0,0,0,0,0,0,0
27165,Watonwan,2017,10,3,10,3,1710833,585000,10,3,0,0,0,0,0,0,10,3,0,0,0,0,0,0,1710833,585000,0,0,0,0,0,0
27165,Watonwan,2018,7,0,7,0,1125833,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1125833,0,0,0,0,0,0,0
27165,Watonwan,2019,9,2,9,2,1725833,600000,9,2,0,0,0,0,0,0,9,2,0,0,0,0,0,0,1725833,600000,0,0,0,0,0,0
27165,Watonwan,2020,15,7,15,7,3124154,1837488,15,7,0,0,0,0,0,0,15,7,0,0,0,0,0,0,3124154,1837488,0,0,0,0,0,0
27165,Watonwan,2021,3,3,3,3,695000,695000,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,695000,695000,0,0,0,0,0,0
27165,Watonwan,2022,5,3,5,3,1373333,1000000,5,3,0,0,0,0,0,0,5,3,0,0,0,0,0,0,1373333,1000000,0,0,0,0,0,0
27165,Watonwan,2023,5,3,18,16,2973334,2600000,4,2,0,0,0,0,1,1,4,2,0,0,0,0,14,14,973334,600000,0,0,0,0,2000000,2000000
27165,Watonwan,2024,4,3,7,6,1686667,1500000,3,2,0,0,1,1,0,0,3,2,0,0,4,4,0,0,786667,600000,0,0,900000,900000,0,0
27167,Wilkin,2011,5,2,5,2,664979,425000,5,2,0,0,0,0,0,0,5,2,0,0,0,0,0,0,664979,425000,0,0,0,0,0,0
27167,Wilkin,2012,9,9,9,9,1508000,1508000,9,9,0,0,0,0,0,0,9,9,0,0,0,0,0,0,1508000,1508000,0,0,0,0,0,0
27167,Wilkin,2013,11,3,11,3,2267000,959000,11,3,0,0,0,0,0,0,11,3,0,0,0,0,0,0,2267000,959000,0,0,0,0,0,0
27167,Wilkin,2014,12,4,12,4,2342000,1034000,12,4,0,0,0,0,0,0,12,4,0,0,0,0,0,0,2342000,1034000,0,0,0,0,0,0
27167,Wilkin,2015,13,3,13,3,2487500,852500,13,3,0,0,0,0,0,0,13,3,0,0,0,0,0,0,2487500,852500,0,0,0,0,0,0
27167,Wilkin,2016,12,2,12,2,2045000,410000,12,2,0,0,0,0,0,0,12,2,0,0,0,0,0,0,2045000,410000,0,0,0,0,0,0
27167,Wilkin,2017,12,1,35,24,3598500,1800000,11,0,0,0,0,0,1,1,11,0,0,0,0,0,24,24,1798500,0,0,0,0,0,1800000,1800000
27167,Wilkin,2018,19,8,19,8,3959139,2160639,19,8,0,0,0,0,0,0,19,8,0,0,0,0,0,0,3959139,2160639,0,0,0,0,0,0
27167,Wilkin,2019,15,2,17,4,2873500,700000,13,0,2,2,0,0,0,0,13,0,4,4,0,0,0,0,2173500,0,700000,700000,0,0,0,0
27167,Wilkin,2020,7,5,7,5,1681851,1306851,7,5,0,0,0,0,0,0,7,5,0,0,0,0,0,0,1681851,1306851,0,0,0,0,0,0
27167,Wilkin,2021,15,15,15,15,4717853,4717853,15,15,0,0,0,0,0,0,15,15,0,0,0,0,0,0,4717853,4717853,0,0,0,0,0,0
27167,Wilkin,2022,4,4,4,4,1430000,1430000,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1430000,1430000,0,0,0,0,0,0
27167,Wilkin,2023,17,17,18,18,7978254,7978254,16,16,1,1,0,0,0,0,16,16,2,2,0,0,0,0,7502041,7502041,476213,476213,0,0,0,0
27167,Wilkin,2024,6,6,8,8,1988000,1988000,4,4,2,2,0,0,0,0,4,4,4,4,0,0,0,0,1158000,1158000,830000,830000,0,0,0,0
27169,Winona,2011,49,49,133,133,15800073,15800073,46,46,0,0,0,0,3,3,46,46,0,0,0,0,87,87,9251845,9251845,0,0,0,0,6548228,6548228
27169,Winona,2012,49,49,73,73,8147677,8147677,46,46,0,0,0,0,3,3,46,46,0,0,0,0,27,27,6502677,6502677,0,0,0,0,1645000,1645000
27169,Winona,2013,58,58,72,72,10304461,10304461,52,52,2,2,3,3,1,1,52,52,4,4,11,11,5,5,8879168,8879168,279000,279000,846293,846293,300000,300000
27169,Winona,2014,48,48,109,109,12213302,12213302,43,43,0,0,0,0,5,5,43,43,0,0,0,0,66,66,8513302,8513302,0,0,0,0,3700000,3700000
27169,Winona,2015,54,54,97,97,12231756,12231756,45,45,6,6,0,0,3,3,45,45,12,12,0,0,40,40,7913756,7913756,1678000,1678000,0,0,2640000,2640000
27169,Winona,2016,61,41,68,48,13586391,10407343,55,35,5,5,1,1,0,0,55,35,10,10,3,3,0,0,11671391,8492343,1515000,1515000,400000,400000,0,0
27169,Winona,2017,71,49,72,50,16132675,12635722,70,48,1,1,0,0,0,0,70,48,2,2,0,0,0,0,16057675,12560722,75000,75000,0,0,0,0
27169,Winona,2018,58,58,135,135,24002410,24002410,56,56,0,0,1,1,1,1,56,56,0,0,3,3,76,76,12802410,12802410,0,0,200000,200000,11000000,11000000
27169,Winona,2019,57,31,95,69,14570536,10098536,51,25,2,2,2,2,2,2,51,25,4,4,8,8,32,32,11507536,7035536,558000,558000,905000,905000,1600000,1600000
27169,Winona,2020,57,28,79,50,18955761,13967761,56,27,0,0,0,0,1,1,56,27,0,0,0,0,23,23,12855761,7867761,0,0,0,0,6100000,6100000
27169,Winona,2021,62,29,103,70,19913323,14237323,60,27,1,1,0,0,1,1,60,27,2,2,0,0,41,41,12445963,6769963,250000,250000,0,0,7217360,7217360
27169,Winona,2022,58,58,61,61,14392755,14392755,56,56,1,1,1,1,0,0,56,56,2,2,3,3,0,0,13706755,13706755,346000,346000,340000,340000,0,0
27169,Winona,2023,39,39,107,107,18228355,18228355,36,36,0,0,2,2,1,1,36,36,0,0,8,8,63,63,10228355,10228355,0,0,500000,500000,7500000,7500000
27169,Winona,2024,36,36,41,41,11633226,11633226,32,32,3,3,1,1,0,0,32,32,6,6,3,3,0,0,9738226,9738226,1365000,1365000,530000,530000,0,0
27171,Wright,2011,167,165,167,165,32080747,31732329,167,165,0,0,0,0,0,0,167,165,0,0,0,0,0,0,32080747,31732329,0,0,0,0,0,0
27171,Wright,2012,351,351,351,351,65791074,65791074,351,351,0,0,0,0,0,0,351,351,0,0,0,0,0,0,65791074,65791074,0,0,0,0,0,0
27171,Wright,2013,538,522,555,539,121329856,118769552,537,521,0,0,0,0,1,1,537,521,0,0,0,0,18,18,119529856,116969552,0,0,0,0,1800000,1800000
27171,Wright,2014,549,545,550,546,134275382,133643170,548,544,1,1,0,0,0,0,548,544,2,2,0,0,0,0,134019132,133386920,256250,256250,0,0,0,0
27171,Wright,2015,533,527,533,527,141066970,139659044,533,527,0,0,0,0,0,0,533,527,0,0,0,0,0,0,141066970,139659044,0,0,0,0,0,0
27171,Wright,2016,658,658,708,708,179599410,179599410,655,655,2,2,0,0,1,1,655,655,4,4,0,0,49,49,176009410,176009410,140000,140000,0,0,3450000,3450000
27171,Wright,2017,728,723,731,726,192579252,191537947,727,722,0,0,1,1,0,0,727,722,0,0,4,4,0,0,191849830,190808525,0,0,729422,729422,0,0
27171,Wright,2018,859,859,926,926,239062622,239062622,853,853,3,3,0,0,3,3,853,853,6,6,0,0,67,67,231450940,231450940,1322500,1322500,0,0,6289182,6289182
27171,Wright,2019,894,894,1085,1085,277980881,277980881,882,882,1,1,2,2,9,9,882,882,2,2,7,7,194,194,249257732,249257732,346955,346955,1289900,1289900,27086294,27086294
27171,Wright,2020,1206,1202,1388,1380,387458529,386032096,1198,1195,1,1,1,1,6,5,1198,1195,2,2,4,4,184,179,350252083,349340276,430000,430000,738960,738960,36037486,35522860
27171,Wright,2021,1422,1372,1558,1508,441566573,427565830,1416,1366,1,1,2,2,3,3,1416,1366,2,2,8,8,132,132,424655325,410654582,450000,450000,1643870,1643870,14817378,14817378
27171,Wright,2022,1107,1104,1367,1364,395277655,394239805,1097,1094,1,1,3,3,6,6,1097,1094,2,2,12,12,256,256,350855261,349817411,501120,501120,2652575,2652575,41268699,41268699
27171,Wright,2023,868,865,1234,1231,343800141,342762291,841,838,14,14,5,5,8,8,841,838,28,28,18,18,347,347,284060853,283023003,2635458,2635458,4400360,4400360,52703470,52703470
27171,Wright,2024,1064,1048,1264,1248,405169709,400545086,1032,1016,24,24,1,1,7,7,1032,1016,48,48,4,4,180,180,363440216,358815593,7454924,7454924,1183670,1183670,33090899,33090899
27173,Yellow Medicine,2011,15,15,15,15,2541576,2541576,15,15,0,0,0,0,0,0,15,15,0,0,0,0,0,0,2541576,2541576,0,0,0,0,0,0
27173,Yellow Medicine,2012,15,15,15,15,3564031,3564031,15,15,0,0,0,0,0,0,15,15,0,0,0,0,0,0,3564031,3564031,0,0,0,0,0,0
27173,Yellow Medicine,2013,7,7,7,7,2110000,2110000,7,7,0,0,0,0,0,0,7,7,0,0,0,0,0,0,2110000,2110000,0,0,0,0,0,0
27173,Yellow Medicine,2014,14,14,14,14,2136000,2136000,14,14,0,0,0,0,0,0,14,14,0,0,0,0,0,0,2136000,2136000,0,0,0,0,0,0
27173,Yellow Medicine,2015,7,7,7,7,1946483,1946483,7,7,0,0,0,0,0,0,7,7,0,0,0,0,0,0,1946483,1946483,0,0,0,0,0,0
27173,Yellow Medicine,2016,8,7,9,7,2430900,2170900,7,7,1,0,0,0,0,0,7,7,2,0,0,0,0,0,2170900,2170900,260000,0,0,0,0,0
27173,Yellow Medicine,2017,9,9,10,10,3265000,3265000,8,8,1,1,0,0,0,0,8,8,2,2,0,0,0,0,3000000,3000000,265000,265000,0,0,0,0
27173,Yellow Medicine,2018,6,6,7,7,1442300,1442300,5,5,1,1,0,0,0,0,5,5,2,2,0,0,0,0,1173900,1173900,268400,268400,0,0,0,0
27173,Yellow Medicine,2019,9,9,11,11,2071700,2071700,7,7,2,2,0,0,0,0,7,7,4,4,0,0,0,0,1486700,1486700,585000,585000,0,0,0,0
27173,Yellow Medicine,2020,9,9,10,10,2241938,2241938,8,8,1,1,0,0,0,0,8,8,2,2,0,0,0,0,1961744,1961744,280194,280194,0,0,0,0
27173,Yellow Medicine,2021,7,7,8,8,2550000,2550000,6,6,1,1,0,0,0,0,6,6,2,2,0,0,0,0,2240000,2240000,310000,310000,0,0,0,0
27173,Yellow Medicine,2022,7,7,7,7,1481000,1481000,7,7,0,0,0,0,0,0,7,7,0,0,0,0,0,0,1481000,1481000,0,0,0,0,0,0
27173,Yellow Medicine,2023,9,9,9,9,3575600,3575600,9,9,0,0,0,0,0,0,9,9,0,0,0,0,0,0,3575600,3575600,0,0,0,0,0,0
27173,Yellow Medicine,2024,39,39,39,39,13164850,13164850,39,39,0,0,0,0,0,0,39,39,0,0,0,0,0,0,13164850,13164850,0,0,0,0,0,0
