county_fips,county_code,county_name,year,temp_avg,precip_total,state_name,state_abbr,state_fips,county_name_fema,county_fips_3,county_fips_raw,risk_value,risk_score,risk_rating,eal_value_total,eal_score,eal_rating,sovi_score,sovi_rating,resl_score,resl_rating,drought_risk_value,drought_risk_score,drought_risk_rating,inland_flood_risk_value,inland_flood_risk_score,inland_flood_risk_rating,wildfire_risk_value,wildfire_risk_score,wildfire_risk_rating,heatwave_risk_value,heatwave_risk_score,heatwave_risk_rating,winter_weather_risk_value,winter_weather_risk_score,winter_weather_risk_rating,nri_version,state_name_census,county_name_census,pop_total,npopchg,net_mig_census,pop_growth_rate,inflow_returns,inflow_exemptions,outflow_returns,outflow_exemptions,net_migration_returns,net_migration_exemptions
27045,MN-045,Fillmore County,2020,44.625,493.39,Minnesota,MN,27,Fillmore,45,27045,16813480.549705964,49.77735368956743,Relatively Low,17018954.54049831,54.91955445544554,Relatively Low,32.72900763,Relatively Low,90.7442748091603,Very High,123262.6565839543,46.81933842239186,Relatively Low,11762346.78146288,66.18956743002545,Relatively Low,3575.399182368117,10.814249363867685,Very Low,195907.14531034473,35.998715478484264,Very Low,51194.187806304486,42.29789942711648,Relatively Low,December 2025,Minnesota,Fillmore County,21235,11,9,,,,,,,
27045,MN-045,Fillmore County,2021,45.416666666666664,350.98,Minnesota,MN,27,Fillmore,45,27045,16813480.549705964,49.77735368956743,Relatively Low,17018954.54049831,54.91955445544554,Relatively Low,32.72900763,Relatively Low,90.7442748091603,Very High,123262.6565839543,46.81933842239186,Relatively Low,11762346.78146288,66.18956743002545,Relatively Low,3575.399182368117,10.814249363867685,Very Low,195907.14531034473,35.998715478484264,Very Low,51194.187806304486,42.29789942711648,Relatively Low,December 2025,Minnesota,Fillmore County,21333,98,84,0.4615022368730903,,,,,,
27045,MN-045,Fillmore County,2022,44.6,414.22,Minnesota,MN,27,Fillmore,45,27045,16813480.549705964,49.77735368956743,Relatively Low,17018954.54049831,54.91955445544554,Relatively Low,32.72900763,Relatively Low,90.7442748091603,Very High,123262.6565839543,46.81933842239186,Relatively Low,11762346.78146288,66.18956743002545,Relatively Low,3575.399182368117,10.814249363867685,Very Low,195907.14531034473,35.998715478484264,Very Low,51194.187806304486,42.29789942711648,Relatively Low,December 2025,Minnesota,Fillmore County,21467,134,157,0.6281348146064847,,,,,,
27045,MN-045,Fillmore County,2023,45.35833333333333,404.4,Minnesota,MN,27,Fillmore,45,27045,16813480.549705964,49.77735368956743,Relatively Low,17018954.54049831,54.91955445544554,Relatively Low,32.72900763,Relatively Low,90.7442748091603,Very High,123262.6565839543,46.81933842239186,Relatively Low,11762346.78146288,66.18956743002545,Relatively Low,3575.399182368117,10.814249363867685,Very Low,195907.14531034473,35.998715478484264,Very Low,51194.187806304486,42.29789942711648,Relatively Low,December 2025,Minnesota,Fillmore County,21497,30,70,0.1397493827735685,10491.0,21238.0,10728.0,21429.0,-237.0,-191.0
27047,MN-047,Freeborn County,2020,44.975,477.21,Minnesota,MN,27,Freeborn,47,27047,17340673.668619018,50.98600508905853,Relatively Low,17180089.329228092,55.32178217821782,Relatively Low,35.90966921,Relatively Low,89.56743002544529,Very High,2172721.1247670148,93.06615776081424,Relatively High,6699051.816255893,49.1412213740458,Relatively Low,10531.566579616052,24.36386768447837,Very Low,108968.72235352993,25.850995504174698,Very Low,205336.69988112888,78.83513685550605,Relatively Moderate,December 2025,Minnesota,Freeborn County,30899,3,4,,,,,,,
27047,MN-047,Freeborn County,2021,46.10833333333333,342.52,Minnesota,MN,27,Freeborn,47,27047,17340673.668619018,50.98600508905853,Relatively Low,17180089.329228092,55.32178217821782,Relatively Low,35.90966921,Relatively Low,89.56743002544529,Very High,2172721.1247670148,93.06615776081424,Relatively High,6699051.816255893,49.1412213740458,Relatively Low,10531.566579616052,24.36386768447837,Very Low,108968.72235352993,25.850995504174698,Very Low,205336.69988112888,78.83513685550605,Relatively Moderate,December 2025,Minnesota,Freeborn County,30815,-84,-16,-0.2718534580407161,,,,,,
27047,MN-047,Freeborn County,2022,45.25,354.64,Minnesota,MN,27,Freeborn,47,27047,17340673.668619018,50.98600508905853,Relatively Low,17180089.329228092,55.32178217821782,Relatively Low,35.90966921,Relatively Low,89.56743002544529,Very High,2172721.1247670148,93.06615776081424,Relatively High,6699051.816255893,49.1412213740458,Relatively Low,10531.566579616052,24.36386768447837,Very Low,108968.72235352993,25.850995504174698,Very Low,205336.69988112888,78.83513685550605,Relatively Moderate,December 2025,Minnesota,Freeborn County,30696,-119,14,-0.3861755638487785,,,,,,
27047,MN-047,Freeborn County,2023,45.583333333333336,337.36,Minnesota,MN,27,Freeborn,47,27047,17340673.668619018,50.98600508905853,Relatively Low,17180089.329228092,55.32178217821782,Relatively Low,35.90966921,Relatively Low,89.56743002544529,Very High,2172721.1247670148,93.06615776081424,Relatively High,6699051.816255893,49.1412213740458,Relatively Low,10531.566579616052,24.36386768447837,Very Low,108968.72235352993,25.850995504174698,Very Low,205336.69988112888,78.83513685550605,Relatively Moderate,December 2025,Minnesota,Freeborn County,30469,-227,-82,-0.7395100338806304,15126.0,29438.0,15344.0,29544.0,-218.0,-106.0
27049,MN-049,Goodhue County,2020,44.9,473.68,Minnesota,MN,27,Goodhue,49,27049,14332357.727375794,43.320610687022906,Relatively Low,26233636.25094892,68.96658415841584,Relatively Low,10.62340967,Very Low,99.1412213740458,Very High,204665.5645513366,54.007633587786266,Relatively Low,7621130.163542136,53.5941475826972,Relatively Low,3010.170270610281,9.001272264631044,Very Low,215528.69453052283,37.861271676300575,Very Low,66709.61880621332,50.0,Relatively Low,December 2025,Minnesota,Goodhue County,47594,6,-13,,,,,,,
27049,MN-049,Goodhue County,2021,45.99166666666667,329.58,Minnesota,MN,27,Goodhue,49,27049,14332357.727375794,43.320610687022906,Relatively Low,26233636.25094892,68.96658415841584,Relatively Low,10.62340967,Very Low,99.1412213740458,Very High,204665.5645513366,54.007633587786266,Relatively Low,7621130.163542136,53.5941475826972,Relatively Low,3010.170270610281,9.001272264631044,Very Low,215528.69453052283,37.861271676300575,Very Low,66709.61880621332,50.0,Relatively Low,December 2025,Minnesota,Goodhue County,48091,497,548,1.0442492751187027,,,,,,
27049,MN-049,Goodhue County,2022,44.95,315.69,Minnesota,MN,27,Goodhue,49,27049,14332357.727375794,43.320610687022906,Relatively Low,26233636.25094892,68.96658415841584,Relatively Low,10.62340967,Very Low,99.1412213740458,Very High,204665.5645513366,54.007633587786266,Relatively Low,7621130.163542136,53.5941475826972,Relatively Low,3010.170270610281,9.001272264631044,Very Low,215528.69453052283,37.861271676300575,Very Low,66709.61880621332,50.0,Relatively Low,December 2025,Minnesota,Goodhue County,48103,12,166,0.0249526938512323,,,,,,
27049,MN-049,Goodhue County,2023,45.6,351.58,Minnesota,MN,27,Goodhue,49,27049,14332357.727375794,43.320610687022906,Relatively Low,26233636.25094892,68.96658415841584,Relatively Low,10.62340967,Very Low,99.1412213740458,Very High,204665.5645513366,54.007633587786266,Relatively Low,7621130.163542136,53.5941475826972,Relatively Low,3010.170270610281,9.001272264631044,Very Low,215528.69453052283,37.861271676300575,Very Low,66709.61880621332,50.0,Relatively Low,December 2025,Minnesota,Goodhue County,48168,65,75,0.1351267072739803,25583.0,48983.0,25678.0,48835.0,-95.0,148.0
27051,MN-051,Grant County,2020,42.71666666666667,330.14,Minnesota,MN,27,Grant,51,27051,2621481.558218896,2.989821882951654,Very Low,4160142.0557488976,9.282178217821782,Very Low,10.62340967,Very Low,92.1119592875318,Very High,32566.98574374684,31.870229007633593,Relatively Low,1228960.514411418,8.71501272264631,Very Low,5037.909489725095,14.28117048346056,Very Low,32105.391153585988,13.808606294155426,Very Low,72553.34262699528,52.41884150222788,Relatively Low,December 2025,Minnesota,Grant County,6093,18,13,,,,,,,
27051,MN-051,Grant County,2021,44.85,263.59,Minnesota,MN,27,Grant,51,27051,2621481.558218896,2.989821882951654,Very Low,4160142.0557488976,9.282178217821782,Very Low,10.62340967,Very Low,92.1119592875318,Very High,32566.98574374684,31.870229007633593,Relatively Low,1228960.514411418,8.71501272264631,Very Low,5037.909489725095,14.28117048346056,Very Low,32105.391153585988,13.808606294155426,Very Low,72553.34262699528,52.41884150222788,Relatively Low,December 2025,Minnesota,Grant County,6146,53,79,0.8698506482849089,,,,,,
27051,MN-051,Grant County,2022,42.80833333333334,313.03999999999996,Minnesota,MN,27,Grant,51,27051,2621481.558218896,2.989821882951654,Very Low,4160142.0557488976,9.282178217821782,Very Low,10.62340967,Very Low,92.1119592875318,Very High,32566.98574374684,31.870229007633593,Relatively Low,1228960.514411418,8.71501272264631,Very Low,5037.909489725095,14.28117048346056,Very Low,32105.391153585988,13.808606294155426,Very Low,72553.34262699528,52.41884150222788,Relatively Low,December 2025,Minnesota,Grant County,6147,1,4,0.0162707452001198,,,,,,
27051,MN-051,Grant County,2023,42.583333333333336,240.59,Minnesota,MN,27,Grant,51,27051,2621481.558218896,2.989821882951654,Very Low,4160142.0557488976,9.282178217821782,Very Low,10.62340967,Very Low,92.1119592875318,Very High,32566.98574374684,31.870229007633593,Relatively Low,1228960.514411418,8.71501272264631,Very Low,5037.909489725095,14.28117048346056,Very Low,32105.391153585988,13.808606294155426,Very Low,72553.34262699528,52.41884150222788,Relatively Low,December 2025,Minnesota,Grant County,6161,14,40,0.2277533756303906,3077.0,6163.0,3228.0,6391.0,-151.0,-228.0
27053,MN-053,Hennepin County,2020,45.166666666666664,413.6,Minnesota,MN,27,Hennepin,53,27053,399879126.0157394,98.31424936386767,Relatively High,456424881.6230005,98.9170792079208,Relatively High,20.32442748,Relatively Low,98.09160305343512,Very High,73982.59025220766,40.71246819338422,Relatively Low,165038500.70710632,98.02798982188295,Relatively High,270797.858583746,74.87277353689568,Relatively Low,34419241.54526964,99.10083493898524,Relatively High,1128508.4521675329,97.42202418841502,Very High,December 2025,Minnesota,Hennepin County,1281663,97,-1215,,,,,,,
27053,MN-053,Hennepin County,2021,46.55833333333334,288.5,Minnesota,MN,27,Hennepin,53,27053,399879126.0157394,98.31424936386767,Relatively High,456424881.6230005,98.9170792079208,Relatively High,20.32442748,Relatively Low,98.09160305343512,Very High,73982.59025220766,40.71246819338422,Relatively Low,165038500.70710632,98.02798982188295,Relatively High,270797.858583746,74.87277353689568,Relatively Low,34419241.54526964,99.10083493898524,Relatively High,1128508.4521675329,97.42202418841502,Very High,December 2025,Minnesota,Hennepin County,1267341,-14322,-18450,-1.117454432249354,,,,,,
27053,MN-053,Hennepin County,2022,45.30833333333334,283.07,Minnesota,MN,27,Hennepin,53,27053,399879126.0157394,98.31424936386767,Relatively High,456424881.6230005,98.9170792079208,Relatively High,20.32442748,Relatively Low,98.09160305343512,Very High,73982.59025220766,40.71246819338422,Relatively Low,165038500.70710632,98.02798982188295,Relatively High,270797.858583746,74.87277353689568,Relatively Low,34419241.54526964,99.10083493898524,Relatively High,1128508.4521675329,97.42202418841502,Very High,December 2025,Minnesota,Hennepin County,1262045,-5296,-9513,-0.4178827955538367,,,,,,
27053,MN-053,Hennepin County,2023,45.89166666666667,303.9,Minnesota,MN,27,Hennepin,53,27053,399879126.0157394,98.31424936386767,Relatively High,456424881.6230005,98.9170792079208,Relatively High,20.32442748,Relatively Low,98.09160305343512,Very High,73982.59025220766,40.71246819338422,Relatively Low,165038500.70710632,98.02798982188295,Relatively High,270797.858583746,74.87277353689568,Relatively Low,34419241.54526964,99.10083493898524,Relatively High,1128508.4521675329,97.42202418841502,Very High,December 2025,Minnesota,Hennepin County,1263745,1700,-2633,0.1347020114179864,680323.0,1220344.0,688998.0,1251110.0,-8675.0,-30766.0
27055,MN-055,Houston County,2020,46.35,498.94,Minnesota,MN,27,Houston,55,27055,10021148.027161457,29.51653944020356,Very Low,13980754.55859856,48.11262376237624,Very Low,10.62340967,Very Low,63.99491094147582,Relatively High,87158.6120204114,42.30279898218829,Relatively Low,6167260.508606764,46.024173027989825,Relatively Low,2959.9281842407345,8.842239185750635,Very Low,191230.78087600015,35.48490687219011,Very Low,29770.840945346692,29.02609802673457,Relatively Low,December 2025,Minnesota,Houston County,18843,5,-9,,,,,,,
27055,MN-055,Houston County,2021,47.00833333333333,379.5,Minnesota,MN,27,Houston,55,27055,10021148.027161457,29.51653944020356,Very Low,13980754.55859856,48.11262376237624,Very Low,10.62340967,Very Low,63.99491094147582,Relatively High,87158.6120204114,42.30279898218829,Relatively Low,6167260.508606764,46.024173027989825,Relatively Low,2959.9281842407345,8.842239185750635,Very Low,191230.78087600015,35.48490687219011,Very Low,29770.840945346692,29.02609802673457,Relatively Low,December 2025,Minnesota,Houston County,18822,-21,6,-0.11144722177997,,,,,,
27055,MN-055,Houston County,2022,46.09166666666667,407.37,Minnesota,MN,27,Houston,55,27055,10021148.027161457,29.51653944020356,Very Low,13980754.55859856,48.11262376237624,Very Low,10.62340967,Very Low,63.99491094147582,Relatively High,87158.6120204114,42.30279898218829,Relatively Low,6167260.508606764,46.024173027989825,Relatively Low,2959.9281842407345,8.842239185750635,Very Low,191230.78087600015,35.48490687219011,Very Low,29770.840945346692,29.02609802673457,Relatively Low,December 2025,Minnesota,Houston County,18740,-82,-1,-0.4356603974072892,,,,,,
27055,MN-055,Houston County,2023,46.84166666666667,394.77,Minnesota,MN,27,Houston,55,27055,10021148.027161457,29.51653944020356,Very Low,13980754.55859856,48.11262376237624,Very Low,10.62340967,Very Low,63.99491094147582,Relatively High,87158.6120204114,42.30279898218829,Relatively Low,6167260.508606764,46.024173027989825,Relatively Low,2959.9281842407345,8.842239185750635,Very Low,191230.78087600015,35.48490687219011,Very Low,29770.840945346692,29.02609802673457,Relatively Low,December 2025,Minnesota,Houston County,18682,-58,7,-0.309498399146213,9974.0,19321.0,10143.0,19355.0,-169.0,-34.0
27057,MN-057,Hubbard County,2020,39.63333333333333,345.07,Minnesota,MN,27,Hubbard,57,27057,11702006.430400344,35.17811704834606,Very Low,11193798.49746797,39.573019801980195,Very Low,38.93129771,Relatively Low,51.43129770992366,Relatively Moderate,475067.18441567325,67.8117048346056,Relatively Moderate,7971737.6722588595,54.64376590330788,Relatively Low,137058.74252542344,66.41221374045801,Relatively Low,74389.78840715875,21.708413615928063,Very Low,161562.38604562113,73.520050922979,Relatively Moderate,December 2025,Minnesota,Hubbard County,21395,45,50,,,,,,,
27057,MN-057,Hubbard County,2021,41.85,251.27,Minnesota,MN,27,Hubbard,57,27057,11702006.430400344,35.17811704834606,Very Low,11193798.49746797,39.573019801980195,Very Low,38.93129771,Relatively Low,51.43129770992366,Relatively Moderate,475067.18441567325,67.8117048346056,Relatively Moderate,7971737.6722588595,54.64376590330788,Relatively Low,137058.74252542344,66.41221374045801,Relatively Low,74389.78840715875,21.708413615928063,Very Low,161562.38604562113,73.520050922979,Relatively Moderate,December 2025,Minnesota,Hubbard County,21747,352,407,1.6452442159383018,,,,,,
27057,MN-057,Hubbard County,2022,39.583333333333336,304.53,Minnesota,MN,27,Hubbard,57,27057,11702006.430400344,35.17811704834606,Very Low,11193798.49746797,39.573019801980195,Very Low,38.93129771,Relatively Low,51.43129770992366,Relatively Moderate,475067.18441567325,67.8117048346056,Relatively Moderate,7971737.6722588595,54.64376590330788,Relatively Low,137058.74252542344,66.41221374045801,Relatively Low,74389.78840715875,21.708413615928063,Very Low,161562.38604562113,73.520050922979,Relatively Moderate,December 2025,Minnesota,Hubbard County,21919,172,233,0.7909136892444879,,,,,,
27057,MN-057,Hubbard County,2023,40.675,254.55,Minnesota,MN,27,Hubbard,57,27057,11702006.430400344,35.17811704834606,Very Low,11193798.49746797,39.573019801980195,Very Low,38.93129771,Relatively Low,51.43129770992366,Relatively Moderate,475067.18441567325,67.8117048346056,Relatively Moderate,7971737.6722588595,54.64376590330788,Relatively Low,137058.74252542344,66.41221374045801,Relatively Low,74389.78840715875,21.708413615928063,Very Low,161562.38604562113,73.520050922979,Relatively Moderate,December 2025,Minnesota,Hubbard County,22062,143,181,0.6524020256398533,11518.0,22630.0,11151.0,22015.0,367.0,615.0
27059,MN-059,Isanti County,2020,43.625,374.0,Minnesota,MN,27,Isanti,59,27059,9324008.342509048,26.908396946564885,Very Low,15305005.36819472,51.26856435643564,Relatively Low,10.62340967,Very Low,94.59287531806616,Very High,33932.319008651066,32.347328244274806,Relatively Low,5777252.887626906,43.98854961832061,Relatively Low,125542.83269529464,65.01272264631042,Relatively Low,215381.34850012913,37.76493256262042,Very Low,24552.957395520247,25.143220878421385,Relatively Low,December 2025,Minnesota,Isanti County,41385,257,250,,,,,,,
27059,MN-059,Isanti County,2021,44.85833333333333,281.7,Minnesota,MN,27,Isanti,59,27059,9324008.342509048,26.908396946564885,Very Low,15305005.36819472,51.26856435643564,Relatively Low,10.62340967,Very Low,94.59287531806616,Very High,33932.319008651066,32.347328244274806,Relatively Low,5777252.887626906,43.98854961832061,Relatively Low,125542.83269529464,65.01272264631042,Relatively Low,215381.34850012913,37.76493256262042,Very Low,24552.957395520247,25.143220878421385,Relatively Low,December 2025,Minnesota,Isanti County,41955,570,514,1.3773106197897844,,,,,,
27059,MN-059,Isanti County,2022,43.43333333333334,293.29,Minnesota,MN,27,Isanti,59,27059,9324008.342509048,26.908396946564885,Very Low,15305005.36819472,51.26856435643564,Relatively Low,10.62340967,Very Low,94.59287531806616,Very High,33932.319008651066,32.347328244274806,Relatively Low,5777252.887626906,43.98854961832061,Relatively Low,125542.83269529464,65.01272264631042,Relatively Low,215381.34850012913,37.76493256262042,Very Low,24552.957395520247,25.143220878421385,Relatively Low,December 2025,Minnesota,Isanti County,42709,754,711,1.797163627696352,,,,,,
27059,MN-059,Isanti County,2023,44.30833333333334,319.27,Minnesota,MN,27,Isanti,59,27059,9324008.342509048,26.908396946564885,Very Low,15305005.36819472,51.26856435643564,Relatively Low,10.62340967,Very Low,94.59287531806616,Very High,33932.319008651066,32.347328244274806,Relatively Low,5777252.887626906,43.98854961832061,Relatively Low,125542.83269529464,65.01272264631042,Relatively Low,215381.34850012913,37.76493256262042,Very Low,24552.957395520247,25.143220878421385,Relatively Low,December 2025,Minnesota,Isanti County,43198,489,427,1.144957737245078,23365.0,45468.0,23152.0,44587.0,213.0,881.0
27061,MN-061,Itasca County,2020,39.00833333333333,327.54,Minnesota,MN,27,Itasca,61,27061,38166581.417760216,76.7175572519084,Relatively Low,31368780.946260016,73.45297029702971,Relatively Low,63.23155216,Relatively High,91.12595419847328,Very High,67156.9255828443,39.79007633587786,Relatively Low,17158141.68219053,75.44529262086515,Relatively Moderate,35471.57464045705,44.783715012722645,Very Low,1561588.7683147592,79.67244701348748,Relatively Moderate,95529.10943933252,60.31190324633992,Relatively Low,December 2025,Minnesota,Itasca County,45022,26,38,,,,,,,
27061,MN-061,Itasca County,2021,40.891666666666666,274.95,Minnesota,MN,27,Itasca,61,27061,38166581.417760216,76.7175572519084,Relatively Low,31368780.946260016,73.45297029702971,Relatively Low,63.23155216,Relatively High,91.12595419847328,Very High,67156.9255828443,39.79007633587786,Relatively Low,17158141.68219053,75.44529262086515,Relatively Moderate,35471.57464045705,44.783715012722645,Very Low,1561588.7683147592,79.67244701348748,Relatively Moderate,95529.10943933252,60.31190324633992,Relatively Low,December 2025,Minnesota,Itasca County,45112,90,286,0.1999022700013286,,,,,,
27061,MN-061,Itasca County,2022,38.583333333333336,322.19,Minnesota,MN,27,Itasca,61,27061,38166581.417760216,76.7175572519084,Relatively Low,31368780.946260016,73.45297029702971,Relatively Low,63.23155216,Relatively High,91.12595419847328,Very High,67156.9255828443,39.79007633587786,Relatively Low,17158141.68219053,75.44529262086515,Relatively Moderate,35471.57464045705,44.783715012722645,Very Low,1561588.7683147592,79.67244701348748,Relatively Moderate,95529.10943933252,60.31190324633992,Relatively Low,December 2025,Minnesota,Itasca County,45296,184,450,0.4078737364781037,,,,,,
27061,MN-061,Itasca County,2023,39.833333333333336,290.35,Minnesota,MN,27,Itasca,61,27061,38166581.417760216,76.7175572519084,Relatively Low,31368780.946260016,73.45297029702971,Relatively Low,63.23155216,Relatively High,91.12595419847328,Very High,67156.9255828443,39.79007633587786,Relatively Low,17158141.68219053,75.44529262086515,Relatively Moderate,35471.57464045705,44.783715012722645,Very Low,1561588.7683147592,79.67244701348748,Relatively Moderate,95529.10943933252,60.31190324633992,Relatively Low,December 2025,Minnesota,Itasca County,45487,191,389,0.4216707877075176,21892.0,42888.0,21725.0,41872.0,167.0,1016.0
27063,MN-063,Jackson County,2020,45.125,398.77,Minnesota,MN,27,Jackson,63,27063,8185827.950481482,22.423664122137403,Very Low,9805256.940727089,34.46782178217821,Very Low,15.07633588,Very Low,75.03180661577609,Relatively High,374335.4252644045,63.61323155216285,Relatively Low,3991637.3092195834,33.23791348600509,Very Low,17310.341032023225,32.37913486005089,Very Low,128958.39376957646,28.612716763005775,Very Low,164205.11544936188,73.96562698917889,Relatively Moderate,December 2025,Minnesota,Jackson County,9990,2,-3,,,,,,,
27063,MN-063,Jackson County,2021,46.75,281.0,Minnesota,MN,27,Jackson,63,27063,8185827.950481482,22.423664122137403,Very Low,9805256.940727089,34.46782178217821,Very Low,15.07633588,Very Low,75.03180661577609,Relatively High,374335.4252644045,63.61323155216285,Relatively Low,3991637.3092195834,33.23791348600509,Very Low,17310.341032023225,32.37913486005089,Very Low,128958.39376957646,28.612716763005775,Very Low,164205.11544936188,73.96562698917889,Relatively Moderate,December 2025,Minnesota,Jackson County,10005,15,34,0.1501501501501412,,,,,,
27063,MN-063,Jackson County,2022,46.275,322.94,Minnesota,MN,27,Jackson,63,27063,8185827.950481482,22.423664122137403,Very Low,9805256.940727089,34.46782178217821,Very Low,15.07633588,Very Low,75.03180661577609,Relatively High,374335.4252644045,63.61323155216285,Relatively Low,3991637.3092195834,33.23791348600509,Very Low,17310.341032023225,32.37913486005089,Very Low,128958.39376957646,28.612716763005775,Very Low,164205.11544936188,73.96562698917889,Relatively Moderate,December 2025,Minnesota,Jackson County,9900,-105,-95,-1.0494752623688153,,,,,,
27063,MN-063,Jackson County,2023,45.55,320.89,Minnesota,MN,27,Jackson,63,27063,8185827.950481482,22.423664122137403,Very Low,9805256.940727089,34.46782178217821,Very Low,15.07633588,Very Low,75.03180661577609,Relatively High,374335.4252644045,63.61323155216285,Relatively Low,3991637.3092195834,33.23791348600509,Very Low,17310.341032023225,32.37913486005089,Very Low,128958.39376957646,28.612716763005775,Very Low,164205.11544936188,73.96562698917889,Relatively Moderate,December 2025,Minnesota,Jackson County,9898,-2,22,-0.0202020202020203,5203.0,10301.0,5206.0,10153.0,-3.0,148.0
27065,MN-065,Kanabec County,2020,42.516666666666666,412.57,Minnesota,MN,27,Kanabec,65,27065,7926454.75496656,21.310432569974555,Very Low,8523325.887829795,28.960396039603957,Very Low,25.19083969,Relatively Low,76.11323155216286,Relatively High,38532.6053591994,33.842239185750635,Relatively Low,4219513.024763157,34.541984732824424,Very Low,111060.90914390712,63.32697201017812,Very Low,115087.75546053512,26.718047527296086,Very Low,16643.698382556144,18.26861871419478,Very Low,December 2025,Minnesota,Kanabec County,16054,23,21,,,,,,,
27065,MN-065,Kanabec County,2021,43.63333333333333,309.75,Minnesota,MN,27,Kanabec,65,27065,7926454.75496656,21.310432569974555,Very Low,8523325.887829795,28.960396039603957,Very Low,25.19083969,Relatively Low,76.11323155216286,Relatively High,38532.6053591994,33.842239185750635,Relatively Low,4219513.024763157,34.541984732824424,Very Low,111060.90914390712,63.32697201017812,Very Low,115087.75546053512,26.718047527296086,Very Low,16643.698382556144,18.26861871419478,Very Low,December 2025,Minnesota,Kanabec County,16177,123,195,0.7661641958390364,,,,,,
27065,MN-065,Kanabec County,2022,41.93333333333333,334.81,Minnesota,MN,27,Kanabec,65,27065,7926454.75496656,21.310432569974555,Very Low,8523325.887829795,28.960396039603957,Very Low,25.19083969,Relatively Low,76.11323155216286,Relatively High,38532.6053591994,33.842239185750635,Relatively Low,4219513.024763157,34.541984732824424,Very Low,111060.90914390712,63.32697201017812,Very Low,115087.75546053512,26.718047527296086,Very Low,16643.698382556144,18.26861871419478,Very Low,December 2025,Minnesota,Kanabec County,16465,288,328,1.7803053718241868,,,,,,
27065,MN-065,Kanabec County,2023,43.041666666666664,344.45,Minnesota,MN,27,Kanabec,65,27065,7926454.75496656,21.310432569974555,Very Low,8523325.887829795,28.960396039603957,Very Low,25.19083969,Relatively Low,76.11323155216286,Relatively High,38532.6053591994,33.842239185750635,Relatively Low,4219513.024763157,34.541984732824424,Very Low,111060.90914390712,63.32697201017812,Very Low,115087.75546053512,26.718047527296086,Very Low,16643.698382556144,18.26861871419478,Very Low,December 2025,Minnesota,Kanabec County,16650,185,194,1.1235955056179805,8213.0,16013.0,8463.0,16190.0,-250.0,-177.0
27067,MN-067,Kandiyohi County,2020,43.51666666666667,341.53,Minnesota,MN,27,Kandiyohi,67,27067,17524919.252132643,51.3676844783715,Relatively Low,17652163.993672837,56.06435643564357,Relatively Low,33.96946565,Relatively Low,93.38422391857506,Very High,342668.62022901105,62.46819338422392,Relatively Low,7325614.441790011,52.16284987277354,Relatively Low,49354.051397290874,49.96819338422392,Very Low,544813.7328841669,57.450224791265256,Relatively Low,142074.98423227147,71.16486314449395,Relatively Moderate,December 2025,Minnesota,Kandiyohi County,43727,-6,-70,,,,,,,
27067,MN-067,Kandiyohi County,2021,45.35833333333333,262.95,Minnesota,MN,27,Kandiyohi,67,27067,17524919.252132643,51.3676844783715,Relatively Low,17652163.993672837,56.06435643564357,Relatively Low,33.96946565,Relatively Low,93.38422391857506,Very High,342668.62022901105,62.46819338422392,Relatively Low,7325614.441790011,52.16284987277354,Relatively Low,49354.051397290874,49.96819338422392,Very Low,544813.7328841669,57.450224791265256,Relatively Low,142074.98423227147,71.16486314449395,Relatively Moderate,December 2025,Minnesota,Kandiyohi County,43813,86,15,0.1966748233356963,,,,,,
27067,MN-067,Kandiyohi County,2022,43.73333333333333,303.14,Minnesota,MN,27,Kandiyohi,67,27067,17524919.252132643,51.3676844783715,Relatively Low,17652163.993672837,56.06435643564357,Relatively Low,33.96946565,Relatively Low,93.38422391857506,Very High,342668.62022901105,62.46819338422392,Relatively Low,7325614.441790011,52.16284987277354,Relatively Low,49354.051397290874,49.96819338422392,Very Low,544813.7328841669,57.450224791265256,Relatively Low,142074.98423227147,71.16486314449395,Relatively Moderate,December 2025,Minnesota,Kandiyohi County,44016,203,104,0.4633328007668913,,,,,,
27067,MN-067,Kandiyohi County,2023,43.51666666666667,267.62,Minnesota,MN,27,Kandiyohi,67,27067,17524919.252132643,51.3676844783715,Relatively Low,17652163.993672837,56.06435643564357,Relatively Low,33.96946565,Relatively Low,93.38422391857506,Very High,342668.62022901105,62.46819338422392,Relatively Low,7325614.441790011,52.16284987277354,Relatively Low,49354.051397290874,49.96819338422392,Very Low,544813.7328841669,57.450224791265256,Relatively Low,142074.98423227147,71.16486314449395,Relatively Moderate,December 2025,Minnesota,Kandiyohi County,44387,371,293,0.8428753180661497,21640.0,43308.0,22474.0,44708.0,-834.0,-1400.0
27069,MN-069,Kittson County,2020,39.425,296.18,Minnesota,MN,27,Kittson,69,27069,3164501.185452223,4.802798982188295,Very Low,5528056.49461683,15.31559405940594,Very Low,10.62340967,Very Low,97.90076335877863,Very High,212220.4693605961,54.64376590330788,Relatively Low,1739396.4409879425,13.549618320610689,Very Low,260426.03568387913,74.45928753180662,Relatively Low,7340.969655699766,5.684007707129094,Very Low,58233.512717895705,45.79885423297263,Relatively Low,December 2025,Minnesota,Kittson County,4187,-19,-12,,,,,,,
