county_fips,county_name,year,quarter,tract_standard,tract_rows,usps_total_addr,usps_vacant_addr,usps_nostat_addr,usps_res_addr,usps_res_vacant_addr,usps_res_nostat_addr,usps_vacancy_rate,usps_nostat_rate,usps_res_vacancy_rate,usps_res_nostat_rate
27167,Wilkin,2018,4,2010,2,3182,91,272,2859,75,236,0.02859837,0.08548083,0.02623295,0.08254634
27167,Wilkin,2019,4,2010,2,3304,90,370,2967,74,319,0.02723971,0.11198547,0.02494102,0.10751601
27167,Wilkin,2020,4,2010,2,3409,89,462,3080,77,412,0.02610736,0.13552361,0.02500000,0.13376623
27167,Wilkin,2021,4,2010,2,3414,120,456,3085,102,403,0.03514938,0.13356766,0.03306321,0.13063209
27167,Wilkin,2022,4,2010,2,3421,128,457,3087,108,401,0.03741596,0.13358667,0.03498542,0.12989958
27167,Wilkin,2023,4,2020,2,3457,142,464,3121,119,412,0.04107608,0.13422042,0.03812880,0.13200897
27169,Winona,2011,4,2010,10,23686,867,1270,20810,709,1094,0.03660390,0.05361817,0.03407016,0.05257088
27169,Winona,2012,4,2010,10,24529,1117,1151,21692,935,980,0.04553793,0.04692405,0.04310345,0.04517795
27169,Winona,2013,4,2010,10,24707,1057,1133,21866,879,952,0.04278140,0.04585745,0.04019940,0.04353791
27169,Winona,2014,4,2010,10,24751,1101,1129,21897,912,951,0.04448305,0.04561432,0.04164954,0.04343061
27169,Winona,2015,4,2010,10,25990,1004,2228,22730,835,1664,0.03863024,0.08572528,0.03673559,0.07320722
27169,Winona,2016,4,2010,10,26151,1061,2217,22880,874,1670,0.04057206,0.08477687,0.03819930,0.07298951
27169,Winona,2017,4,2010,10,26357,1010,2274,23077,828,1735,0.03831999,0.08627689,0.03587988,0.07518308
27169,Winona,2018,4,2010,10,26369,1058,2233,23105,878,1723,0.04012287,0.08468277,0.03800043,0.07457260
27169,Winona,2019,4,2010,10,26507,1067,2268,23207,867,1751,0.04025352,0.08556230,0.03735942,0.07545137
27169,Winona,2020,4,2010,10,26757,1135,2433,23435,938,1904,0.04241881,0.09092948,0.04002560,0.08124600
27169,Winona,2021,4,2010,10,26847,772,2762,23519,591,2228,0.02875554,0.10287928,0.02512862,0.09473192
27169,Winona,2022,4,2010,10,26843,575,2873,23564,366,2368,0.02142085,0.10702977,0.01553217,0.10049228
27169,Winona,2023,4,2020,13,27078,614,2757,23776,414,2264,0.02267523,0.10181697,0.01741252,0.09522207
27171,Wright,2011,4,2010,17,53965,2396,5167,50122,2072,4467,0.04439915,0.09574724,0.04133913,0.08912254
27171,Wright,2012,4,2010,17,55010,2544,5518,50973,2181,4690,0.04624614,0.10030903,0.04278736,0.09200950
27171,Wright,2013,4,2010,17,55508,2471,5188,51405,2093,4387,0.04451611,0.09346401,0.04071588,0.08534189
27171,Wright,2014,4,2010,17,55948,2366,5161,51814,1987,4352,0.04228927,0.09224637,0.03834871,0.08399274
27171,Wright,2015,4,2010,17,56806,2353,5141,52601,1971,4322,0.04142168,0.09050100,0.03747077,0.08216574
27171,Wright,2016,4,2010,17,57078,2215,4834,52843,1837,4025,0.03880655,0.08469112,0.03476336,0.07616903
27171,Wright,2017,4,2010,17,58142,2195,5167,53828,1786,4348,0.03775240,0.08886863,0.03317976,0.08077580
27171,Wright,2018,4,2010,17,59273,2194,5404,54910,1768,4565,0.03701517,0.09117136,0.03219814,0.08313604
27171,Wright,2019,4,2010,17,59995,2137,5460,55800,1739,4602,0.03561963,0.09100758,0.03116487,0.08247312
27171,Wright,2020,4,2010,17,60899,2129,5331,56673,1735,4472,0.03495952,0.08753838,0.03061423,0.07890883
27171,Wright,2021,4,2010,17,62245,707,6577,58006,599,5424,0.01135834,0.10566311,0.01032652,0.09350757
27171,Wright,2022,4,2010,17,62467,389,6440,58223,336,5198,0.00622729,0.10309443,0.00577092,0.08927743
27171,Wright,2023,4,2020,27,65891,95,7545,61514,72,6270,0.00144178,0.11450729,0.00117047,0.10192802
27173,Yellow Medicine,2011,4,2010,4,4939,527,244,4433,469,174,0.10670176,0.04940271,0.10579743,0.03925107
27173,Yellow Medicine,2012,4,2010,4,4944,528,238,4441,471,169,0.10679612,0.04813916,0.10605719,0.03805449
27173,Yellow Medicine,2013,4,2010,4,5239,535,253,4727,472,181,0.10211872,0.04829166,0.09985191,0.03829067
27173,Yellow Medicine,2014,4,2010,4,5248,518,284,4734,456,205,0.09870427,0.05411585,0.09632446,0.04330376
27173,Yellow Medicine,2015,4,2010,4,5226,516,302,4703,451,212,0.09873708,0.05778798,0.09589624,0.04507761
27173,Yellow Medicine,2016,4,2010,4,5200,485,415,4683,431,321,0.09326923,0.07980769,0.09203502,0.06854580
27173,Yellow Medicine,2017,4,2010,4,5274,486,495,4737,429,385,0.09215017,0.09385666,0.09056365,0.08127507
27173,Yellow Medicine,2018,4,2010,4,5278,499,557,4734,438,450,0.09454339,0.10553240,0.09252218,0.09505703
27173,Yellow Medicine,2019,4,2010,4,5375,518,616,4820,454,500,0.09637209,0.11460465,0.09419087,0.10373444
27173,Yellow Medicine,2020,4,2010,4,5397,546,622,4843,483,508,0.10116732,0.11524921,0.09973157,0.10489366
27173,Yellow Medicine,2021,4,2010,4,5396,394,772,4842,341,652,0.07301705,0.14306894,0.07042544,0.13465510
27173,Yellow Medicine,2022,4,2010,4,5387,276,848,4839,237,720,0.05123445,0.15741600,0.04897706,0.14879107
27173,Yellow Medicine,2023,4,2020,4,5448,189,1020,4885,148,884,0.03469163,0.18722467,0.03029683,0.18096213
