county_fips,state_name,county_name,year,pop_total,pop_growth_rate
27063,Minnesota,Jackson County,2019,9846,-0.4951995957554356
27063,Minnesota,Jackson County,2020,9990,1.4625228519195677
27063,Minnesota,Jackson County,2021,10005,0.15015015015014122
27063,Minnesota,Jackson County,2022,9900,-1.0494752623688153
27063,Minnesota,Jackson County,2023,9898,-0.020202020202020332
27063,Minnesota,Jackson County,2024,9873,-0.2525762780359653
27063,Minnesota,Jackson County,2025,9857,-0.16205813835713512
27065,Minnesota,Kanabec County,2011,16225,
27065,Minnesota,Kanabec County,2012,15972,-1.5593220338983027
27065,Minnesota,Kanabec County,2013,16008,0.22539444027047661
27065,Minnesota,Kanabec County,2014,15970,-0.2373813093453303
27065,Minnesota,Kanabec County,2015,15888,-0.5134627426424565
27065,Minnesota,Kanabec County,2016,15912,0.15105740181269312
27065,Minnesota,Kanabec County,2017,16060,0.9301156359979856
27065,Minnesota,Kanabec County,2018,16246,1.1581569115815649
27065,Minnesota,Kanabec County,2019,16337,0.5601378800935697
27065,Minnesota,Kanabec County,2020,16054,-1.7322641855909926
27065,Minnesota,Kanabec County,2021,16177,0.7661641958390364
27065,Minnesota,Kanabec County,2022,16465,1.7803053718241868
27065,Minnesota,Kanabec County,2023,16650,1.1235955056179803
27065,Minnesota,Kanabec County,2024,16624,-0.15615615615615086
27065,Minnesota,Kanabec County,2025,16628,0.024061597690083758
27067,Minnesota,Kandiyohi County,2011,42202,
27067,Minnesota,Kandiyohi County,2012,42373,0.4051940666319087
27067,Minnesota,Kandiyohi County,2013,42450,0.18171949118541697
27067,Minnesota,Kandiyohi County,2014,42482,0.0753828032979964
27067,Minnesota,Kandiyohi County,2015,42623,0.33190527752930965
27067,Minnesota,Kandiyohi County,2016,42697,0.17361518429017675
27067,Minnesota,Kandiyohi County,2017,42778,0.1897088788439527
27067,Minnesota,Kandiyohi County,2018,42910,0.3085698256112934
27067,Minnesota,Kandiyohi County,2019,43199,0.6735026800279709
27067,Minnesota,Kandiyohi County,2020,43727,1.2222505150582208
27067,Minnesota,Kandiyohi County,2021,43813,0.1966748233356963
27067,Minnesota,Kandiyohi County,2022,44016,0.4633328007668913
27067,Minnesota,Kandiyohi County,2023,44387,0.8428753180661497
27067,Minnesota,Kandiyohi County,2024,44774,0.8718769008944083
27067,Minnesota,Kandiyohi County,2025,44720,-0.12060570867020726
27069,Minnesota,Kittson County,2011,4540,
27069,Minnesota,Kittson County,2012,4497,-0.9471365638766494
27069,Minnesota,Kittson County,2013,4498,0.022237046920170478
27069,Minnesota,Kittson County,2014,4455,-0.9559804357492263
27069,Minnesota,Kittson County,2015,4409,-1.03254769921437
27069,Minnesota,Kittson County,2016,4320,-2.018598321614884
27069,Minnesota,Kittson County,2017,4261,-1.3657407407407396
27069,Minnesota,Kittson County,2018,4268,0.16428068528513418
27069,Minnesota,Kittson County,2019,4298,0.7029053420805953
27069,Minnesota,Kittson County,2020,4187,-2.5825965565379194
27069,Minnesota,Kittson County,2021,4157,-0.7165034631000711
27069,Minnesota,Kittson County,2022,4054,-2.477748376232858
27069,Minnesota,Kittson County,2023,4036,-0.44400592007893813
27069,Minnesota,Kittson County,2024,4029,-0.1734390485629289
27069,Minnesota,Kittson County,2025,4031,0.049640109208248795
27071,Minnesota,Koochiching County,2011,13235,
27071,Minnesota,Koochiching County,2012,13163,-0.5440120891575417
27071,Minnesota,Koochiching County,2013,13088,-0.5697789257767982
27071,Minnesota,Koochiching County,2014,12847,-1.8413814180929133
27071,Minnesota,Koochiching County,2015,12797,-0.3891959212267482
27071,Minnesota,Koochiching County,2016,12610,-1.4612799874970661
27071,Minnesota,Koochiching County,2017,12506,-0.8247422680412342
27071,Minnesota,Koochiching County,2018,12431,-0.5997121381736803
27071,Minnesota,Koochiching County,2019,12229,-1.624969833480816
27071,Minnesota,Koochiching County,2020,12027,-1.6518112682966768
27071,Minnesota,Koochiching County,2021,11946,-0.6734846595160882
27071,Minnesota,Koochiching County,2022,11847,-0.8287292817679592
27071,Minnesota,Koochiching County,2023,11744,-0.8694184181649356
27071,Minnesota,Koochiching County,2024,11594,-1.2772479564032713
27071,Minnesota,Koochiching County,2025,11587,-0.06037605658099077
27073,Minnesota,Lac qui Parle County,2011,7220,
27073,Minnesota,Lac qui Parle County,2012,7121,-1.3711911357340734
27073,Minnesota,Lac qui Parle County,2013,7005,-1.628984693161073
27073,Minnesota,Lac qui Parle County,2014,6902,-1.4703783012134153
27073,Minnesota,Lac qui Parle County,2015,6877,-0.3622138510576689
27073,Minnesota,Lac qui Parle County,2016,6746,-1.9049003926130625
27073,Minnesota,Lac qui Parle County,2017,6683,-0.9338867477023394
27073,Minnesota,Lac qui Parle County,2018,6664,-0.28430345653149836
27073,Minnesota,Lac qui Parle County,2019,6623,-0.6152460984393704
27073,Minnesota,Lac qui Parle County,2020,6692,1.041823946851883
27073,Minnesota,Lac qui Parle County,2021,6693,0.014943215780038877
27073,Minnesota,Lac qui Parle County,2022,6676,-0.2539967129837173
27073,Minnesota,Lac qui Parle County,2023,6674,-0.02995805871779389
27073,Minnesota,Lac qui Parle County,2024,6655,-0.2846868444710826
27073,Minnesota,Lac qui Parle County,2025,6704,0.7362885048835421
27075,Minnesota,Lake County,2011,10779,
27075,Minnesota,Lake County,2012,10792,0.1206048798589876
27075,Minnesota,Lake County,2013,10706,-0.7968865826538218
27075,Minnesota,Lake County,2014,10602,-0.9714178965066322
27075,Minnesota,Lake County,2015,10541,-0.5753631390303715
27075,Minnesota,Lake County,2016,10514,-0.25614268096005866
27075,Minnesota,Lake County,2017,10493,-0.1997336884154488
27075,Minnesota,Lake County,2018,10610,1.115029066997053
27075,Minnesota,Lake County,2019,10641,0.29217719132892395
27075,Minnesota,Lake County,2020,10923,2.650126867775593
27075,Minnesota,Lake County,2021,11020,0.8880344227776282
27075,Minnesota,Lake County,2022,10933,-0.7894736842105288
27075,Minnesota,Lake County,2023,10884,-0.448184395865725
27075,Minnesota,Lake County,2024,10754,-1.1944138184491027
27075,Minnesota,Lake County,2025,10746,-0.07439092430723271
27077,Minnesota,Lake of the Woods County,2011,4011,
27077,Minnesota,Lake of the Woods County,2012,3947,-1.5956120668162543
27077,Minnesota,Lake of the Woods County,2013,3910,-0.9374208259437578
27077,Minnesota,Lake of the Woods County,2014,3889,-0.5370843989769836
27077,Minnesota,Lake of the Woods County,2015,3868,-0.5399845718693785
27077,Minnesota,Lake of the Woods County,2016,3781,-2.249224405377459
27077,Minnesota,Lake of the Woods County,2017,3727,-1.4281935995768325
27077,Minnesota,Lake of the Woods County,2018,3737,0.26831231553527957
27077,Minnesota,Lake of the Woods County,2019,3740,0.08027829810008935
27077,Minnesota,Lake of the Woods County,2020,3770,0.8021390374331583
27077,Minnesota,Lake of the Woods County,2021,3832,1.644562334217503
27077,Minnesota,Lake of the Woods County,2022,3898,1.7223382045929103
27077,Minnesota,Lake of the Woods County,2023,3792,-2.719343252950235
27077,Minnesota,Lake of the Woods County,2024,3780,-0.31645569620253333
27077,Minnesota,Lake of the Woods County,2025,3770,-0.2645502645502673
27079,Minnesota,Le Sueur County,2011,27782,
27079,Minnesota,Le Sueur County,2012,27661,-0.43553379886257515
27079,Minnesota,Le Sueur County,2013,27705,0.15906872491955326
27079,Minnesota,Le Sueur County,2014,27814,0.39343078866631576
27079,Minnesota,Le Sueur County,2015,27755,-0.21212339109800693
27079,Minnesota,Le Sueur County,2016,27772,0.06125022518466139
27079,Minnesota,Le Sueur County,2017,28210,1.5771280426328582
27079,Minnesota,Le Sueur County,2018,28588,1.3399503722084427
27079,Minnesota,Le Sueur County,2019,28887,1.0458933818385363
27079,Minnesota,Le Sueur County,2020,28633,-0.8792882611555419
27079,Minnesota,Le Sueur County,2021,28902,0.9394754304473896
27079,Minnesota,Le Sueur County,2022,29175,0.9445713099439423
27079,Minnesota,Le Sueur County,2023,29289,0.39074550128535
27079,Minnesota,Le Sueur County,2024,29433,0.4916521560995646
27079,Minnesota,Le Sueur County,2025,29453,0.0679509394217348
27081,Minnesota,Lincoln County,2011,5808,
27081,Minnesota,Lincoln County,2012,5754,-0.9297520661157077
27081,Minnesota,Lincoln County,2013,5755,0.017379214459500858
27081,Minnesota,Lincoln County,2014,5765,0.17376194613378804
27081,Minnesota,Lincoln County,2015,5710,-0.9540329575021711
27081,Minnesota,Lincoln County,2016,5703,-0.12259194395797257
27081,Minnesota,Lincoln County,2017,5665,-0.6663159740487479
27081,Minnesota,Lincoln County,2018,5668,0.05295675198588867
27081,Minnesota,Lincoln County,2019,5639,-0.5116443189837727
27081,Minnesota,Lincoln County,2020,5623,-0.2837382514630282
27081,Minnesota,Lincoln County,2021,5576,-0.8358527476436062
27081,Minnesota,Lincoln County,2022,5606,0.538020086083213
27081,Minnesota,Lincoln County,2023,5584,-0.39243667499108126
27081,Minnesota,Lincoln County,2024,5591,0.12535816618910456
27081,Minnesota,Lincoln County,2025,5583,-0.1430871042747306
27083,Minnesota,Lyon County,2011,25828,
27083,Minnesota,Lyon County,2012,25633,-0.7549945795260915
27083,Minnesota,Lyon County,2013,25722,0.3472086763156801
27083,Minnesota,Lyon County,2014,25778,0.21771246403856637
27083,Minnesota,Lyon County,2015,25826,0.18620529133368535
27083,Minnesota,Lyon County,2016,25971,0.561449701850858
27083,Minnesota,Lyon County,2017,25929,-0.16171884024488437
27083,Minnesota,Lyon County,2018,25583,-1.3344132052913737
27083,Minnesota,Lyon County,2019,25474,-0.42606418324668827
27083,Minnesota,Lyon County,2020,25429,-0.17665070267723904
27083,Minnesota,Lyon County,2021,25500,0.2792087773801466
27083,Minnesota,Lyon County,2022,25521,0.08235294117646674
27083,Minnesota,Lyon County,2023,25587,0.2586105560127061
27083,Minnesota,Lyon County,2024,25785,0.7738304607808555
27083,Minnesota,Lyon County,2025,25684,-0.3917006011246893
27085,Minnesota,McLeod County,2011,36343,
27085,Minnesota,McLeod County,2012,35933,-1.1281402195746137
27085,Minnesota,McLeod County,2013,35900,-0.09183758661953645
27085,Minnesota,McLeod County,2014,35775,-0.3481894150417775
27085,Minnesota,McLeod County,2015,35814,0.10901467505242124
27085,Minnesota,McLeod County,2016,35749,-0.18149327078795796
27085,Minnesota,McLeod County,2017,35876,0.35525469243895547
27085,Minnesota,McLeod County,2018,35827,-0.1365815587021979
27085,Minnesota,McLeod County,2019,35893,0.1842186060792228
27085,Minnesota,McLeod County,2020,36743,2.368149778508344
27085,Minnesota,McLeod County,2021,36813,0.19051247856733955
27085,Minnesota,McLeod County,2022,36776,-0.10050797272702638
27085,Minnesota,McLeod County,2023,36861,0.2311289971720587
27085,Minnesota,McLeod County,2024,36823,-0.1030899867068169
27085,Minnesota,McLeod County,2025,36631,-0.5214132471553112
27087,Minnesota,Mahnomen County,2011,5473,
27087,Minnesota,Mahnomen County,2012,5505,0.5846884706742106
27087,Minnesota,Mahnomen County,2013,5468,-0.6721162579473194
27087,Minnesota,Mahnomen County,2014,5499,0.566934893928317
27087,Minnesota,Mahnomen County,2015,5432,-1.218403346062924
27087,Minnesota,Mahnomen County,2016,5484,0.9572901325478611
27087,Minnesota,Mahnomen County,2017,5567,1.5134938001458709
27087,Minnesota,Mahnomen County,2018,5497,-1.2574097359439596
27087,Minnesota,Mahnomen County,2019,5527,0.5457522284882721
27087,Minnesota,Mahnomen County,2020,5373,-2.786321693504612
27087,Minnesota,Mahnomen County,2021,5384,0.20472734040573037
27087,Minnesota,Mahnomen County,2022,5320,-1.1887072808320909
27087,Minnesota,Mahnomen County,2023,5307,-0.2443609022556359
27087,Minnesota,Mahnomen County,2024,5241,-1.2436404748445429
27087,Minnesota,Mahnomen County,2025,5153,-1.6790688799847353
27089,Minnesota,Marshall County,2011,9459,
27089,Minnesota,Marshall County,2012,9471,0.12686330478908214
27089,Minnesota,Marshall County,2013,9430,-0.43290043290042934
27089,Minnesota,Marshall County,2014,9420,-0.10604453870625141
27089,Minnesota,Marshall County,2015,9409,-0.11677282377919873
27089,Minnesota,Marshall County,2016,9369,-0.42512488043362495
27089,Minnesota,Marshall County,2017,9361,-0.08538798164158257
27089,Minnesota,Marshall County,2018,9383,0.235017626321965
27089,Minnesota,Marshall County,2019,9336,-0.5009058936374267
27089,Minnesota,Marshall County,2020,9025,-3.331191088260499
27089,Minnesota,Marshall County,2021,8998,-0.2991689750692528
27089,Minnesota,Marshall County,2022,8873,-1.3891975994665517
27089,Minnesota,Marshall County,2023,8828,-0.507156542319398
27089,Minnesota,Marshall County,2024,8788,-0.45310376076121983
27089,Minnesota,Marshall County,2025,8798,0.11379153390986829
27091,Minnesota,Martin County,2011,20624,
27091,Minnesota,Martin County,2012,20459,-0.8000387897595052
27091,Minnesota,Martin County,2013,20422,-0.180849503885816
27091,Minnesota,Martin County,2014,20244,-0.8716090490647366
27091,Minnesota,Martin County,2015,20036,-1.027464927879862
27091,Minnesota,Martin County,2016,19904,-0.6588141345577947
27091,Minnesota,Martin County,2017,19866,-0.19091639871382515
27091,Minnesota,Martin County,2018,19772,-0.47317024061209745
27091,Minnesota,Martin County,2019,19683,-0.45013149908962324
27091,Minnesota,Martin County,2020,19998,1.6003657978966634
27091,Minnesota,Martin County,2021,19941,-0.2850285028502819
27091,Minnesota,Martin County,2022,19696,-1.2286244421042092
27091,Minnesota,Martin County,2023,19727,0.15739236393175204
27091,Minnesota,Martin County,2024,19564,-0.8262787043138875
27091,Minnesota,Martin County,2025,19440,-0.6338172152933974
27093,Minnesota,Meeker County,2011,23192,
27093,Minnesota,Meeker County,2012,23037,-0.668333908244223
27093,Minnesota,Meeker County,2013,23087,0.21704214958544465
27093,Minnesota,Meeker County,2014,23126,0.16892623554380926
27093,Minnesota,Meeker County,2015,23045,-0.3502551241027385
27093,Minnesota,Meeker County,2016,23064,0.08244738555001074
27093,Minnesota,Meeker County,2017,23047,-0.0737079431148091
27093,Minnesota,Meeker County,2018,23145,0.4252180327157573
27093,Minnesota,Meeker County,2019,23222,0.33268524519334264
27093,Minnesota,Meeker County,2020,23430,0.8957023512186746
27093,Minnesota,Meeker County,2021,23403,-0.11523687580025088
27093,Minnesota,Meeker County,2022,23545,0.6067598171174637
27093,Minnesota,Meeker County,2023,23522,-0.0976852834996822
27093,Minnesota,Meeker County,2024,23522,0.0
27093,Minnesota,Meeker County,2025,23603,0.3443584729189597
27095,Minnesota,Mille Lacs County,2011,25847,
27095,Minnesota,Mille Lacs County,2012,25635,-0.8202112430843012
27095,Minnesota,Mille Lacs County,2013,25658,0.08972108445484128
27095,Minnesota,Mille Lacs County,2014,25562,-0.37415231117000625
27095,Minnesota,Mille Lacs County,2015,25494,-0.26601987324935683
27095,Minnesota,Mille Lacs County,2016,25594,0.3922491566643149
27095,Minnesota,Mille Lacs County,2017,25861,1.04321325310619
27095,Minnesota,Mille Lacs County,2018,26100,0.9241715324233457
27095,Minnesota,Mille Lacs County,2019,26277,0.6781609195402272
27095,Minnesota,Mille Lacs County,2020,26475,0.7535106747345477
27095,Minnesota,Mille Lacs County,2021,26919,1.6770538243626065
27095,Minnesota,Mille Lacs County,2022,27287,1.3670641554292429
27095,Minnesota,Mille Lacs County,2023,27466,0.6559900318833245
27095,Minnesota,Mille Lacs County,2024,27680,0.7791451248816639
27095,Minnesota,Mille Lacs County,2025,27753,0.26372832369943033
27097,Minnesota,Morrison County,2011,33259,
27097,Minnesota,Morrison County,2012,33103,-0.4690459725187113
27097,Minnesota,Morrison County,2013,32865,-0.7189680693592715
27097,Minnesota,Morrison County,2014,32816,-0.149094781682646
27097,Minnesota,Morrison County,2015,32775,-0.12493905411994355
27097,Minnesota,Morrison County,2016,32918,0.43630816170860953
27097,Minnesota,Morrison County,2017,33084,0.5042833708001737
27097,Minnesota,Morrison County,2018,33158,0.22367307459798536
27097,Minnesota,Morrison County,2019,33386,0.6876168647083736
27097,Minnesota,Morrison County,2020,33991,1.8121368238183777
27097,Minnesota,Morrison County,2021,34069,0.22947250742844094
27097,Minnesota,Morrison County,2022,34278,0.6134609175496797
27097,Minnesota,Morrison County,2023,34328,0.1458661532178107
27097,Minnesota,Morrison County,2024,34494,0.48357026334187037
27097,Minnesota,Morrison County,2025,34620,0.3652809184205852
27099,Minnesota,Mower County,2011,39351,
27099,Minnesota,Mower County,2012,39400,0.12452034255800992
27099,Minnesota,Mower County,2013,39330,-0.17766497461928488
27099,Minnesota,Mower County,2014,39417,0.2212051868802467
27099,Minnesota,Mower County,2015,39492,0.1902732323616707
27099,Minnesota,Mower County,2016,39567,0.1899118808872613
27099,Minnesota,Mower County,2017,39773,0.5206358834382252
27099,Minnesota,Mower County,2018,40142,0.9277650667538273
27099,Minnesota,Mower County,2019,40062,-0.19929251158388173
27099,Minnesota,Mower County,2020,40068,0.014976785981724028
27099,Minnesota,Mower County,2021,40232,0.409304182889092
27099,Minnesota,Mower County,2022,40094,-0.34301053887453303
27099,Minnesota,Mower County,2023,40207,0.28183768144860455
27099,Minnesota,Mower County,2024,40684,1.186360583977919
27099,Minnesota,Mower County,2025,40971,0.705437026841027
27101,Minnesota,Murray County,2011,8632,
27101,Minnesota,Murray County,2012,8574,-0.6719184430027836
27101,Minnesota,Murray County,2013,8507,-0.7814322369955717
27101,Minnesota,Murray County,2014,8437,-0.8228517691313053
27101,Minnesota,Murray County,2015,8394,-0.5096598316937317
27101,Minnesota,Murray County,2016,8305,-1.0602811532046674
27101,Minnesota,Murray County,2017,8332,0.3251053582179475
27101,Minnesota,Murray County,2018,8254,-0.9361497839654342
27101,Minnesota,Murray County,2019,8194,-0.726920281075838
27101,Minnesota,Murray County,2020,8177,-0.20746887966804906
27101,Minnesota,Murray County,2021,8146,-0.3791121438180278
27101,Minnesota,Murray County,2022,8061,-1.0434569113675463
27101,Minnesota,Murray County,2023,8090,0.35975685398834667
27101,Minnesota,Murray County,2024,8027,-0.7787391841780011
27101,Minnesota,Murray County,2025,7942,-1.0589261243303838
27103,Minnesota,Nicollet County,2011,32966,
27103,Minnesota,Nicollet County,2012,33020,0.16380513256082363
27103,Minnesota,Nicollet County,2013,32981,-0.11811023622047001
27103,Minnesota,Nicollet County,2014,33370,1.1794669658288015
27103,Minnesota,Nicollet County,2015,33526,0.46748576565778244
27103,Minnesota,Nicollet County,2016,33720,0.5786553719501208
27103,Minnesota,Nicollet County,2017,34052,0.9845788849347503
27103,Minnesota,Nicollet County,2018,34199,0.43169270527427805
27103,Minnesota,Nicollet County,2019,34274,0.2193046580309277
27103,Minnesota,Nicollet County,2020,34504,0.6710626130594699
27103,Minnesota,Nicollet County,2021,34370,-0.38836076976582756
27103,Minnesota,Nicollet County,2022,34500,0.378236834448642
27103,Minnesota,Nicollet County,2023,34021,-1.388405797101444
27103,Minnesota,Nicollet County,2024,34239,0.6407806942770655
27103,Minnesota,Nicollet County,2025,34273,0.0993019655948002
27105,Minnesota,Nobles County,2011,21621,
27105,Minnesota,Nobles County,2012,21736,0.5318902918458823
27105,Minnesota,Nobles County,2013,21797,0.2806404122193573
27105,Minnesota,Nobles County,2014,21698,-0.45419094370785507
27105,Minnesota,Nobles County,2015,21748,0.23043598488339256
27105,Minnesota,Nobles County,2016,21878,0.5977561155048772
27105,Minnesota,Nobles County,2017,21671,-0.9461559557546351
27105,Minnesota,Nobles County,2018,21744,0.33685570578192436
27105,Minnesota,Nobles County,2019,21629,-0.5288815305371619
27105,Minnesota,Nobles County,2020,22201,2.6445975310925185
27105,Minnesota,Nobles County,2021,22073,-0.576550605828563
27105,Minnesota,Nobles County,2022,22106,0.1495039188148306
27105,Minnesota,Nobles County,2023,22065,-0.1854700081425853
27105,Minnesota,Nobles County,2024,22242,0.8021753908905582
27105,Minnesota,Nobles County,2025,22338,0.4316158618829169
27107,Minnesota,Norman County,2011,6806,
27107,Minnesota,Norman County,2012,6599,-3.041434028798118
27107,Minnesota,Norman County,2013,6596,-0.04546143355054211
27107,Minnesota,Norman County,2014,6581,-0.227410551849605
27107,Minnesota,Norman County,2015,6621,0.6078103631666831
27107,Minnesota,Norman County,2016,6534,-1.3140009062075242
27107,Minnesota,Norman County,2017,6589,0.8417508417508435
27107,Minnesota,Norman County,2018,6479,-1.6694490818030094
27107,Minnesota,Norman County,2019,6375,-1.6051859854915862
27107,Minnesota,Norman County,2020,6438,0.9882352941176453
27107,Minnesota,Norman County,2021,6445,0.10872941907424938
27107,Minnesota,Norman County,2022,6356,-1.3809154383242817
27107,Minnesota,Norman County,2023,6335,-0.3303964757709221
27107,Minnesota,Norman County,2024,6301,-0.5367008681925856
27107,Minnesota,Norman County,2025,6336,0.5554673861291937
27109,Minnesota,Olmsted County,2011,145829,
27109,Minnesota,Olmsted County,2012,146907,0.7392219654526855
27109,Minnesota,Olmsted County,2013,148851,1.3232861606322421
27109,Minnesota,Olmsted County,2014,150043,0.800800800800805
27109,Minnesota,Olmsted County,2015,151397,0.9024079763801041
27109,Minnesota,Olmsted County,2016,153272,1.2384657555962075
27109,Minnesota,Olmsted County,2017,154727,0.9492927605824875
27109,Minnesota,Olmsted County,2018,156358,1.0541146664770906
27109,Minnesota,Olmsted County,2019,158293,1.2375446091661413
27109,Minnesota,Olmsted County,2020,163055,3.008345283745961
27109,Minnesota,Olmsted County,2021,163717,0.40599797614302435
27109,Minnesota,Olmsted County,2022,163908,0.11666473243463482
27109,Minnesota,Olmsted County,2023,164841,0.5692217585474779
27109,Minnesota,Olmsted County,2024,165777,0.567819899175559
27109,Minnesota,Olmsted County,2025,166731,0.5754718688358418
27111,Minnesota,Otter Tail County,2011,57274,
27111,Minnesota,Otter Tail County,2012,57216,-0.10126759087892845
27111,Minnesota,Otter Tail County,2013,57492,0.4823825503355694
27111,Minnesota,Otter Tail County,2014,57482,-0.01739372434426123
27111,Minnesota,Otter Tail County,2015,57520,0.06610765109078542
27111,Minnesota,Otter Tail County,2016,57820,0.5215577190542442
27111,Minnesota,Otter Tail County,2017,58219,0.690072639225181
27111,Minnesota,Otter Tail County,2018,58670,0.7746611930812941
27111,Minnesota,Otter Tail County,2019,58746,0.12953809442646236
27111,Minnesota,Otter Tail County,2020,60098,2.3014332890749944
27111,Minnesota,Otter Tail County,2021,60245,0.24460048587306993
27111,Minnesota,Otter Tail County,2022,60594,0.57930118682048
27111,Minnesota,Otter Tail County,2023,60754,0.2640525464567389
27111,Minnesota,Otter Tail County,2024,60958,0.3357803601409026
27111,Minnesota,Otter Tail County,2025,61041,0.1361593228124347
27113,Minnesota,Pennington County,2011,14070,
27113,Minnesota,Pennington County,2012,14119,0.34825870646766344
27113,Minnesota,Pennington County,2013,14139,0.14165309157871953
27113,Minnesota,Pennington County,2014,14111,-0.19803380719994879
27113,Minnesota,Pennington County,2015,14237,0.8929204166961968
27113,Minnesota,Pennington County,2016,14206,-0.21774250193158373
27113,Minnesota,Pennington County,2017,14178,-0.1970998169787408
27113,Minnesota,Pennington County,2018,14173,-0.03526590492312076
27113,Minnesota,Pennington County,2019,14119,-0.3810061384322272
27113,Minnesota,Pennington County,2020,13942,-1.2536298604717055
27113,Minnesota,Pennington County,2021,13786,-1.1189212451585107
27113,Minnesota,Pennington County,2022,13826,0.29014942695488877
27113,Minnesota,Pennington County,2023,13734,-0.6654129900188099
27113,Minnesota,Pennington County,2024,13750,0.11649919906799866
27113,Minnesota,Pennington County,2025,13686,-0.4654545454545467
27115,Minnesota,Pine County,2011,29621,
27115,Minnesota,Pine County,2012,29198,-1.4280409169170505
27115,Minnesota,Pine County,2013,29076,-0.4178368381395958
27115,Minnesota,Pine County,2014,29081,0.01719631311047909
27115,Minnesota,Pine County,2015,29045,-0.12379216670678206
27115,Minnesota,Pine County,2016,28866,-0.6162850748838045
27115,Minnesota,Pine County,2017,29159,1.0150349892607213
27115,Minnesota,Pine County,2018,29468,1.0597071230151967
27115,Minnesota,Pine County,2019,29579,0.37667978824487136
27115,Minnesota,Pine County,2020,28886,-2.342878393454817
27115,Minnesota,Pine County,2021,29080,0.6716056221006683
27115,Minnesota,Pine County,2022,29793,2.45185694635488
27115,Minnesota,Pine County,2023,30190,1.3325277749806963
27115,Minnesota,Pine County,2024,30398,0.688969857568722
27115,Minnesota,Pine County,2025,30472,0.24343706822818056
27117,Minnesota,Pipestone County,2011,9529,
27117,Minnesota,Pipestone County,2012,9397,-1.3852450414524098
27117,Minnesota,Pipestone County,2013,9302,-1.010960944982442
27117,Minnesota,Pipestone County,2014,9320,0.19350677273703987
27117,Minnesota,Pipestone County,2015,9295,-0.2682403433476366
27117,Minnesota,Pipestone County,2016,9248,-0.505648197955888
27117,Minnesota,Pipestone County,2017,9157,-0.9839965397923867
27117,Minnesota,Pipestone County,2018,9127,-0.32761821557278914
27117,Minnesota,Pipestone County,2019,9126,-0.010956502684345004
27117,Minnesota,Pipestone County,2020,9418,3.199649353495504
27117,Minnesota,Pipestone County,2021,9359,-0.6264599702696994
27117,Minnesota,Pipestone County,2022,9334,-0.2671225558286139
27117,Minnesota,Pipestone County,2023,9289,-0.4821084208270876
27117,Minnesota,Pipestone County,2024,9251,-0.4090860157175191
27117,Minnesota,Pipestone County,2025,9260,0.0972867798075816
27119,Minnesota,Polk County,2011,31540,
27119,Minnesota,Polk County,2012,31511,-0.09194673430564793
27119,Minnesota,Polk County,2013,31639,0.40620735616134773
27119,Minnesota,Polk County,2014,31496,-0.4519738297670606
27119,Minnesota,Polk County,2015,31497,0.003175006350009113
27119,Minnesota,Polk County,2016,31698,0.6381560148585486
27119,Minnesota,Polk County,2017,31637,-0.19244116348035023
27119,Minnesota,Polk County,2018,31411,-0.7143534469134294
27119,Minnesota,Polk County,2019,31364,-0.1496291108210479
27119,Minnesota,Polk County,2020,31099,-0.8449177400841723
27119,Minnesota,Polk County,2021,30861,-0.7652979195472476
27119,Minnesota,Polk County,2022,30815,-0.1490554421438084
27119,Minnesota,Polk County,2023,30563,-0.8177835469738715
27119,Minnesota,Polk County,2024,30683,0.39263161338873864
27119,Minnesota,Polk County,2025,30545,-0.4497604536714106
27121,Minnesota,Pope County,2011,10911,
27121,Minnesota,Pope County,2012,10890,-0.19246631839427986
27121,Minnesota,Pope County,2013,10879,-0.10101010101010166
27121,Minnesota,Pope County,2014,10925,0.42283298097252064
27121,Minnesota,Pope County,2015,10936,0.1006864988558398
27121,Minnesota,Pope County,2016,10970,0.3108997805413294
27121,Minnesota,Pope County,2017,10988,0.164083865086595
27121,Minnesota,Pope County,2018,11095,0.9737895886421599
27121,Minnesota,Pope County,2019,11249,1.3880126182965302
27121,Minnesota,Pope County,2020,11327,0.6933949684416296
27121,Minnesota,Pope County,2021,11415,0.7769047408846097
27121,Minnesota,Pope County,2022,11421,0.05256241787121585
27121,Minnesota,Pope County,2023,11407,-0.12258121005166434
27121,Minnesota,Pope County,2024,11464,0.499693170860005
27121,Minnesota,Pope County,2025,11420,-0.38381018841591175
27123,Minnesota,Ramsey County,2011,515826,
27123,Minnesota,Ramsey County,2012,521009,1.0047961909636305
27123,Minnesota,Ramsey County,2013,527131,1.1750276866618448
27123,Minnesota,Ramsey County,2014,532796,1.0746854197533517
27123,Minnesota,Ramsey County,2015,536631,0.7197876860937313
27123,Minnesota,Ramsey County,2016,541502,0.9077000769616372
27123,Minnesota,Ramsey County,2017,544886,0.624928439784167
27123,Minnesota,Ramsey County,2018,548872,0.7315291638985144
27123,Minnesota,Ramsey County,2019,550321,0.2639959772041678
27123,Minnesota,Ramsey County,2020,551733,0.25657752475374274
27123,Minnesota,Ramsey County,2021,543343,-1.520663074349371
27123,Minnesota,Ramsey County,2022,538375,-0.9143395608299021
27123,Minnesota,Ramsey County,2023,537716,-0.12240538657998234
27123,Minnesota,Ramsey County,2024,540713,0.5573574154386307
27123,Minnesota,Ramsey County,2025,541623,0.16829630506387527
27125,Minnesota,Red Lake County,2011,4084,
27125,Minnesota,Red Lake County,2012,4060,-0.5876591576885359
