county_fips,state_name,county_name,year,pop_total,pop_growth_rate
27125,Minnesota,Red Lake County,2013,4031,-0.7142857142857117
27125,Minnesota,Red Lake County,2014,3996,-0.8682709005209621
27125,Minnesota,Red Lake County,2015,4031,0.8758758758758756
27125,Minnesota,Red Lake County,2016,3987,-1.0915405606549244
27125,Minnesota,Red Lake County,2017,4009,0.5517933283170295
27125,Minnesota,Red Lake County,2018,3992,-0.42404589673235016
27125,Minnesota,Red Lake County,2019,4055,1.5781563126252562
27125,Minnesota,Red Lake County,2020,3937,-2.9099876695437676
27125,Minnesota,Red Lake County,2021,3946,0.2286004572009226
27125,Minnesota,Red Lake County,2022,3883,-1.5965534718702434
27125,Minnesota,Red Lake County,2023,3915,0.8241050733968525
27125,Minnesota,Red Lake County,2024,3894,-0.5363984674329525
27125,Minnesota,Red Lake County,2025,3940,1.1813045711350778
27127,Minnesota,Redwood County,2011,16025,
27127,Minnesota,Redwood County,2012,15820,-1.2792511700468023
27127,Minnesota,Redwood County,2013,15685,-0.8533501896333728
27127,Minnesota,Redwood County,2014,15529,-0.9945808096907927
27127,Minnesota,Redwood County,2015,15425,-0.6697147272844317
27127,Minnesota,Redwood County,2016,15216,-1.3549432739059952
27127,Minnesota,Redwood County,2017,15244,0.18401682439537215
27127,Minnesota,Redwood County,2018,15252,0.052479664130156145
27127,Minnesota,Redwood County,2019,15170,-0.5376344086021501
27127,Minnesota,Redwood County,2020,15417,1.628213579433102
27127,Minnesota,Redwood County,2021,15392,-0.16215865602905444
27127,Minnesota,Redwood County,2022,15365,-0.1754158004158013
27127,Minnesota,Redwood County,2023,15326,-0.2538236251220294
27127,Minnesota,Redwood County,2024,15238,-0.574187654965419
27127,Minnesota,Redwood County,2025,15265,0.17718860742879095
27129,Minnesota,Renville County,2011,15427,
27129,Minnesota,Renville County,2012,15283,-0.9334284047449293
27129,Minnesota,Renville County,2013,15069,-1.4002486422822757
27129,Minnesota,Renville County,2014,14933,-0.9025150972194584
27129,Minnesota,Renville County,2015,14798,-0.9040380365633149
27129,Minnesota,Renville County,2016,14613,-1.250168941748886
27129,Minnesota,Renville County,2017,14693,0.5474577431054506
27129,Minnesota,Renville County,2018,14609,-0.5717008099094811
27129,Minnesota,Renville County,2019,14548,-0.41755082483400097
27129,Minnesota,Renville County,2020,14691,0.9829529832279249
27129,Minnesota,Renville County,2021,14605,-0.5853924171261293
27129,Minnesota,Renville County,2022,14537,-0.4655939746662119
27129,Minnesota,Renville County,2023,14462,-0.5159248813372819
27129,Minnesota,Renville County,2024,14417,-0.311160282118661
27129,Minnesota,Renville County,2025,14356,-0.4231116043559635
27131,Minnesota,Rice County,2011,64466,
27131,Minnesota,Rice County,2012,64438,-0.04343374802221467
27131,Minnesota,Rice County,2013,64639,0.31192774449859684
27131,Minnesota,Rice County,2014,64997,0.5538452018131412
27131,Minnesota,Rice County,2015,65323,0.5015616105358722
27131,Minnesota,Rice County,2016,65868,0.8343156315539613
27131,Minnesota,Rice County,2017,66196,0.4979656282261491
27131,Minnesota,Rice County,2018,66566,0.5589461598888068
27131,Minnesota,Rice County,2019,66972,0.6099209806808226
27131,Minnesota,Rice County,2020,67105,0.19859045571284373
27131,Minnesota,Rice County,2021,67359,0.3785112882795705
27131,Minnesota,Rice County,2022,67991,0.9382562092667746
27131,Minnesota,Rice County,2023,68585,0.8736450412554664
27131,Minnesota,Rice County,2024,69545,1.3997229714952208
27131,Minnesota,Rice County,2025,69939,0.566539650585951
27133,Minnesota,Rock County,2011,9599,
27133,Minnesota,Rock County,2012,9481,-1.2292947181998137
27133,Minnesota,Rock County,2013,9428,-0.5590127623668395
27133,Minnesota,Rock County,2014,9379,-0.5197284683920222
27133,Minnesota,Rock County,2015,9442,0.6717134022816929
27133,Minnesota,Rock County,2016,9392,-0.5295488244016044
27133,Minnesota,Rock County,2017,9459,0.7133730834752994
27133,Minnesota,Rock County,2018,9401,-0.6131726398139303
27133,Minnesota,Rock County,2019,9315,-0.9147962982661406
27133,Minnesota,Rock County,2020,9685,3.97208803005904
27133,Minnesota,Rock County,2021,9700,0.15487867836860847
27133,Minnesota,Rock County,2022,9603,-1.0000000000000009
27133,Minnesota,Rock County,2023,9621,0.18744142455482393
27133,Minnesota,Rock County,2024,9563,-0.6028479368049067
27133,Minnesota,Rock County,2025,9524,-0.40782181323851807
27135,Minnesota,Roseau County,2011,15517,
27135,Minnesota,Roseau County,2012,15512,-0.03222272346459221
27135,Minnesota,Roseau County,2013,15497,-0.09669932955131966
27135,Minnesota,Roseau County,2014,15680,1.1808737174937134
27135,Minnesota,Roseau County,2015,15621,-0.3762755102040827
27135,Minnesota,Roseau County,2016,15557,-0.40970488445042363
27135,Minnesota,Roseau County,2017,15305,-1.6198495853956385
27135,Minnesota,Roseau County,2018,15158,-0.9604704344985282
27135,Minnesota,Roseau County,2019,15165,0.04618023485947198
27135,Minnesota,Roseau County,2020,15298,0.8770194526871
27135,Minnesota,Roseau County,2021,15273,-0.1634200549091358
27135,Minnesota,Roseau County,2022,15347,0.48451515746743556
27135,Minnesota,Roseau County,2023,15280,-0.43656740731087273
27135,Minnesota,Roseau County,2024,15249,-0.20287958115182692
27135,Minnesota,Roseau County,2025,15246,-0.01967342120794413
27137,Minnesota,St. Louis County,2011,200412,
27137,Minnesota,St. Louis County,2012,200361,-0.025447577989345938
27137,Minnesota,St. Louis County,2013,200452,0.04541802047304255
27137,Minnesota,St. Louis County,2014,200651,0.09927563706024767
27137,Minnesota,St. Louis County,2015,200296,-0.17692411201538638
27137,Minnesota,St. Louis County,2016,199967,-0.1642568997883176
27137,Minnesota,St. Louis County,2017,199778,-0.09451559507318574
27137,Minnesota,St. Louis County,2018,199685,-0.04655167235632085
27137,Minnesota,St. Louis County,2019,199070,-0.30798507649547613
27137,Minnesota,St. Louis County,2020,200067,0.5008288541719086
27137,Minnesota,St. Louis County,2021,199340,-0.36337826828012343
27137,Minnesota,St. Louis County,2022,200567,0.6155312531353374
27137,Minnesota,St. Louis County,2023,200669,0.050855823739692774
27137,Minnesota,St. Louis County,2024,200630,-0.019434989958588833
27137,Minnesota,St. Louis County,2025,200518,-0.05582415391516271
27139,Minnesota,Scott County,2011,132565,
27139,Minnesota,Scott County,2012,135114,1.9228303096594068
27139,Minnesota,Scott County,2013,137244,1.5764465562414065
27139,Minnesota,Scott County,2014,139161,1.3967823729999163
27139,Minnesota,Scott County,2015,141329,1.5579077471417957
27139,Minnesota,Scott County,2016,143309,1.4009863509966136
27139,Minnesota,Scott County,2017,145535,1.553286953366495
27139,Minnesota,Scott County,2018,147191,1.1378706153158946
27139,Minnesota,Scott County,2019,149013,1.2378474227364489
27139,Minnesota,Scott County,2020,151361,1.575701448866873
27139,Minnesota,Scott County,2021,153494,1.4092137340530275
27139,Minnesota,Scott County,2022,154819,0.863225924140365
27139,Minnesota,Scott County,2023,156145,0.8564840232788029
27139,Minnesota,Scott County,2024,157454,0.8383233532934131
27139,Minnesota,Scott County,2025,159017,0.9926708753032587
27141,Minnesota,Sherburne County,2011,89268,
27141,Minnesota,Sherburne County,2012,89461,0.21620289465429376
27141,Minnesota,Sherburne County,2013,90069,0.6796257587105003
27141,Minnesota,Sherburne County,2014,90889,0.9104131277132055
27141,Minnesota,Sherburne County,2015,91415,0.5787278988656386
27141,Minnesota,Sherburne County,2016,93228,1.9832631406224266
27141,Minnesota,Sherburne County,2017,94476,1.3386536233749524
27141,Minnesota,Sherburne County,2018,95957,1.567593886278007
27141,Minnesota,Sherburne County,2019,97238,1.3349729566368262
27141,Minnesota,Sherburne County,2020,97588,0.3599415866225142
27141,Minnesota,Sherburne County,2021,99225,1.67746034348486
27141,Minnesota,Sherburne County,2022,100972,1.7606449987402462
27141,Minnesota,Sherburne County,2023,102388,1.4023689735768397
27141,Minnesota,Sherburne County,2024,103156,0.7500879009258998
27141,Minnesota,Sherburne County,2025,104194,1.00624297180969
27143,Minnesota,Sibley County,2011,15165,
27143,Minnesota,Sibley County,2012,15080,-0.5605011539729587
27143,Minnesota,Sibley County,2013,15055,-0.16578249336870465
27143,Minnesota,Sibley County,2014,14931,-0.8236466290268973
27143,Minnesota,Sibley County,2015,14889,-0.2812939521800284
27143,Minnesota,Sibley County,2016,14812,-0.5171603196991059
27143,Minnesota,Sibley County,2017,14899,0.5873615987037617
27143,Minnesota,Sibley County,2018,14997,0.6577622659238891
27143,Minnesota,Sibley County,2019,14865,-0.8801760352070365
27143,Minnesota,Sibley County,2020,14820,-0.3027245206861706
27143,Minnesota,Sibley County,2021,14965,0.9784075573549211
27143,Minnesota,Sibley County,2022,14986,0.14032743067156073
27143,Minnesota,Sibley County,2023,15179,1.287868677432269
27143,Minnesota,Sibley County,2024,15290,0.7312734699255641
27143,Minnesota,Sibley County,2025,15356,0.4316546762589857
27145,Minnesota,Stearns County,2011,151359,
27145,Minnesota,Stearns County,2012,151891,0.3514822375940696
27145,Minnesota,Stearns County,2013,152577,0.4516396626528252
27145,Minnesota,Stearns County,2014,153972,0.9142924556125864
27145,Minnesota,Stearns County,2015,156003,1.3190709999220562
27145,Minnesota,Stearns County,2016,157225,0.7833182695204499
27145,Minnesota,Stearns County,2017,158301,0.6843695341071765
27145,Minnesota,Stearns County,2018,159656,0.8559642705984194
27145,Minnesota,Stearns County,2019,161075,0.8887858896627687
27145,Minnesota,Stearns County,2020,158456,-1.6259506441098859
27145,Minnesota,Stearns County,2021,159112,0.4139950522542568
27145,Minnesota,Stearns County,2022,160119,0.6328875257680222
27145,Minnesota,Stearns County,2023,161805,1.0529668559009275
27145,Minnesota,Stearns County,2024,163113,0.8083804579586573
27145,Minnesota,Stearns County,2025,164110,0.6112327037084642
27147,Minnesota,Steele County,2011,36568,
27147,Minnesota,Steele County,2012,36311,-0.7028002625246166
27147,Minnesota,Steele County,2013,36363,0.1432072925559691
27147,Minnesota,Steele County,2014,36483,0.3300057751010721
27147,Minnesota,Steele County,2015,36599,0.3179563084176218
27147,Minnesota,Steele County,2016,36644,0.1229541790759292
27147,Minnesota,Steele County,2017,36787,0.39024124003930183
27147,Minnesota,Steele County,2018,36738,-0.13319922798814554
27147,Minnesota,Steele County,2019,36649,-0.24225597474004656
27147,Minnesota,Steele County,2020,37388,2.01642609621
27147,Minnesota,Steele County,2021,37441,0.141756713383967
27147,Minnesota,Steele County,2022,37471,0.08012606500895636
27147,Minnesota,Steele County,2023,37462,-0.024018574364170764
27147,Minnesota,Steele County,2024,37453,-0.024024344669260067
27147,Minnesota,Steele County,2025,37464,0.029370143913709512
27149,Minnesota,Stevens County,2011,9708,
27149,Minnesota,Stevens County,2012,9733,0.2575195714874301
27149,Minnesota,Stevens County,2013,9747,0.1438405424843303
27149,Minnesota,Stevens County,2014,9852,1.0772545398584077
27149,Minnesota,Stevens County,2015,9874,0.22330491270807773
27149,Minnesota,Stevens County,2016,9810,-0.6481669029775206
27149,Minnesota,Stevens County,2017,9706,-1.0601427115188633
27149,Minnesota,Stevens County,2018,9752,0.4739336492890933
27149,Minnesota,Stevens County,2019,9805,0.5434782608695565
27149,Minnesota,Stevens County,2020,9672,-1.3564507904130552
27149,Minnesota,Stevens County,2021,9692,0.20678246484697738
27149,Minnesota,Stevens County,2022,9777,0.8770119686339228
27149,Minnesota,Stevens County,2023,9921,1.4728444308069966
27149,Minnesota,Stevens County,2024,9828,-0.9374055034774731
27149,Minnesota,Stevens County,2025,9747,-0.8241758241758212
27151,Minnesota,Swift County,2011,9676,
27151,Minnesota,Swift County,2012,9632,-0.4547333608929338
27151,Minnesota,Swift County,2013,9552,-0.830564784053156
27151,Minnesota,Swift County,2014,9486,-0.6909547738693456
27151,Minnesota,Swift County,2015,9376,-1.159603626396799
27151,Minnesota,Swift County,2016,9442,0.7039249146757687
27151,Minnesota,Swift County,2017,9387,-0.5825037068417749
27151,Minnesota,Swift County,2018,9323,-0.6817939703845699
27151,Minnesota,Swift County,2019,9266,-0.6113911830955665
27151,Minnesota,Swift County,2020,9801,5.773796676019849
27151,Minnesota,Swift County,2021,9787,-0.14284256708498866
27151,Minnesota,Swift County,2022,9760,-0.27587616225605016
27151,Minnesota,Swift County,2023,9687,-0.7479508196721274
27151,Minnesota,Swift County,2024,9721,0.35098585733457366
27151,Minnesota,Swift County,2025,9763,0.4320543153996548
27153,Minnesota,Todd County,2011,24890,
27153,Minnesota,Todd County,2012,24653,-0.9521896343913205
27153,Minnesota,Todd County,2013,24488,-0.669289741613599
27153,Minnesota,Todd County,2014,24350,-0.5635413263639366
27153,Minnesota,Todd County,2015,24328,-0.09034907597536002
27153,Minnesota,Todd County,2016,24381,0.21785596843144628
27153,Minnesota,Todd County,2017,24526,0.5947254009269543
27153,Minnesota,Todd County,2018,24570,0.1794014515208442
27153,Minnesota,Todd County,2019,24664,0.3825803825803886
27153,Minnesota,Todd County,2020,25291,2.5421667207265575
27153,Minnesota,Todd County,2021,25290,-0.003953975722592595
27153,Minnesota,Todd County,2022,25571,1.1111111111111072
27153,Minnesota,Todd County,2023,25794,0.8720816549998123
27153,Minnesota,Todd County,2024,25965,0.6629448709002173
27153,Minnesota,Todd County,2025,26060,0.36587714230695845
27155,Minnesota,Traverse County,2011,3489,
27155,Minnesota,Traverse County,2012,3404,-2.436228145600461
27155,Minnesota,Traverse County,2013,3402,-0.0587544065804968
27155,Minnesota,Traverse County,2014,3379,-0.6760728982951214
27155,Minnesota,Traverse County,2015,3373,-0.17756732761171623
27155,Minnesota,Traverse County,2016,3330,-1.2748295286095446
27155,Minnesota,Traverse County,2017,3304,-0.7807807807807765
27155,Minnesota,Traverse County,2018,3291,-0.39346246973365195
27155,Minnesota,Traverse County,2019,3259,-0.9723488301428107
27155,Minnesota,Traverse County,2020,3359,3.0684258975145706
27155,Minnesota,Traverse County,2021,3280,-2.3518904435844035
27155,Minnesota,Traverse County,2022,3260,-0.6097560975609762
27155,Minnesota,Traverse County,2023,3176,-2.5766871165644134
27155,Minnesota,Traverse County,2024,3152,-0.7556675062972307
27155,Minnesota,Traverse County,2025,3130,-0.6979695431472033
27157,Minnesota,Wabasha County,2011,21610,
27157,Minnesota,Wabasha County,2012,21542,-0.314669134659884
27157,Minnesota,Wabasha County,2013,21566,0.11141026831307244
27157,Minnesota,Wabasha County,2014,21461,-0.4868774923490693
27157,Minnesota,Wabasha County,2015,21387,-0.3448115185685663
27157,Minnesota,Wabasha County,2016,21435,0.22443540468508605
27157,Minnesota,Wabasha County,2017,21590,0.7231163984138034
27157,Minnesota,Wabasha County,2018,21645,0.2547475683186695
27157,Minnesota,Wabasha County,2019,21627,-0.08316008316008316
27157,Minnesota,Wabasha County,2020,21394,-1.0773570074444017
27157,Minnesota,Wabasha County,2021,21508,0.5328596802841812
27157,Minnesota,Wabasha County,2022,21650,0.6602194532266958
27157,Minnesota,Wabasha County,2023,21664,0.06466512702079097
27157,Minnesota,Wabasha County,2024,21554,-0.5077548005908428
27157,Minnesota,Wabasha County,2025,21537,-0.07887167115152582
27159,Minnesota,Wadena County,2011,13652,
27159,Minnesota,Wadena County,2012,13607,-0.3296220334016997
27159,Minnesota,Wadena County,2013,13641,0.2498713897258753
27159,Minnesota,Wadena County,2014,13589,-0.3812037240671473
27159,Minnesota,Wadena County,2015,13667,0.5739936713518246
27159,Minnesota,Wadena County,2016,13550,-0.8560766810565612
27159,Minnesota,Wadena County,2017,13647,0.7158671586715792
27159,Minnesota,Wadena County,2018,13723,0.5568989521506529
27159,Minnesota,Wadena County,2019,13682,-0.29876849085477275
27159,Minnesota,Wadena County,2020,14124,3.2305218535301883
27159,Minnesota,Wadena County,2021,14146,0.15576323987538387
27159,Minnesota,Wadena County,2022,14270,0.8765728827937247
27159,Minnesota,Wadena County,2023,14240,-0.21023125437982237
27159,Minnesota,Wadena County,2024,14355,0.8075842696629199
27159,Minnesota,Wadena County,2025,14388,0.22988505747125743
27161,Minnesota,Waseca County,2011,19185,
27161,Minnesota,Waseca County,2012,19176,-0.04691164972634443
27161,Minnesota,Waseca County,2013,19036,-0.7300792657488508
27161,Minnesota,Waseca County,2014,18925,-0.583105694473629
27161,Minnesota,Waseca County,2015,18926,0.005284015852047297
27161,Minnesota,Waseca County,2016,18783,-0.7555743421747807
27161,Minnesota,Waseca County,2017,18713,-0.3726774210722428
27161,Minnesota,Waseca County,2018,18664,-0.2618500507668431
27161,Minnesota,Waseca County,2019,18612,-0.2786112301757404
27161,Minnesota,Waseca County,2020,18973,1.9396088545024615
27161,Minnesota,Waseca County,2021,19015,0.22136720602961013
27161,Minnesota,Waseca County,2022,18967,-0.2524322902971332
27161,Minnesota,Waseca County,2023,19043,0.400695945589713
27161,Minnesota,Waseca County,2024,18672,-1.9482224439426599
27161,Minnesota,Waseca County,2025,18688,0.08568980291345785
27163,Minnesota,Washington County,2011,241410,
27163,Minnesota,Washington County,2012,243682,0.9411374839484621
27163,Minnesota,Washington County,2013,245946,0.9290797022348807
27163,Minnesota,Washington County,2014,248501,1.0388459255283644
27163,Minnesota,Washington County,2015,250386,0.7585482553390088
27163,Minnesota,Washington County,2016,252502,0.8450951730528011
27163,Minnesota,Washington County,2017,255464,1.1730600153662119
27163,Minnesota,Washington County,2018,258899,1.3446121567030955
27163,Minnesota,Washington County,2019,262440,1.3677148231549863
27163,Minnesota,Washington County,2020,268397,2.2698521566834273
27163,Minnesota,Washington County,2021,272698,1.6024769278345063
27163,Minnesota,Washington County,2022,276249,1.302173099912718
27163,Minnesota,Washington County,2023,278890,0.956021560259046
27163,Minnesota,Washington County,2024,282994,1.4715479221198313
27163,Minnesota,Washington County,2025,286895,1.3784744552888029
27165,Minnesota,Watonwan County,2011,11167,
27165,Minnesota,Watonwan County,2012,11115,-0.465657741559955
27165,Minnesota,Watonwan County,2013,11049,-0.5937921727395379
27165,Minnesota,Watonwan County,2014,10982,-0.6063897185265676
27165,Minnesota,Watonwan County,2015,11018,0.3278091422327378
27165,Minnesota,Watonwan County,2016,11002,-0.14521691777091839
27165,Minnesota,Watonwan County,2017,10934,-0.6180694419196553
27165,Minnesota,Watonwan County,2018,11007,0.6676422169380025
27165,Minnesota,Watonwan County,2019,10897,-0.9993640410647764
27165,Minnesota,Watonwan County,2020,11236,3.1109479673304685
27165,Minnesota,Watonwan County,2021,11158,-0.6941972232111127
27165,Minnesota,Watonwan County,2022,11243,0.7617852661767399
27165,Minnesota,Watonwan County,2023,11237,-0.05336653917993317
27165,Minnesota,Watonwan County,2024,11365,1.139094064252033
27165,Minnesota,Watonwan County,2025,11459,0.8271007479102588
27167,Minnesota,Wilkin County,2011,6578,
27167,Minnesota,Wilkin County,2012,6592,0.2128306476132602
27167,Minnesota,Wilkin County,2013,6496,-1.4563106796116498
27167,Minnesota,Wilkin County,2014,6462,-0.5233990147783252
27167,Minnesota,Wilkin County,2015,6357,-1.624883936861654
27167,Minnesota,Wilkin County,2016,6323,-0.5348434796287549
27167,Minnesota,Wilkin County,2017,6322,-0.015815277558117735
27167,Minnesota,Wilkin County,2018,6244,-1.2337867763365984
27167,Minnesota,Wilkin County,2019,6207,-0.5925688661114648
27167,Minnesota,Wilkin County,2020,6477,4.349927501208306
27167,Minnesota,Wilkin County,2021,6412,-1.0035510267098924
27167,Minnesota,Wilkin County,2022,6361,-0.795383655645665
27167,Minnesota,Wilkin County,2023,6350,-0.17292878478226692
27167,Minnesota,Wilkin County,2024,6319,-0.4881889763779568
27167,Minnesota,Wilkin County,2025,6288,-0.4905839531571421
27169,Minnesota,Winona County,2011,51355,
27169,Minnesota,Winona County,2012,51343,-0.023366760782783658
27169,Minnesota,Winona County,2013,51332,-0.021424536937852956
27169,Minnesota,Winona County,2014,51059,-0.531831995636245
27169,Minnesota,Winona County,2015,50827,-0.45437630975929677
27169,Minnesota,Winona County,2016,50861,0.0668935801837689
27169,Minnesota,Winona County,2017,50718,-0.28115845146575724
27169,Minnesota,Winona County,2018,50735,0.03351867187191271
27169,Minnesota,Winona County,2019,50484,-0.4947275056667033
27169,Minnesota,Winona County,2020,49656,-1.6401236035179512
27169,Minnesota,Winona County,2021,49794,0.2779120347994102
27169,Minnesota,Winona County,2022,49798,0.008033096356996339
27169,Minnesota,Winona County,2023,49904,0.2128599542150278
27169,Minnesota,Winona County,2024,50343,0.8796890028855309
27169,Minnesota,Winona County,2025,50523,0.357547226029431
27171,Minnesota,Wright County,2011,126229,
27171,Minnesota,Wright County,2012,127249,0.808055201261193
27171,Minnesota,Wright County,2013,128199,0.7465677529882253
27171,Minnesota,Wright County,2014,129798,1.2472796199658243
27171,Minnesota,Wright County,2015,130973,0.9052527773925734
27171,Minnesota,Wright County,2016,132324,1.0315103112855217
27171,Minnesota,Wright County,2017,134205,1.421510837036366
27171,Minnesota,Wright County,2018,136313,1.5707313438396486
27171,Minnesota,Wright County,2019,138377,1.5141622589188053
27171,Minnesota,Wright County,2020,141876,2.528599405970655
27171,Minnesota,Wright County,2021,145245,2.374608813329959
27171,Minnesota,Wright County,2022,148220,2.048263279286733
27171,Minnesota,Wright County,2023,151374,2.127917959789505
27171,Minnesota,Wright County,2024,154612,2.1390727601833914
27171,Minnesota,Wright County,2025,157559,1.9060616252296159
27173,Minnesota,Yellow Medicine County,2011,10284,
27173,Minnesota,Yellow Medicine County,2012,10153,-1.2738234150136085
27173,Minnesota,Yellow Medicine County,2013,10078,-0.7386979217965162
27173,Minnesota,Yellow Medicine County,2014,9982,-0.9525699543560195
27173,Minnesota,Yellow Medicine County,2015,9837,-1.4526147064716444
27173,Minnesota,Yellow Medicine County,2016,9888,0.5184507471790223
27173,Minnesota,Yellow Medicine County,2017,9836,-0.5258899676375384
27173,Minnesota,Yellow Medicine County,2018,9799,-0.3761691744611606
27173,Minnesota,Yellow Medicine County,2019,9709,-0.9184610674558669
27173,Minnesota,Yellow Medicine County,2020,9498,-2.1732413224842984
27173,Minnesota,Yellow Medicine County,2021,9444,-0.5685407454200875
27173,Minnesota,Yellow Medicine County,2022,9485,0.43413807708598817
27173,Minnesota,Yellow Medicine County,2023,9536,0.5376910911966348
27173,Minnesota,Yellow Medicine County,2024,9477,-0.6187080536912748
27173,Minnesota,Yellow Medicine County,2025,9477,0.0
