county_fips,inflow_returns,inflow_exemptions,outflow_returns,outflow_exemptions,year,net_migration_returns,net_migration_exemptions
27137,92393,178044,94065,180292,2020,-1672,-2248
27137,93891,173470,93987,173216,2021,-96,254
27137,96086,175907,95874,175164,2022,212,743
27137,99158,179038,98895,178922,2023,263,116
27139,66063,153593,65332,154166,2012,731,-573
27139,67988,156587,66719,154660,2013,1269,1927
27139,67481,155337,66182,152645,2014,1299,2692
27139,63791,147416,63240,144587,2015,551,2829
27139,69866,158653,69276,156965,2016,590,1688
27139,78047,175002,74685,167827,2017,3362,7175
27139,73420,164259,72141,160966,2018,1279,3293
27139,74575,164603,72788,160996,2019,1787,3607
27139,77738,173894,75132,167928,2020,2606,5966
27139,78086,165506,76770,162931,2021,1316,2575
27139,78757,165082,79098,165353,2022,-341,-271
27139,81226,167934,82165,168197,2023,-939,-263
27141,43001,97932,43197,97566,2012,-196,366
27141,43565,98666,43515,98598,2013,50,68
27141,43118,97440,43385,97062,2014,-267,378
27141,40654,91638,41033,91192,2015,-379,446
27141,46479,103282,44638,98418,2016,1841,4864
27141,52382,115714,49732,108823,2017,2650,6891
27141,48654,106483,47328,102966,2018,1326,3517
27141,48691,106008,47493,102215,2019,1198,3793
27141,50538,112649,49037,108456,2020,1501,4193
27141,51509,108907,50102,105136,2021,1407,3771
27141,52638,109373,51515,105642,2022,1123,3731
27141,52899,108995,53617,108707,2023,-718,288
27143,7237,15669,7446,16100,2012,-209,-431
27143,7228,15666,7501,16052,2013,-273,-386
27143,7093,15356,7290,15589,2014,-197,-233
27143,6873,14668,6975,14850,2015,-102,-182
27143,7181,15357,7403,15545,2016,-222,-188
27143,8129,17182,7809,16171,2017,320,1011
27143,7434,15516,7459,15612,2018,-25,-96
27143,7376,15279,7397,15419,2019,-21,-140
27143,7721,16246,7613,16224,2020,108,22
27143,7892,15567,7818,15375,2021,74,192
27143,7750,15400,7971,15658,2022,-221,-258
27143,7894,15745,8100,15621,2023,-206,124
27145,68349,145533,70707,148741,2012,-2358,-3208
27145,69218,147059,70414,148459,2013,-1196,-1400
27145,70644,149395,70739,148232,2014,-95,1163
27145,68207,143444,69664,145018,2015,-1457,-1574
27145,72948,151855,74802,154041,2016,-1854,-2186
27145,78633,163101,79883,163466,2017,-1250,-365
27145,75098,155200,76427,155904,2018,-1329,-704
27145,76064,155958,77444,157233,2019,-1380,-1275
27145,77450,163201,78207,163156,2020,-757,45
27145,78328,157062,79437,157060,2021,-1109,2
27145,79932,158099,81286,159165,2022,-1354,-1066
27145,82247,161298,83910,163354,2023,-1663,-2056
27147,17742,38612,18054,39192,2012,-312,-580
27147,17632,38320,17982,38932,2013,-350,-612
27147,17521,37880,17717,38066,2014,-196,-186
27147,17090,36738,17230,36819,2015,-140,-81
27147,18061,38433,18216,38473,2016,-155,-40
27147,19294,40981,19254,40400,2017,40,581
27147,18052,37817,18576,38884,2018,-524,-1067
27147,18105,37952,18452,38231,2019,-347,-279
27147,18433,39286,18823,39756,2020,-390,-470
27147,18850,38268,18677,37983,2021,173,285
27147,19173,38413,19296,38487,2022,-123,-74
27147,19617,38988,19794,38786,2023,-177,202
27149,4343,9764,4240,9623,2012,103,141
27149,4147,9373,4458,10225,2013,-311,-852
27149,4087,9259,4316,9610,2014,-229,-351
27149,3899,8933,4062,9221,2015,-163,-288
27149,4031,9241,4524,10467,2016,-493,-1226
27149,4416,9893,4796,10689,2017,-380,-796
27149,4235,9732,4368,9695,2018,-133,37
27149,4362,9900,4488,10141,2019,-126,-241
27149,4372,10432,4685,10857,2020,-313,-425
27149,4493,9989,4669,10344,2021,-176,-355
27149,4445,9967,4757,10310,2022,-312,-343
27149,4962,10774,4961,10602,2023,1,172
27151,4456,9719,4807,10229,2012,-351,-510
27151,4522,9874,4747,10415,2013,-225,-541
27151,4371,9450,4537,9762,2014,-166,-312
27151,4275,9115,4361,9315,2015,-86,-200
27151,4587,9797,4617,9641,2016,-30,156
27151,4663,9810,4670,9832,2017,-7,-22
27151,4450,9436,4490,9369,2018,-40,67
27151,4395,9137,4597,9644,2019,-202,-507
27151,4406,9251,4548,9790,2020,-142,-539
27151,4495,9167,4495,8964,2021,0,203
27151,4459,9028,4594,9265,2022,-135,-237
27151,4533,9181,4641,9218,2023,-108,-37
27153,10879,24556,11121,25032,2012,-242,-476
27153,10702,24246,10879,24374,2013,-177,-128
27153,10681,23976,10923,24009,2014,-242,-33
27153,10033,22395,10355,23150,2015,-322,-755
27153,10891,23916,10927,23679,2016,-36,237
27153,11698,25558,11664,25078,2017,34,480
27153,11303,24494,11263,24586,2018,40,-92
27153,11341,24479,11446,24391,2019,-105,88
27153,11880,26611,11739,25837,2020,141,774
27153,11720,24467,11917,24784,2021,-197,-317
27153,12151,25311,12179,25026,2022,-28,285
27153,12501,25705,12526,25752,2023,-25,-47
27155,1632,3526,1613,3387,2012,19,139
27155,1601,3395,1698,3540,2013,-97,-145
27155,1644,3415,1590,3286,2014,54,129
27155,1482,3079,1533,3169,2015,-51,-90
27155,1548,3194,1645,3358,2016,-97,-164
27155,1655,3569,1699,3403,2017,-44,166
27155,1614,3370,1576,3243,2018,38,127
27155,1603,3366,1651,3371,2019,-48,-5
27155,1593,3354,1695,3746,2020,-102,-392
27155,1582,3297,1614,3155,2021,-32,142
27155,1562,3119,1659,3381,2022,-97,-262
27155,1594,3161,1746,3390,2023,-152,-229
27157,10979,23517,10894,22997,2012,85,520
27157,10942,22995,11052,23216,2013,-110,-221
27157,10660,22587,10898,22847,2014,-238,-260
27157,10043,20916,10307,21552,2015,-264,-636
27157,10928,22476,10810,22039,2016,118,437
27157,12027,23989,11570,23316,2017,457,673
27157,11028,22258,11212,22482,2018,-184,-224
27157,11074,22175,11260,22282,2019,-186,-107
27157,11308,22910,11139,22386,2020,169,524
27157,11378,22375,11058,21582,2021,320,793
27157,11445,22380,11481,22207,2022,-36,173
27157,11371,22108,11620,22342,2023,-249,-234
27159,6567,14078,6444,13790,2012,123,288
27159,6594,14223,6491,13806,2013,103,417
27159,6376,13708,6250,13429,2014,126,279
27159,6115,13149,6141,13073,2015,-26,76
27159,6388,13553,6528,13643,2016,-140,-90
27159,7039,15205,7153,14758,2017,-114,447
27159,6589,14043,6535,13896,2018,54,147
27159,6410,13545,6605,13873,2019,-195,-328
27159,6641,14793,6346,14409,2020,295,384
27159,7014,14512,6763,13825,2021,251,687
27159,6789,13959,6981,14244,2022,-192,-285
27159,7141,14706,7286,14690,2023,-145,16
27161,8898,19075,9598,20719,2012,-700,-1644
27161,8872,19008,9185,19429,2013,-313,-421
27161,8572,18253,8831,18598,2014,-259,-345
27161,8205,17433,8557,17959,2015,-352,-526
27161,9163,19068,8856,18500,2016,307,568
27161,9524,19854,9595,20049,2017,-71,-195
27161,9108,18859,9067,18602,2018,41,257
27161,8789,18207,9149,18765,2019,-360,-558
27161,9196,18946,8997,18710,2020,199,236
27161,9309,18382,9512,18653,2021,-203,-271
27161,9368,18582,9582,18696,2022,-214,-114
27161,9502,18426,9942,19003,2023,-440,-577
27163,123512,272685,121777,266886,2012,1735,5799
27163,126224,277209,124981,271228,2013,1243,5981
27163,125420,273942,125190,270498,2014,230,3444
27163,118344,257255,119209,255548,2015,-865,1707
27163,129517,279045,129407,274215,2016,110,4830
27163,145054,311327,139251,292580,2017,5803,18747
27163,136525,290956,133330,281015,2018,3195,9941
27163,139074,294131,134600,282030,2019,4474,12101
27163,143040,307670,138701,295144,2020,4339,12526
27163,145730,297811,140480,285649,2021,5250,12162
27163,148353,302163,145865,292390,2022,2488,9773
27163,152322,305956,150512,298129,2023,1810,7827
27165,5180,11357,5278,11528,2012,-98,-171
27165,5111,11305,5319,11655,2013,-208,-350
27165,5117,11061,5213,11285,2014,-96,-224
27165,4876,10459,4928,10504,2015,-52,-45
27165,4976,10420,5325,11101,2016,-349,-681
27165,5269,11004,5282,10897,2017,-13,107
27165,5010,10548,5035,10556,2018,-25,-8
27165,4864,10176,5050,10443,2019,-186,-267
27165,4735,10167,5177,10988,2020,-442,-821
27165,4874,10001,5042,10089,2021,-168,-88
27165,4780,9794,5137,10439,2022,-357,-645
27165,4865,9760,5381,10724,2023,-516,-964
27167,3249,7063,3349,7225,2012,-100,-162
27167,3308,7175,3304,6977,2013,4,198
27167,3304,6963,3206,6820,2014,98,143
27167,3030,6453,3151,6603,2015,-121,-150
27167,3201,6633,3122,6589,2016,79,44
27167,3283,6854,3377,6904,2017,-94,-50
27167,3195,6569,3212,6591,2018,-17,-22
27167,3136,6557,3168,6495,2019,-32,62
27167,3162,6701,3253,6830,2020,-91,-129
27167,3180,6385,3206,6502,2021,-26,-117
27167,3214,6449,3208,6370,2022,6,79
27167,3299,6507,3416,6680,2023,-117,-173
27169,22005,44434,21866,43954,2012,139,480
27169,21687,43806,22469,44672,2013,-782,-866
27169,21337,42690,22398,44336,2014,-1061,-1646
27169,20720,41528,21423,42206,2015,-703,-678
27169,21803,43174,22441,43657,2016,-638,-483
27169,23167,45383,23741,45991,2017,-574,-608
27169,22035,43111,22809,43932,2018,-774,-821
27169,21917,42725,22758,43834,2019,-841,-1109
27169,22047,43859,22824,45252,2020,-777,-1393
27169,22314,42008,22791,43061,2021,-477,-1053
27169,23171,43212,23610,43828,2022,-439,-616
27169,23920,43777,24170,44190,2023,-250,-413
27171,59538,137342,58756,136630,2012,782,712
27171,60834,140474,60095,138630,2013,739,1844
27171,60420,139627,59352,136790,2014,1068,2837
27171,57216,131590,57632,132058,2015,-416,-468
27171,62746,143292,61952,140017,2016,794,3275
27171,70391,158358,66501,149591,2017,3890,8767
27171,66407,149257,64312,143766,2018,2095,5491
27171,67187,150366,66160,146885,2019,1027,3481
27171,70623,164365,67418,156018,2020,3205,8347
27171,72834,158876,68646,148859,2021,4188,10017
27171,74458,160940,71685,153689,2022,2773,7251
27171,77976,165800,75321,158109,2023,2655,7691
27173,4877,10570,5021,10600,2012,-144,-30
27173,5046,10646,4938,10365,2013,108,281
27173,4630,9919,5035,10382,2014,-405,-463
27173,4410,9260,4641,9718,2015,-231,-458
27173,4802,10244,4717,9796,2016,85,448
27173,4993,10570,5125,10609,2017,-132,-39
27173,4642,9761,4744,9950,2018,-102,-189
27173,4625,9504,4674,9767,2019,-49,-263
27173,4560,9854,4782,10178,2020,-222,-324
27173,4606,9406,4620,9303,2021,-14,103
27173,4704,9408,4706,9382,2022,-2,26
27173,4735,9485,4861,9700,2023,-126,-215
