county_fips,county_name,year,fhfa_annual_change,fhfa_hpi,fhfa_hpi_1990base,fhfa_hpi_2000base,state_abbr
27157,Wabasha,2022,17.1,426.62,413.82,206.6,MN
27157,Wabasha,2023,5.86,451.62,438.08,218.71,MN
27159,Wadena,2011,-3.21,157.26,,138.6,MN
27159,Wadena,2012,-4.33,150.46,,132.6,MN
27159,Wadena,2013,-.49,149.72,,131.95,MN
27159,Wadena,2014,4.84,156.96,,138.33,MN
27159,Wadena,2015,2.41,160.75,,141.67,MN
27159,Wadena,2016,-2.94,156.02,,137.51,MN
27159,Wadena,2017,5.36,164.38,,144.88,MN
27159,Wadena,2018,3.92,170.82,,150.55,MN
27159,Wadena,2019,10.68,189.07,,166.63,MN
27159,Wadena,2020,1.99,192.84,,169.95,MN
27159,Wadena,2021,9.48,211.13,,186.07,MN
27159,Wadena,2022,19.18,251.61,,221.76,MN
27159,Wadena,2023,.33,252.45,,222.49,MN
27161,Waseca,2011,-2.06,305.48,202.41,118.93,MN
27161,Waseca,2012,.53,307.12,203.49,119.56,MN
27161,Waseca,2013,-1.47,302.59,200.49,117.8,MN
27161,Waseca,2014,2.55,310.3,205.6,120.8,MN
27161,Waseca,2015,5.38,327,216.66,127.3,MN
27161,Waseca,2016,3.18,337.41,223.56,131.36,MN
27161,Waseca,2017,5.08,354.54,234.91,138.02,MN
27161,Waseca,2018,4.83,371.65,246.25,144.69,MN
27161,Waseca,2019,5.73,392.93,260.35,152.97,MN
27161,Waseca,2020,-.91,389.35,257.97,151.58,MN
27161,Waseca,2021,12.13,436.57,289.26,169.96,MN
27161,Waseca,2022,10.61,482.89,319.96,187.99,MN
27161,Waseca,2023,9.82,530.29,351.36,206.45,MN
27163,Washington,2011,-5.17,468.74,184.87,113.8,MN
27163,Washington,2012,-1.43,462.02,182.22,112.17,MN
27163,Washington,2013,4.75,483.94,190.87,117.5,MN
27163,Washington,2014,7.5,520.22,205.18,126.3,MN
27163,Washington,2015,3.29,537.33,211.93,130.46,MN
27163,Washington,2016,4.15,559.62,220.72,135.87,MN
27163,Washington,2017,5.94,592.85,233.83,143.94,MN
27163,Washington,2018,5.95,628.13,247.74,152.5,MN
27163,Washington,2019,4.06,653.6,257.79,158.69,MN
27163,Washington,2020,2.74,671.52,264.86,163.04,MN
27163,Washington,2021,9.93,738.2,291.15,179.23,MN
27163,Washington,2022,12.55,830.84,327.69,201.72,MN
27163,Washington,2023,3.41,859.1900000000001,338.87,208.6,MN
27165,Watonwan,2011,-4.72,165.03,,117.66,MN
27165,Watonwan,2012,.13,165.25,,117.82,MN
27165,Watonwan,2013,0,165.25,,117.82,MN
27165,Watonwan,2014,4.41,172.54,,123.01,MN
27165,Watonwan,2015,.86,174.02,,124.07,MN
27165,Watonwan,2016,1.85,177.23,,126.36,MN
27165,Watonwan,2017,-1.25,175.01,,124.78,MN
27165,Watonwan,2018,10.1,192.69,,137.38,MN
27165,Watonwan,2019,5.47,203.23,,144.89,MN
27165,Watonwan,2020,-1.45,200.29,,142.79,MN
27165,Watonwan,2021,13.06,226.44,,161.44,MN
27165,Watonwan,2022,10.33,249.84,,178.13,MN
27165,Watonwan,2023,11.46,278.46,,198.53,MN
27167,Wilkin,2011,4.74,172.64,,132.03,MN
27167,Wilkin,2012,-.01,172.63,,132.02,MN
27167,Wilkin,2013,2.67,177.25,,135.55,MN
27167,Wilkin,2014,6.4,188.6,,144.22,MN
27167,Wilkin,2015,-.73,187.22,,143.17,MN
27167,Wilkin,2016,13.62,212.72,,162.67,MN
27167,Wilkin,2017,1.97,216.91,,165.87,MN
27167,Wilkin,2018,-4.14,207.92,,159,MN
27167,Wilkin,2019,10.75,230.26,,176.09,MN
27167,Wilkin,2020,-1.71,226.33,,173.08,MN
27167,Wilkin,2021,16.27,263.14,,201.23,MN
27167,Wilkin,2022,14.79,302.06,,230.99,MN
27167,Wilkin,2023,1.94,307.9,,235.46,MN
27169,Winona,2011,-3.02,454.25,208.6,121.32,MN
27169,Winona,2012,-.8,450.6,206.93,120.35,MN
27169,Winona,2013,.26,451.79,207.47,120.66,MN
27169,Winona,2014,.55,454.28,208.61,121.33,MN
27169,Winona,2015,2.5,465.63,213.83,124.36,MN
27169,Winona,2016,3.14,480.26,220.54,128.27,MN
27169,Winona,2017,4.67,502.71,230.85,134.26,MN
27169,Winona,2018,4.21,523.89,240.58,139.92,MN
27169,Winona,2019,3.71,543.3200000000001,249.5,145.11,MN
27169,Winona,2020,1.74,552.79,253.85,147.64,MN
27169,Winona,2021,9.65,606.11,278.34,161.88,MN
27169,Winona,2022,10.69,670.88,308.08,179.18,MN
27169,Winona,2023,9.66,735.67,337.83,196.48,MN
27171,Wright,2011,-6.68,261.97,178.54,105.9,MN
27171,Wright,2012,-1.83,257.18,175.28,103.96,MN
27171,Wright,2013,6.35,273.51,186.4,110.56,MN
27171,Wright,2014,8.34,296.33,201.96,119.79,MN
27171,Wright,2015,4.21,308.81,210.47,124.83,MN
27171,Wright,2016,5.7,326.41,222.46,131.95,MN
27171,Wright,2017,6.87,348.82,237.73,141.01,MN
27171,Wright,2018,5.81,369.1,251.55,149.2,MN
27171,Wright,2019,4.44,385.49,262.73,155.83,MN
27171,Wright,2020,2.77,396.18,270.01,160.15,MN
27171,Wright,2021,11.01,439.8,299.74,177.78,MN
27171,Wright,2022,12.54,494.93,337.31,200.07,MN
27171,Wright,2023,4.52,517.28,352.55,209.1,MN
27173,Yellow Medicine,2011,-.89,199.51,,124.65,MN
27173,Yellow Medicine,2012,-2.94,193.64,,120.98,MN
27173,Yellow Medicine,2013,4.59,202.53,,126.53,MN
27173,Yellow Medicine,2014,9.140000000000001,221.04,,138.1,MN
27173,Yellow Medicine,2015,-1.47,217.78,,136.06,MN
27173,Yellow Medicine,2016,4.67,227.95,,142.41,MN
27173,Yellow Medicine,2017,.23,228.47,,142.74,MN
27173,Yellow Medicine,2018,1.63,232.18,,145.06,MN
27173,Yellow Medicine,2019,4.54,242.73,,151.65,MN
27173,Yellow Medicine,2020,3.72,251.76,,157.29,MN
27173,Yellow Medicine,2021,2.94,259.16,,161.91,MN
27173,Yellow Medicine,2022,20.17,311.43,,194.57,MN
27173,Yellow Medicine,2023,10.06,342.75,,214.14,MN
