county_fips,county_name_bps,year,bps_total_bldgs,bps_total_bldgs_rep,bps_total_units,bps_total_units_rep,bps_total_value,bps_total_value_rep,bps_bldgs_1_unit,bps_bldgs_1_unit_rep,bps_bldgs_2_units,bps_bldgs_2_units_rep,bps_bldgs_3_4_units,bps_bldgs_3_4_units_rep,bps_bldgs_5_units,bps_bldgs_5_units_rep,bps_units_1_unit,bps_units_1_unit_rep,bps_units_2_units,bps_units_2_units_rep,bps_units_3_4_units,bps_units_3_4_units_rep,bps_units_5_units,bps_units_5_units_rep,bps_value_1_unit,bps_value_1_unit_rep,bps_value_2_units,bps_value_2_units_rep,bps_value_3_4_units,bps_value_3_4_units_rep,bps_value_5_units,bps_value_5_units_rep
27001,Aitkin,2009,126,126,130,130,21273879,21273879,124,124,1,1,1,1,0,0,124,124,2,2,4,4,0,0,20843879,20843879,150000,150000,280000,280000,0,0
27001,Aitkin,2010,110,110,112,112,17396479,17396479,108,108,2,2,0,0,0,0,108,108,4,4,0,0,0,0,17008231,17008231,388248,388248,0,0,0,0
27001,Aitkin,2011,123,123,123,123,20280995,20280995,123,123,0,0,0,0,0,0,123,123,0,0,0,0,0,0,20280995,20280995,0,0,0,0,0,0
27001,Aitkin,2012,69,69,69,69,12051896,12051896,69,69,0,0,0,0,0,0,69,69,0,0,0,0,0,0,12051896,12051896,0,0,0,0,0,0
27001,Aitkin,2013,97,97,97,97,17675727,17675727,97,97,0,0,0,0,0,0,97,97,0,0,0,0,0,0,17675727,17675727,0,0,0,0,0,0
27001,Aitkin,2014,175,175,175,175,34080323,34080323,175,175,0,0,0,0,0,0,175,175,0,0,0,0,0,0,34080323,34080323,0,0,0,0,0,0
27001,Aitkin,2015,122,122,122,122,24580915,24580915,122,122,0,0,0,0,0,0,122,122,0,0,0,0,0,0,24580915,24580915,0,0,0,0,0,0
27001,Aitkin,2016,155,155,155,155,32157494,32157494,155,155,0,0,0,0,0,0,155,155,0,0,0,0,0,0,32157494,32157494,0,0,0,0,0,0
27001,Aitkin,2017,168,168,168,168,35385231,35385231,168,168,0,0,0,0,0,0,168,168,0,0,0,0,0,0,35385231,35385231,0,0,0,0,0,0
27001,Aitkin,2018,112,110,112,110,23911010,23595010,112,110,0,0,0,0,0,0,112,110,0,0,0,0,0,0,23911010,23595010,0,0,0,0,0,0
27001,Aitkin,2019,119,117,119,117,26631445,26315445,119,117,0,0,0,0,0,0,119,117,0,0,0,0,0,0,26631445,26315445,0,0,0,0,0,0
27001,Aitkin,2020,149,147,149,147,35264338,34948338,149,147,0,0,0,0,0,0,149,147,0,0,0,0,0,0,35264338,34948338,0,0,0,0,0,0
27001,Aitkin,2021,153,151,153,151,37278580,36962580,153,151,0,0,0,0,0,0,153,151,0,0,0,0,0,0,37278580,36962580,0,0,0,0,0,0
27001,Aitkin,2022,165,165,165,165,44724141,44724141,165,165,0,0,0,0,0,0,165,165,0,0,0,0,0,0,44724141,44724141,0,0,0,0,0,0
27001,Aitkin,2023,145,143,145,143,43329597,42884097,145,143,0,0,0,0,0,0,145,143,0,0,0,0,0,0,43329597,42884097,0,0,0,0,0,0
27001,Aitkin,2024,135,132,135,132,42745387,42012387,135,132,0,0,0,0,0,0,135,132,0,0,0,0,0,0,42745387,42012387,0,0,0,0,0,0
27003,Anoka,1990,1826,1826,2102,2102,167616587,167616587,1806,1806,2,2,2,2,16,16,1806,1806,4,4,8,8,284,284,155841566,155841566,238000,238000,548421,548421,10988600,10988600
27003,Anoka,1991,1906,1906,2009,2009,176639663,176639663,1905,1905,0,0,0,0,1,1,1905,1905,0,0,0,0,104,104,173439663,173439663,0,0,0,0,3200000,3200000
27003,Anoka,1992,2535,2535,2820,2820,249004978,249004978,2519,2519,2,2,0,0,14,14,2519,2519,4,4,0,0,297,297,237993978,237993978,294000,294000,0,0,10717000,10717000
27003,Anoka,1993,2488,2488,2846,2846,267474364,267474364,2471,2471,3,3,0,0,14,14,2471,2471,6,6,0,0,369,369,252836520,252836520,360384,360384,0,0,14277460,14277460
27003,Anoka,1994,2022,2022,2152,2152,214085189,214085189,2015,2015,0,0,1,1,6,6,2015,2015,0,0,4,4,133,133,206790138,206790138,0,0,355985,355985,6939066,6939066
27003,Anoka,1995,1901,1898,1965,1962,200356328,200093376,1887,1884,11,11,2,2,1,1,1887,1884,22,22,8,8,48,48,197562486,197299534,1516442,1516442,782400,782400,495000,495000
27003,Anoka,1996,2007,1954,2181,2126,241362621,236283506,1989,1938,4,2,6,6,8,8,1989,1938,8,4,23,23,161,161,226244143,221385828,582458,361658,2119144,2119144,12416876,12416876
27003,Anoka,1997,1903,1903,1985,1985,216346640,216346640,1883,1883,3,3,6,6,11,11,1883,1883,6,6,21,21,75,75,207667283,207667283,550476,550476,1835900,1835900,6292981,6292981
27003,Anoka,1998,2572,2565,2710,2699,306180228,305042296,2548,2542,2,2,10,10,12,11,2548,2542,4,4,37,37,121,116,294804678,294115496,298800,298800,3008000,3008000,8068750,7620000
27003,Anoka,1999,2485,2455,2740,2710,330755224,327142850,2478,2448,0,0,2,2,5,5,2478,2448,0,0,8,8,254,254,314136124,310523750,0,0,640000,640000,15979100,15979100
27003,Anoka,2000,2002,1988,2047,2033,282242638,280730049,1983,1969,6,6,11,11,2,2,1983,1969,12,12,41,41,11,11,276380220,274867631,1900000,1900000,2896418,2896418,1066000,1066000
27003,Anoka,2001,2121,2121,2394,2394,335954002,335954002,2081,2081,14,14,17,17,9,9,2081,2081,28,28,63,63,222,222,308020961,308020961,3747134,3747134,6183907,6183907,18002000,18002000
27003,Anoka,2002,2407,2396,2531,2516,366240237,364700694,2373,2364,20,20,4,2,10,10,2373,2364,40,40,12,6,106,106,351339111,350445702,5528777,5528777,1266349,620215,8106000,8106000
27003,Anoka,2003,2873,2873,2930,2930,454519406,454519406,2856,2856,12,12,2,2,3,3,2856,2856,24,24,6,6,44,44,447141033,447141033,3673343,3673343,646134,646134,3058896,3058896
27003,Anoka,2004,2983,2955,3380,3352,540927252,537176325,2958,2930,17,17,1,1,7,7,2958,2930,34,34,4,4,384,384,500725467,496974540,4784000,4784000,421665,421665,34996120,34996120
27003,Anoka,2005,2229,2220,2341,2330,399096351,397879797,2212,2204,10,10,2,1,5,5,2212,2204,20,20,7,4,102,102,386351964,385458477,2795636,2795636,787683,464616,9161068,9161068
27003,Anoka,2006,1433,1426,1471,1460,266946183,265786259,1427,1422,0,0,4,2,2,2,1427,1422,0,0,14,8,30,30,262690049,262176259,0,0,1246134,600000,3010000,3010000
27003,Anoka,2007,950,942,1067,1055,197949818,196687136,945,939,1,1,2,0,2,2,945,939,2,2,6,0,114,114,188636684,188020136,332000,332000,646134,0,8335000,8335000
27003,Anoka,2008,557,534,598,575,110747666,106127832,552,529,0,0,3,3,2,2,552,529,0,0,12,12,34,34,103944263,99324429,0,0,1369701,1369701,5433702,5433702
27003,Anoka,2009,466,466,508,508,103127865,103127865,460,460,0,0,3,3,3,3,460,460,0,0,12,12,36,36,96770750,96770750,0,0,1369465,1369465,4987650,4987650
27003,Anoka,2010,548,548,642,642,137993727,137993727,534,534,0,0,5,5,9,9,534,534,0,0,20,20,88,88,124161777,124161777,0,0,2906038,2906038,10925912,10925912
27003,Anoka,2011,539,538,539,538,124444697,124159494,539,538,0,0,0,0,0,0,539,538,0,0,0,0,0,0,124444697,124159494,0,0,0,0,0,0
27003,Anoka,2012,728,719,1051,1042,202032829,199904968,716,707,0,0,9,9,3,3,716,707,0,0,30,30,305,305,173409713,171281852,0,0,4005581,4005581,24617535,24617535
27003,Anoka,2013,840,840,911,911,210094852,210094852,839,839,0,0,0,0,1,1,839,839,0,0,0,0,72,72,201594852,201594852,0,0,0,0,8500000,8500000
27003,Anoka,2014,703,696,704,697,189404197,187829274,702,695,1,1,0,0,0,0,702,695,2,2,0,0,0,0,189100197,187525274,304000,304000,0,0,0,0
27003,Anoka,2015,779,779,795,795,213096576,213096576,775,775,2,2,0,0,2,2,775,775,4,4,0,0,16,16,209717714,209717714,700062,700062,0,0,2678800,2678800
27003,Anoka,2016,923,918,1287,1282,298342373,296884535,910,905,5,5,0,0,8,8,910,905,10,10,0,0,367,367,247784341,246326503,1650000,1650000,0,0,48908032,48908032
27003,Anoka,2017,1054,1054,1407,1407,327744933,327744933,1045,1045,2,2,4,4,3,3,1045,1045,4,4,16,16,342,342,276498436,276498436,604528,604528,2833319,2833319,47808650,47808650
27003,Anoka,2018,933,933,1693,1693,370419867,370419867,922,922,4,4,0,0,7,7,922,922,8,8,0,0,763,763,251502522,251502522,2080445,2080445,0,0,116836900,116836900
27003,Anoka,2019,980,980,1276,1276,303229285,303229285,975,975,0,0,1,1,4,4,975,975,0,0,3,3,298,298,273364363,273364363,0,0,583186,583186,29281736,29281736
27003,Anoka,2020,1103,1103,1670,1670,386726989,386726989,1087,1087,1,1,6,6,9,9,1087,1087,2,2,24,24,557,557,312014681,312014681,741863,741863,4867525,4867525,69102920,69102920
27003,Anoka,2021,1388,1388,2481,2481,568322722,568322722,1345,1345,5,5,10,10,28,28,1345,1345,10,10,40,40,1086,1086,385671378,385671378,2514248,2514248,8916938,8916938,171220158,171220158
27003,Anoka,2022,1066,1066,1912,1912,447191622,447191622,1043,1043,5,5,3,3,15,15,1043,1043,10,10,11,11,848,848,302255277,302255277,2525194,2525194,2720251,2720251,139690900,139690900
27003,Anoka,2023,811,784,1059,1032,302205723,291368888,784,757,9,9,8,8,10,10,784,757,18,18,29,29,228,228,253289185,242452350,3912107,3912107,5119092,5119092,39885339,39885339
27003,Anoka,2024,929,929,1062,1062,337294628,337294628,898,898,2,2,11,11,18,18,898,898,4,4,41,41,119,119,302686987,302686987,840000,840000,6949213,6949213,26818428,26818428
27005,Becker,1990,99,98,106,105,5243109,5194380,98,97,0,0,0,0,1,1,98,97,0,0,0,0,8,8,4898109,4849380,0,0,0,0,345000,345000
27005,Becker,1991,126,125,126,125,6617334,6568605,126,125,0,0,0,0,0,0,126,125,0,0,0,0,0,0,6617334,6568605,0,0,0,0,0,0
27005,Becker,1992,124,123,124,123,7038129,6989400,124,123,0,0,0,0,0,0,124,123,0,0,0,0,0,0,7038129,6989400,0,0,0,0,0,0
27005,Becker,1993,122,121,143,142,8738229,8689500,120,119,0,0,0,0,2,2,120,119,0,0,0,0,23,23,8022229,7973500,0,0,0,0,716000,716000
27005,Becker,1994,170,161,187,178,11189224,10637084,167,158,1,1,1,1,1,1,167,158,2,2,4,4,14,14,10467724,9915584,87500,87500,220000,220000,414000,414000
27005,Becker,1995,137,136,137,136,9679729,9631000,137,136,0,0,0,0,0,0,137,136,0,0,0,0,0,0,9679729,9631000,0,0,0,0,0,0
27005,Becker,1996,136,136,147,147,12147366,12147366,135,135,0,0,0,0,1,1,135,135,0,0,0,0,12,12,11697366,11697366,0,0,0,0,450000,450000
27005,Becker,1997,172,172,196,196,14523685,14523685,168,168,0,0,0,0,4,4,168,168,0,0,0,0,28,28,13006685,13006685,0,0,0,0,1517000,1517000
27005,Becker,1998,179,149,202,149,15505170,11618000,174,149,0,0,0,0,5,0,174,149,0,0,0,0,28,0,13988170,11618000,0,0,0,0,1517000,0
27005,Becker,1999,182,181,185,184,19657065,19566716,179,178,3,3,0,0,0,0,179,178,6,6,0,0,0,0,18757065,18666716,900000,900000,0,0,0,0
27005,Becker,2000,195,194,199,198,21147349,21057000,191,190,4,4,0,0,0,0,191,190,8,8,0,0,0,0,20454349,20364000,693000,693000,0,0,0,0
27005,Becker,2001,211,210,233,232,23001869,22911520,205,204,4,4,0,0,2,2,205,204,8,8,0,0,20,20,21588869,21498520,563000,563000,0,0,850000,850000
27005,Becker,2002,258,258,261,261,26952924,26952924,255,255,3,3,0,0,0,0,255,255,6,6,0,0,0,0,26639124,26639124,313800,313800,0,0,0,0
27005,Becker,2003,276,276,324,324,33804519,33804519,260,260,13,13,0,0,3,3,260,260,26,26,0,0,38,38,29681519,29681519,1733000,1733000,0,0,2390000,2390000
27005,Becker,2004,307,307,343,343,34551578,34551578,305,305,0,0,0,0,2,2,305,305,0,0,0,0,38,38,32911578,32911578,0,0,0,0,1640000,1640000
27005,Becker,2005,284,284,298,298,39281429,39281429,282,282,0,0,0,0,2,2,282,282,0,0,0,0,16,16,38494499,38494499,0,0,0,0,786930,786930
27005,Becker,2006,239,239,257,257,34773504,34773504,237,237,0,0,0,0,2,2,237,237,0,0,0,0,20,20,33173504,33173504,0,0,0,0,1600000,1600000
27005,Becker,2007,215,215,255,255,37541447,37541447,213,213,0,0,0,0,2,2,213,213,0,0,0,0,42,42,35813447,35813447,0,0,0,0,1728000,1728000
27005,Becker,2008,137,137,143,143,23344515,23344515,135,135,1,1,0,0,1,1,135,135,2,2,0,0,6,6,22004515,22004515,360000,360000,0,0,980000,980000
27005,Becker,2009,125,125,144,144,19257435,19257435,124,124,0,0,0,0,1,1,124,124,0,0,0,0,20,20,18267435,18267435,0,0,0,0,990000,990000
27005,Becker,2010,117,117,157,157,19180638,19180638,115,115,0,0,0,0,2,2,115,115,0,0,0,0,42,42,16471513,16471513,0,0,0,0,2709125,2709125
27005,Becker,2011,96,74,137,74,17005640,11879082,94,74,0,0,0,0,2,0,94,74,0,0,0,0,43,0,14232012,11879082,0,0,0,0,2773628,0
27005,Becker,2012,120,120,120,120,20459703,20459703,120,120,0,0,0,0,0,0,120,120,0,0,0,0,0,0,20459703,20459703,0,0,0,0,0,0
27005,Becker,2013,124,89,125,90,27489152,19944000,123,88,1,1,0,0,0,0,123,88,2,2,0,0,0,0,27089152,19544000,400000,400000,0,0,0,0
27005,Becker,2014,146,111,146,111,29024919,21427704,146,111,0,0,0,0,0,0,146,111,0,0,0,0,0,0,29024919,21427704,0,0,0,0,0,0
27005,Becker,2015,168,128,168,128,33638961,24956429,168,128,0,0,0,0,0,0,168,128,0,0,0,0,0,0,33638961,24956429,0,0,0,0,0,0
27005,Becker,2016,171,6,171,6,33959126,709593,171,6,0,0,0,0,0,0,171,6,0,0,0,0,0,0,33959126,709593,0,0,0,0,0,0
27005,Becker,2017,179,179,233,233,35830392,35830392,178,178,0,0,0,0,1,1,178,178,0,0,0,0,55,55,31330392,31330392,0,0,0,0,4500000,4500000
27005,Becker,2018,149,147,192,147,34075584,30225584,148,147,0,0,0,0,1,0,148,147,0,0,0,0,44,0,30475584,30225584,0,0,0,0,3600000,0
27005,Becker,2019,206,201,251,201,43775253,39366617,205,201,0,0,0,0,1,0,205,201,0,0,0,0,46,0,40011617,39366617,0,0,0,0,3763636,0
27005,Becker,2020,194,193,199,198,48570296,48320296,189,188,5,5,0,0,0,0,189,188,10,10,0,0,0,0,46690296,46440296,1880000,1880000,0,0,0,0
27005,Becker,2021,175,174,190,189,53129447,52879447,174,173,0,0,0,0,1,1,174,173,0,0,0,0,16,16,51620997,51370997,0,0,0,0,1508450,1508450
27005,Becker,2022,138,105,144,106,42548276,33724254,135,104,2,1,0,0,1,0,135,104,4,2,0,0,5,0,41380885,33404254,696000,320000,0,0,471391,0
27005,Becker,2023,145,114,146,114,44491733,36452948,144,114,1,0,0,0,0,0,144,114,2,0,0,0,0,0,44115733,36452948,376000,0,0,0,0,0
27005,Becker,2024,151,120,151,120,63151017,55220033,151,120,0,0,0,0,0,0,151,120,0,0,0,0,0,0,63151017,55220033,0,0,0,0,0,0
27007,Beltrami,1990,27,27,68,68,2548265,2548265,20,20,0,0,3,3,4,4,20,20,0,0,12,12,36,36,1063200,1063200,0,0,409600,409600,1075465,1075465
27007,Beltrami,1991,22,22,22,22,1356956,1356956,22,22,0,0,0,0,0,0,22,22,0,0,0,0,0,0,1356956,1356956,0,0,0,0,0,0
27007,Beltrami,1992,36,35,37,36,2385948,2313948,35,34,1,1,0,0,0,0,35,34,2,2,0,0,0,0,2339948,2267948,46000,46000,0,0,0,0
27007,Beltrami,1993,43,41,67,65,3632872,3502872,39,37,2,2,0,0,2,2,39,37,4,4,0,0,24,24,2607237,2477237,178141,178141,0,0,847494,847494
27007,Beltrami,1994,76,63,79,66,4946065,4039765,75,62,0,0,1,1,0,0,75,62,0,0,4,4,0,0,4796065,3889765,0,0,150000,150000,0,0
27007,Beltrami,1995,73,71,80,78,5603501,5459501,72,70,0,0,0,0,1,1,72,70,0,0,0,0,8,8,5288501,5144501,0,0,0,0,315000,315000
27007,Beltrami,1996,56,54,106,104,6280870,6136870,50,48,2,2,2,2,2,2,50,48,4,4,8,8,44,44,4120870,3976870,260000,260000,480000,480000,1420000,1420000
27007,Beltrami,1997,54,52,155,153,7496892,7352892,45,43,2,2,3,3,4,4,45,43,4,4,10,10,96,96,3416392,3272392,385500,385500,770000,770000,2925000,2925000
27007,Beltrami,1998,67,39,74,46,5431103,3297660,66,38,0,0,0,0,1,1,66,38,0,0,0,0,8,8,5251103,3117660,0,0,0,0,180000,180000
27007,Beltrami,1999,59,33,120,94,7482069,5451909,57,31,0,0,0,0,2,2,57,31,0,0,0,0,63,63,4990069,2959909,0,0,0,0,2492000,2492000
27007,Beltrami,2000,79,51,85,57,7750123,5481716,77,49,0,0,2,2,0,0,77,49,0,0,8,8,0,0,7470123,5201716,0,0,280000,280000,0,0
27007,Beltrami,2001,88,79,122,113,10857373,9994966,75,66,0,0,12,12,1,1,75,66,0,0,41,41,6,6,8157373,7294966,0,0,2530000,2530000,170000,170000
27007,Beltrami,2002,61,58,103,100,8265777,7971530,53,50,2,2,2,2,4,4,53,50,4,4,6,6,40,40,5437777,5143530,320000,320000,310000,310000,2198000,2198000
27007,Beltrami,2003,123,123,142,142,13922196,13922196,122,122,0,0,0,0,1,1,122,122,0,0,0,0,20,20,12814196,12814196,0,0,0,0,1108000,1108000
27007,Beltrami,2004,227,177,254,204,26510880,20946019,220,170,2,2,0,0,5,5,220,170,4,4,0,0,30,30,24278880,18714019,540000,540000,0,0,1692000,1692000
27007,Beltrami,2005,170,155,184,169,18934778,17892687,168,153,0,0,0,0,2,2,168,153,0,0,0,0,16,16,18234778,17192687,0,0,0,0,700000,700000
27007,Beltrami,2006,138,135,157,154,18066802,17838052,132,129,1,1,4,4,1,1,132,129,2,2,15,15,8,8,16156802,15928052,200800,200800,909200,909200,800000,800000
27007,Beltrami,2007,119,119,179,179,20478346,20478346,113,113,0,0,0,0,6,6,113,113,0,0,0,0,66,66,17011346,17011346,0,0,0,0,3467000,3467000
27007,Beltrami,2008,54,52,70,68,8311930,8111930,52,50,0,0,0,0,2,2,52,50,0,0,0,0,18,18,7383930,7183930,0,0,0,0,928000,928000
27007,Beltrami,2009,80,79,108,107,8911208,8811208,76,75,1,1,0,0,3,3,76,75,2,2,0,0,30,30,7675408,7575408,90000,90000,0,0,1145800,1145800
27007,Beltrami,2010,47,47,65,65,7518782,7518782,43,43,1,1,2,2,1,1,43,43,2,2,8,8,12,12,6369982,6369982,200800,200800,448000,448000,500000,500000
27007,Beltrami,2011,43,41,82,80,8501085,8272085,34,32,0,0,7,7,2,2,34,32,0,0,28,28,20,20,5020620,4791620,0,0,2685515,2685515,794950,794950
27007,Beltrami,2012,66,64,127,125,13228170,12999170,62,60,0,0,1,1,3,3,62,60,0,0,4,4,61,61,10210770,9981770,0,0,229000,229000,2788400,2788400
27007,Beltrami,2013,89,56,145,77,13381052,6764727,83,52,1,1,2,2,3,1,83,52,2,2,7,7,53,16,10871827,5296127,115000,115000,564000,564000,1830225,789600
27007,Beltrami,2014,112,70,199,126,16751739,9717230,102,68,0,0,1,0,9,2,102,68,0,0,4,0,93,58,12423364,6517230,0,0,144000,0,4184375,3200000
27007,Beltrami,2015,114,71,193,110,18580704,10983071,100,68,0,0,2,0,12,3,100,68,0,0,6,0,87,42,13611079,7495071,0,0,216000,0,4753625,3488000
27007,Beltrami,2016,108,64,401,304,36476642,29078317,89,58,0,0,1,0,18,6,89,58,0,0,4,0,308,246,16816862,11306287,0,0,144000,0,19515780,17772030
27007,Beltrami,2017,97,22,204,78,22080536,5915000,83,19,0,0,2,1,12,2,83,19,0,0,8,4,113,55,16855286,2465000,0,0,434000,290000,4791250,3160000
27007,Beltrami,2018,73,22,141,49,13960535,4371710,61,19,2,2,0,0,10,1,61,19,4,4,0,0,76,26,11197545,3014970,299000,299000,0,0,2463990,1057740
27007,Beltrami,2019,77,36,128,36,14017075,6957316,66,36,0,0,0,0,11,0,66,36,0,0,0,0,62,0,12273325,6957316,0,0,0,0,1743750,0
27007,Beltrami,2020,121,83,195,108,24294631,17520273,108,82,0,0,0,0,13,1,108,82,0,0,0,0,87,26,21579006,16520273,0,0,0,0,2715625,1000000
27007,Beltrami,2021,101,48,315,192,32229967,21690743,76,38,2,2,0,0,23,8,76,38,4,4,0,0,235,150,14796848,6648249,600000,600000,0,0,16833119,14442494
27007,Beltrami,2022,102,61,190,62,24556256,16839783,85,60,1,1,0,0,16,0,85,60,2,2,0,0,103,0,21289381,16469783,370000,370000,0,0,2896875,0
27007,Beltrami,2023,88,38,210,89,21516352,11652611,73,37,0,0,0,0,15,1,73,37,0,0,0,0,137,52,17199986,9726870,0,0,0,0,4316366,1925741
27007,Beltrami,2024,82,44,156,50,21253267,13921615,63,38,6,6,0,0,13,0,63,38,12,12,0,0,81,0,16814588,11761061,2160554,2160554,0,0,2278125,0
27009,Benton,1990,144,140,347,343,15632706,15461373,139,135,0,0,0,0,5,5,139,135,0,0,0,0,208,208,9132706,8961373,0,0,0,0,6500000,6500000
27009,Benton,1991,167,163,174,170,11643832,11472499,166,162,0,0,0,0,1,1,166,162,0,0,0,0,8,8,11443832,11272499,0,0,0,0,200000,200000
27009,Benton,1992,173,154,173,154,12802938,11592870,173,154,0,0,0,0,0,0,173,154,0,0,0,0,0,0,12802938,11592870,0,0,0,0,0,0
27009,Benton,1993,176,170,176,170,13775914,13518915,176,170,0,0,0,0,0,0,176,170,0,0,0,0,0,0,13775914,13518915,0,0,0,0,0,0
27009,Benton,1994,167,160,227,220,15325579,15025747,165,158,0,0,0,0,2,2,165,158,0,0,0,0,62,62,12625579,12325747,0,0,0,0,2700000,2700000
27009,Benton,1995,141,134,141,134,11749627,11449795,141,134,0,0,0,0,0,0,141,134,0,0,0,0,0,0,11749627,11449795,0,0,0,0,0,0
27009,Benton,1996,181,181,181,181,15406260,15406260,181,181,0,0,0,0,0,0,181,181,0,0,0,0,0,0,15406260,15406260,0,0,0,0,0,0
27009,Benton,1997,164,163,180,177,14623349,14623349,162,162,0,0,1,0,1,1,162,162,0,0,3,0,15,15,13973349,13973349,0,0,0,0,650000,650000
27009,Benton,1998,175,174,187,183,16437849,16437849,173,173,0,0,1,0,1,1,173,173,0,0,4,0,10,10,15987849,15987849,0,0,0,0,450000,450000
27009,Benton,1999,174,168,194,185,19315605,18919257,172,167,0,0,1,0,1,1,172,167,0,0,4,0,18,18,18495605,18099257,0,0,0,0,820000,820000
27009,Benton,2000,281,280,396,392,34353460,34353460,276,276,0,0,1,0,4,4,276,276,0,0,4,0,116,116,29903460,29903460,0,0,0,0,4450000,4450000
27009,Benton,2001,346,346,420,420,43002391,43002391,344,344,0,0,0,0,2,2,344,344,0,0,0,0,76,76,40602391,40602391,0,0,0,0,2400000,2400000
27009,Benton,2002,253,253,275,275,31897454,31897454,251,251,0,0,0,0,2,2,251,251,0,0,0,0,24,24,31247454,31247454,0,0,0,0,650000,650000
27009,Benton,2003,313,313,348,348,42089426,42089426,310,310,1,1,0,0,2,2,310,310,2,2,0,0,36,36,40039426,40039426,300000,300000,0,0,1750000,1750000
27009,Benton,2004,278,278,278,278,40639503,40639503,278,278,0,0,0,0,0,0,278,278,0,0,0,0,0,0,40639503,40639503,0,0,0,0,0,0
27009,Benton,2005,277,277,277,277,40839803,40839803,277,277,0,0,0,0,0,0,277,277,0,0,0,0,0,0,40839803,40839803,0,0,0,0,0,0
27009,Benton,2006,266,261,266,261,41014685,40317018,266,261,0,0,0,0,0,0,266,261,0,0,0,0,0,0,41014685,40317018,0,0,0,0,0,0
27009,Benton,2007,116,116,116,116,20921521,20921521,116,116,0,0,0,0,0,0,116,116,0,0,0,0,0,0,20921521,20921521,0,0,0,0,0,0
