county_fips,state_name,county_name,pop_total,year,pop_growth_rate
27001,Minnesota,Aitkin County,16170,2011,
27001,Minnesota,Aitkin County,16036,2012,-0.8286951144093946
27001,Minnesota,Aitkin County,15872,2013,-1.0226989274133236
27001,Minnesota,Aitkin County,15849,2014,-0.14490927419354982
27001,Minnesota,Aitkin County,15852,2015,0.018928639030857397
27001,Minnesota,Aitkin County,15754,2016,-0.6182185213222335
27001,Minnesota,Aitkin County,15792,2017,0.24120858194744965
27001,Minnesota,Aitkin County,15887,2018,0.60157041540021
27001,Minnesota,Aitkin County,15886,2019,-0.006294454585509257
27003,Minnesota,Anoka County,332903,2011,
27003,Minnesota,Anoka County,336091,2012,0.9576363084742301
27003,Minnesota,Anoka County,339075,2013,0.8878547774263446
27003,Minnesota,Anoka County,341871,2014,0.8245963282459634
27003,Minnesota,Anoka County,344176,2015,0.6742309233599864
27003,Minnesota,Anoka County,346526,2016,0.6827902003626152
27003,Minnesota,Anoka County,350203,2017,1.0611036401309004
27003,Minnesota,Anoka County,353441,2018,0.924606585323362
27003,Minnesota,Anoka County,356921,2019,0.9846056343208565
27005,Minnesota,Becker County,32764,2011,
27005,Minnesota,Becker County,32990,2012,0.689781467464301
27005,Minnesota,Becker County,33181,2013,0.5789633222188506
27005,Minnesota,Becker County,33257,2014,0.2290467436183441
27005,Minnesota,Becker County,33445,2015,0.565294524461013
27005,Minnesota,Becker County,33718,2016,0.8162655105396821
27005,Minnesota,Becker County,34082,2017,1.0795420843466408
27005,Minnesota,Becker County,34389,2018,0.9007687342292181
27005,Minnesota,Becker County,34423,2019,0.09886882433336464
27007,Minnesota,Beltrami County,45052,2011,
27007,Minnesota,Beltrami County,45147,2012,0.21086744206695318
27007,Minnesota,Beltrami County,45487,2013,0.7530954437725557
27007,Minnesota,Beltrami County,45636,2014,0.3275661177918998
27007,Minnesota,Beltrami County,45605,2015,-0.06792882811815781
27007,Minnesota,Beltrami County,46008,2016,0.8836750356320477
27007,Minnesota,Beltrami County,46477,2017,1.0193879325334665
27007,Minnesota,Beltrami County,46735,2018,0.5551132818383264
27007,Minnesota,Beltrami County,47188,2019,0.9692949609500401
27009,Minnesota,Benton County,38731,2011,
27009,Minnesota,Benton County,38671,2012,-0.15491466783713603
27009,Minnesota,Benton County,38975,2013,0.7861187970313654
27009,Minnesota,Benton County,39137,2014,0.41565105837075844
27009,Minnesota,Benton County,39422,2015,0.7282111556838888
27009,Minnesota,Benton County,39687,2016,0.6722134848561767
27009,Minnesota,Benton County,40135,2017,1.128833119157413
27009,Minnesota,Benton County,40510,2018,0.934346580291523
27009,Minnesota,Benton County,40889,2019,0.9355714638360935
27011,Minnesota,Big Stone County,5206,2011,
27011,Minnesota,Big Stone County,5134,2012,-1.383019592777568
27011,Minnesota,Big Stone County,5069,2013,-1.2660693416439384
27011,Minnesota,Big Stone County,5087,2014,0.35509962517261684
27011,Minnesota,Big Stone County,4993,2015,-1.8478474542952594
27011,Minnesota,Big Stone County,5002,2016,0.18025235329461875
27011,Minnesota,Big Stone County,5004,2017,0.03998400639744215
27011,Minnesota,Big Stone County,4990,2018,-0.27977617905675656
27011,Minnesota,Big Stone County,4991,2019,0.02004008016032177
27013,Minnesota,Blue Earth County,64359,2011,
27013,Minnesota,Blue Earth County,64974,2012,0.9555773085349273
27013,Minnesota,Blue Earth County,64737,2013,-0.36476128913103256
27013,Minnesota,Blue Earth County,65300,2014,0.8696726755951012
27013,Minnesota,Blue Earth County,65673,2015,0.571209800918826
27013,Minnesota,Blue Earth County,66355,2016,1.0384785223760185
27013,Minnesota,Blue Earth County,66916,2017,0.8454524903925842
27013,Minnesota,Blue Earth County,67378,2018,0.6904178372885372
27013,Minnesota,Blue Earth County,67653,2019,0.40814509186974934
27015,Minnesota,Brown County,25658,2011,
27015,Minnesota,Brown County,25412,2012,-0.9587652973731431
27015,Minnesota,Brown County,25267,2013,-0.5705965685502967
27015,Minnesota,Brown County,25272,2014,0.01978865714171718
27015,Minnesota,Brown County,25240,2015,-0.1266223488445739
27015,Minnesota,Brown County,25272,2016,0.12678288431062779
27015,Minnesota,Brown County,25172,2017,-0.39569484013928236
27015,Minnesota,Brown County,25125,2018,-0.1867153980613434
27015,Minnesota,Brown County,25008,2019,-0.46567164179104337
27017,Minnesota,Carlton County,35445,2011,
27017,Minnesota,Carlton County,35272,2012,-0.4880801241359811
27017,Minnesota,Carlton County,35275,2013,0.008505330006802758
27017,Minnesota,Carlton County,35365,2014,0.25513819985825137
27017,Minnesota,Carlton County,35409,2015,0.12441679626749025
27017,Minnesota,Carlton County,35555,2016,0.4123245502555939
27017,Minnesota,Carlton County,35509,2017,-0.12937702151596397
27017,Minnesota,Carlton County,35822,2018,0.8814666704215934
27017,Minnesota,Carlton County,35871,2019,0.1367874490536547
27019,Minnesota,Carver County,92817,2011,
27019,Minnesota,Carver County,93863,2012,1.1269487270650913
27019,Minnesota,Carver County,95610,2013,1.861223272215895
27019,Minnesota,Carver County,97356,2014,1.826168810793849
27019,Minnesota,Carver County,98630,2015,1.3085993672706353
27019,Minnesota,Carver County,100374,2016,1.7682246780898359
27019,Minnesota,Carver County,102118,2017,1.7375017434793971
27019,Minnesota,Carver County,103533,2018,1.3856518929082018
27019,Minnesota,Carver County,105089,2019,1.5029024562216886
27021,Minnesota,Cass County,28384,2011,
27021,Minnesota,Cass County,28409,2012,0.08807779030439722
27021,Minnesota,Cass County,28485,2013,0.2675208560667386
27021,Minnesota,Cass County,28556,2014,0.24925399332982323
27021,Minnesota,Cass County,28698,2015,0.4972685250034914
27021,Minnesota,Cass County,29030,2016,1.1568750435570374
27021,Minnesota,Cass County,29324,2017,1.0127454357561128
27021,Minnesota,Cass County,29511,2018,0.6377029054699168
27021,Minnesota,Cass County,29779,2019,0.9081359493070318
27023,Minnesota,Chippewa County,12315,2011,
27023,Minnesota,Chippewa County,12119,2012,-1.5915550142103108
27023,Minnesota,Chippewa County,12071,2013,-0.3960722831916841
27023,Minnesota,Chippewa County,12052,2014,-0.1574020379421781
27023,Minnesota,Chippewa County,12084,2015,0.2655160969133652
27023,Minnesota,Chippewa County,12036,2016,-0.3972194637537285
27023,Minnesota,Chippewa County,11944,2017,-0.764373546028585
27023,Minnesota,Chippewa County,11901,2018,-0.36001339584729175
27023,Minnesota,Chippewa County,11800,2019,-0.8486681791446071
27025,Minnesota,Chisago County,53760,2011,
27025,Minnesota,Chisago County,53465,2012,-0.5487351190476164
27025,Minnesota,Chisago County,53660,2013,0.36472458617786696
27025,Minnesota,Chisago County,53798,2014,0.25717480432352335
27025,Minnesota,Chisago County,54129,2015,0.6152645079742669
27025,Minnesota,Chisago County,54638,2016,0.9403462099798698
27025,Minnesota,Chisago County,55257,2017,1.1329111607306208
27025,Minnesota,Chisago County,55972,2018,1.293953707222606
27025,Minnesota,Chisago County,56579,2019,1.084470806831983
27027,Minnesota,Clay County,59921,2011,
27027,Minnesota,Clay County,60194,2012,0.45559987316634576
27027,Minnesota,Clay County,60523,2013,0.5465661029338431
27027,Minnesota,Clay County,61238,2014,1.181369066305371
27027,Minnesota,Clay County,62169,2015,1.5202978542735002
27027,Minnesota,Clay County,63055,2016,1.4251475815921122
27027,Minnesota,Clay County,63766,2017,1.1275870271984845
27027,Minnesota,Clay County,64017,2018,0.3936266976131586
27027,Minnesota,Clay County,64222,2019,0.32022743958635136
27029,Minnesota,Clearwater County,8721,2011,
27029,Minnesota,Clearwater County,8677,2012,-0.5045292970989546
27029,Minnesota,Clearwater County,8783,2013,1.2216203757058786
27029,Minnesota,Clearwater County,8791,2014,0.0910850506660621
27029,Minnesota,Clearwater County,8797,2015,0.0682516209759898
27029,Minnesota,Clearwater County,8831,2016,0.38649539615778217
27029,Minnesota,Clearwater County,8845,2017,0.15853244253198895
27029,Minnesota,Clearwater County,8815,2018,-0.33917467495759857
27029,Minnesota,Clearwater County,8818,2019,0.03403289846852786
27031,Minnesota,Cook County,5209,2011,
27031,Minnesota,Cook County,5180,2012,-0.5567287387214459
27031,Minnesota,Cook County,5186,2013,0.11583011583011782
27031,Minnesota,Cook County,5244,2014,1.118395680678752
27031,Minnesota,Cook County,5245,2015,0.019069412662098273
27031,Minnesota,Cook County,5338,2016,1.7731172545281115
27031,Minnesota,Cook County,5411,2017,1.3675533907830717
27031,Minnesota,Cook County,5425,2018,0.2587322121604174
27031,Minnesota,Cook County,5463,2019,0.7004608294930881
27033,Minnesota,Cottonwood County,11713,2011,
27033,Minnesota,Cottonwood County,11574,2012,-1.1867156151284863
27033,Minnesota,Cottonwood County,11554,2013,-0.17280110592707842
27033,Minnesota,Cottonwood County,11507,2014,-0.40678552882118524
27033,Minnesota,Cottonwood County,11422,2015,-0.7386808029894887
27033,Minnesota,Cottonwood County,11367,2016,-0.48152687795481874
27033,Minnesota,Cottonwood County,11249,2017,-1.0380927245535299
27033,Minnesota,Cottonwood County,11259,2018,0.08889679082584312
27033,Minnesota,Cottonwood County,11196,2019,-0.5595523581135131
27035,Minnesota,Crow Wing County,62677,2011,
27035,Minnesota,Crow Wing County,62810,2012,0.21219905228393454
27035,Minnesota,Crow Wing County,62998,2013,0.29931539563763376
27035,Minnesota,Crow Wing County,63104,2014,0.168259309819363
27035,Minnesota,Crow Wing County,63229,2015,0.19808569979715696
27035,Minnesota,Crow Wing County,63729,2016,0.790776384254066
27035,Minnesota,Crow Wing County,64278,2017,0.8614602457279963
27035,Minnesota,Crow Wing County,64794,2018,0.8027629982264584
27035,Minnesota,Crow Wing County,65055,2019,0.4028150754699533
27037,Minnesota,Dakota County,401771,2011,
27037,Minnesota,Dakota County,404613,2012,0.7073681276149824
27037,Minnesota,Dakota County,407895,2013,0.8111454649257333
27037,Minnesota,Dakota County,411725,2014,0.9389671361502261
27037,Minnesota,Dakota County,414131,2015,0.5843706357398837
27037,Minnesota,Dakota County,417555,2016,0.8267915224892564
27037,Minnesota,Dakota County,421518,2017,0.949096526206139
27037,Minnesota,Dakota County,425040,2018,0.8355515066972297
27037,Minnesota,Dakota County,429021,2019,0.9366177300959899
27039,Minnesota,Dodge County,20200,2011,
27039,Minnesota,Dodge County,20267,2012,0.3316831683168209
27039,Minnesota,Dodge County,20334,2013,0.3305866679824243
27039,Minnesota,Dodge County,20384,2014,0.24589357725977035
27039,Minnesota,Dodge County,20410,2015,0.12755102040815647
27039,Minnesota,Dodge County,20540,2016,0.6369426751592355
27039,Minnesota,Dodge County,20696,2017,0.75949367088608
27039,Minnesota,Dodge County,20767,2018,0.3430614611519056
27039,Minnesota,Dodge County,20934,2019,0.8041604468628005
27041,Minnesota,Douglas County,36181,2011,
27041,Minnesota,Douglas County,36292,2012,0.3067908570796751
27041,Minnesota,Douglas County,36349,2013,0.1570594070318565
27041,Minnesota,Douglas County,36576,2014,0.6245013617981243
27041,Minnesota,Douglas County,36790,2015,0.5850831146106739
27041,Minnesota,Douglas County,37154,2016,0.9893992932862083
27041,Minnesota,Douglas County,37520,2017,0.9850890886580199
27041,Minnesota,Douglas County,37960,2018,1.1727078891258014
27041,Minnesota,Douglas County,38141,2019,0.4768177028450893
27043,Minnesota,Faribault County,14461,2011,
27043,Minnesota,Faribault County,14176,2012,-1.9708180623746574
27043,Minnesota,Faribault County,14099,2013,-0.5431715575620721
27043,Minnesota,Faribault County,14105,2014,0.04255620966024942
27043,Minnesota,Faribault County,13981,2015,-0.879120879120876
27043,Minnesota,Faribault County,13867,2016,-0.8153923181460576
27043,Minnesota,Faribault County,13768,2017,-0.7139251460301477
27043,Minnesota,Faribault County,13736,2018,-0.23242300987798004
27043,Minnesota,Faribault County,13653,2019,-0.6042516016307564
27045,Minnesota,Fillmore County,20834,2011,
27045,Minnesota,Fillmore County,20831,2012,-0.014399539214748902
27045,Minnesota,Fillmore County,20751,2013,-0.3840430128174366
27045,Minnesota,Fillmore County,20771,2014,0.09638089730614752
27045,Minnesota,Fillmore County,20739,2015,-0.1540609503634882
27045,Minnesota,Fillmore County,20916,2016,0.8534644871980301
27045,Minnesota,Fillmore County,20980,2017,0.305985848154533
27045,Minnesota,Fillmore County,21044,2018,0.3050524308865654
27045,Minnesota,Fillmore County,21067,2019,0.10929481087245119
27047,Minnesota,Freeborn County,31069,2011,
27047,Minnesota,Freeborn County,31026,2012,-0.1384016221957607
27047,Minnesota,Freeborn County,30923,2013,-0.3319796299877553
27047,Minnesota,Freeborn County,30742,2014,-0.5853248391165189
27047,Minnesota,Freeborn County,30522,2015,-0.7156333355019195
27047,Minnesota,Freeborn County,30449,2016,-0.23917174497084526
27047,Minnesota,Freeborn County,30582,2017,0.4367959538901012
27047,Minnesota,Freeborn County,30480,2018,-0.3335295271728489
27047,Minnesota,Freeborn County,30281,2019,-0.6528871391076163
27049,Minnesota,Goodhue County,46099,2011,
27049,Minnesota,Goodhue County,46140,2012,0.08893902253845898
27049,Minnesota,Goodhue County,46106,2013,-0.07368877329865242
27049,Minnesota,Goodhue County,46016,2014,-0.19520235977963374
27049,Minnesota,Goodhue County,46060,2015,0.09561891515994514
27049,Minnesota,Goodhue County,46226,2016,0.3603994789405096
27049,Minnesota,Goodhue County,46307,2017,0.17522606325444112
27049,Minnesota,Goodhue County,46299,2018,-0.017276005787458804
27049,Minnesota,Goodhue County,46340,2019,0.0885548283980242
27051,Minnesota,Grant County,5993,2011,
27051,Minnesota,Grant County,5928,2012,-1.0845986984815648
27051,Minnesota,Grant County,5956,2013,0.47233468286100866
27051,Minnesota,Grant County,5923,2014,-0.5540631296171883
27051,Minnesota,Grant County,5867,2015,-0.9454668242444675
27051,Minnesota,Grant County,5930,2016,1.0738026248508614
27051,Minnesota,Grant County,5916,2017,-0.23608768971332683
27051,Minnesota,Grant County,5989,2018,1.2339418526031043
27051,Minnesota,Grant County,5972,2019,-0.28385373184171003
27053,Minnesota,Hennepin County,1169347,2011,
27053,Minnesota,Hennepin County,1184200,2012,1.2701961009007556
27053,Minnesota,Hennepin County,1198069,2013,1.1711704104036436
27053,Minnesota,Hennepin County,1211080,2014,1.085997551059248
27053,Minnesota,Hennepin County,1222200,2015,0.9181887241140219
27053,Minnesota,Hennepin County,1235371,2016,1.0776468663066696
27053,Minnesota,Hennepin County,1247847,2017,1.0098990505686078
27053,Minnesota,Hennepin County,1257925,2018,0.8076310637441964
27053,Minnesota,Hennepin County,1265843,2019,0.6294492914919347
27055,Minnesota,Houston County,18876,2011,
27055,Minnesota,Houston County,18764,2012,-0.5933460478915076
27055,Minnesota,Houston County,18774,2013,0.05329354082286297
27055,Minnesota,Houston County,18700,2014,-0.39416213912858433
27055,Minnesota,Houston County,18686,2015,-0.07486631016042633
27055,Minnesota,Houston County,18703,2016,0.09097720218345096
27055,Minnesota,Houston County,18677,2017,-0.13901513126236553
27055,Minnesota,Houston County,18572,2018,-0.5621887883493049
27055,Minnesota,Houston County,18600,2019,0.15076459185872082
27057,Minnesota,Hubbard County,20516,2011,
27057,Minnesota,Hubbard County,20454,2012,-0.3022031585104279
27057,Minnesota,Hubbard County,20697,2013,1.1880316808448255
27057,Minnesota,Hubbard County,20634,2014,-0.30439194086099297
27057,Minnesota,Hubbard County,20646,2015,0.05815644082582949
27057,Minnesota,Hubbard County,20701,2016,0.2663954276857394
27057,Minnesota,Hubbard County,20965,2017,1.2753007101106162
27057,Minnesota,Hubbard County,21291,2018,1.5549725733365216
27057,Minnesota,Hubbard County,21491,2019,0.9393640505377832
27059,Minnesota,Isanti County,38200,2011,
27059,Minnesota,Isanti County,38149,2012,-0.13350785340313642
27059,Minnesota,Isanti County,38064,2013,-0.22281055859917354
27059,Minnesota,Isanti County,38273,2014,0.5490752416981826
27059,Minnesota,Isanti County,38281,2015,0.020902463877936484
27059,Minnesota,Isanti County,38778,2016,1.2982941929416736
27059,Minnesota,Isanti County,39543,2017,1.9727680643663925
27059,Minnesota,Isanti County,39950,2018,1.0292592873580642
27059,Minnesota,Isanti County,40596,2019,1.6170212765957537
27061,Minnesota,Itasca County,45105,2011,
27061,Minnesota,Itasca County,45152,2012,0.10420130805897099
27061,Minnesota,Itasca County,45335,2013,0.4052976612331616
27061,Minnesota,Itasca County,45328,2014,-0.01544060880114273
27061,Minnesota,Itasca County,45267,2015,-0.13457465584186812
27061,Minnesota,Itasca County,45168,2016,-0.21870236596195358
27061,Minnesota,Itasca County,45088,2017,-0.17711654268508514
27061,Minnesota,Itasca County,45051,2018,-0.0820617459190931
27061,Minnesota,Itasca County,45130,2019,0.17535681782867574
27063,Minnesota,Jackson County,10195,2011,
27063,Minnesota,Jackson County,10308,2012,1.1083864639529262
27063,Minnesota,Jackson County,10281,2013,-0.26193247962746913
27063,Minnesota,Jackson County,10272,2014,-0.08754012255617338
