date,temp_avg,year,county_code,county_name
201101,42.0,2011,MN-001,Aitkin County
201102,42.0,2011,MN-001,Aitkin County
201103,40.9,2011,MN-001,Aitkin County
201104,40.2,2011,MN-001,Aitkin County
201105,40.0,2011,MN-001,Aitkin County
201106,39.9,2011,MN-001,Aitkin County
201107,40.1,2011,MN-001,Aitkin County
201108,39.9,2011,MN-001,Aitkin County
201109,40.2,2011,MN-001,Aitkin County
201110,40.2,2011,MN-001,Aitkin County
201111,40.3,2011,MN-001,Aitkin County
201112,41.2,2011,MN-001,Aitkin County
201201,42.2,2012,MN-001,Aitkin County
201202,42.9,2012,MN-001,Aitkin County
201203,44.3,2012,MN-001,Aitkin County
201204,44.5,2012,MN-001,Aitkin County
201205,44.9,2012,MN-001,Aitkin County
201206,45.2,2012,MN-001,Aitkin County
201207,45.3,2012,MN-001,Aitkin County
201208,45.2,2012,MN-001,Aitkin County
201209,45.1,2012,MN-001,Aitkin County
201210,44.5,2012,MN-001,Aitkin County
201211,44.4,2012,MN-001,Aitkin County
201212,43.9,2012,MN-001,Aitkin County
201301,43.3,2013,MN-001,Aitkin County
201302,42.5,2013,MN-001,Aitkin County
201303,40.9,2013,MN-001,Aitkin County
201304,40.0,2013,MN-001,Aitkin County
201305,39.6,2013,MN-001,Aitkin County
201306,39.3,2013,MN-001,Aitkin County
201307,38.8,2013,MN-001,Aitkin County
201308,38.9,2013,MN-001,Aitkin County
201309,39.3,2013,MN-001,Aitkin County
201310,39.4,2013,MN-001,Aitkin County
201311,39.1,2013,MN-001,Aitkin County
201312,38.0,2013,MN-001,Aitkin County
201401,37.2,2014,MN-001,Aitkin County
201402,36.3,2014,MN-001,Aitkin County
201403,36.1,2014,MN-001,Aitkin County
201404,36.4,2014,MN-001,Aitkin County
201405,36.5,2014,MN-001,Aitkin County
201406,36.7,2014,MN-001,Aitkin County
201407,36.6,2014,MN-001,Aitkin County
201408,36.5,2014,MN-001,Aitkin County
201409,36.3,2014,MN-001,Aitkin County
201410,36.4,2014,MN-001,Aitkin County
201411,35.9,2014,MN-001,Aitkin County
201412,37.3,2014,MN-001,Aitkin County
201501,38.4,2015,MN-001,Aitkin County
201502,38.5,2015,MN-001,Aitkin County
201503,39.4,2015,MN-001,Aitkin County
201504,40.0,2015,MN-001,Aitkin County
201505,40.0,2015,MN-001,Aitkin County
201506,39.9,2015,MN-001,Aitkin County
201507,40.2,2015,MN-001,Aitkin County
201508,40.1,2015,MN-001,Aitkin County
201509,40.5,2015,MN-001,Aitkin County
201510,40.7,2015,MN-001,Aitkin County
201511,42.0,2015,MN-001,Aitkin County
201512,42.3,2015,MN-001,Aitkin County
201601,42.3,2016,MN-001,Aitkin County
201602,43.4,2016,MN-001,Aitkin County
201603,43.9,2016,MN-001,Aitkin County
201604,43.6,2016,MN-001,Aitkin County
201605,43.8,2016,MN-001,Aitkin County
201606,43.8,2016,MN-001,Aitkin County
201607,43.7,2016,MN-001,Aitkin County
201608,44.0,2016,MN-001,Aitkin County
201609,43.7,2016,MN-001,Aitkin County
201610,43.8,2016,MN-001,Aitkin County
201611,44.0,2016,MN-001,Aitkin County
201612,43.2,2016,MN-001,Aitkin County
201701,43.4,2017,MN-001,Aitkin County
201702,43.6,2017,MN-001,Aitkin County
201703,43.0,2017,MN-001,Aitkin County
201704,43.2,2017,MN-001,Aitkin County
201705,43.0,2017,MN-001,Aitkin County
201706,43.0,2017,MN-001,Aitkin County
201707,42.9,2017,MN-001,Aitkin County
201708,42.5,2017,MN-001,Aitkin County
201709,42.6,2017,MN-001,Aitkin County
201710,42.4,2017,MN-001,Aitkin County
201711,41.3,2017,MN-001,Aitkin County
201712,41.0,2017,MN-001,Aitkin County
201801,40.6,2018,MN-001,Aitkin County
201802,39.4,2018,MN-001,Aitkin County
201803,39.4,2018,MN-001,Aitkin County
201804,38.5,2018,MN-001,Aitkin County
201805,39.0,2018,MN-001,Aitkin County
201806,39.1,2018,MN-001,Aitkin County
201807,39.2,2018,MN-001,Aitkin County
201808,39.6,2018,MN-001,Aitkin County
201809,39.4,2018,MN-001,Aitkin County
201810,38.9,2018,MN-001,Aitkin County
201811,38.6,2018,MN-001,Aitkin County
201812,39.3,2018,MN-001,Aitkin County
201901,38.9,2019,MN-001,Aitkin County
201902,38.8,2019,MN-001,Aitkin County
201903,38.4,2019,MN-001,Aitkin County
201904,39.1,2019,MN-001,Aitkin County
201905,38.2,2019,MN-001,Aitkin County
201906,38.1,2019,MN-001,Aitkin County
201907,38.2,2019,MN-001,Aitkin County
201908,38.0,2019,MN-001,Aitkin County
201909,38.1,2019,MN-001,Aitkin County
201910,38.3,2019,MN-001,Aitkin County
201911,38.5,2019,MN-001,Aitkin County
201912,38.2,2019,MN-001,Aitkin County
202001,38.9,2020,MN-001,Aitkin County
202002,39.6,2020,MN-001,Aitkin County
202003,40.2,2020,MN-001,Aitkin County
202004,40.2,2020,MN-001,Aitkin County
202005,40.5,2020,MN-001,Aitkin County
202006,40.7,2020,MN-001,Aitkin County
202007,40.8,2020,MN-001,Aitkin County
202008,41.0,2020,MN-001,Aitkin County
202009,40.8,2020,MN-001,Aitkin County
202010,40.4,2020,MN-001,Aitkin County
202011,41.1,2020,MN-001,Aitkin County
202012,41.4,2020,MN-001,Aitkin County
202101,41.7,2021,MN-001,Aitkin County
202102,41.0,2021,MN-001,Aitkin County
202103,41.4,2021,MN-001,Aitkin County
202104,41.6,2021,MN-001,Aitkin County
202105,41.7,2021,MN-001,Aitkin County
202106,41.9,2021,MN-001,Aitkin County
202107,41.8,2021,MN-001,Aitkin County
202108,42.0,2021,MN-001,Aitkin County
202109,42.4,2021,MN-001,Aitkin County
202110,43.5,2021,MN-001,Aitkin County
202111,43.2,2021,MN-001,Aitkin County
202112,43.0,2021,MN-001,Aitkin County
202201,41.7,2022,MN-001,Aitkin County
202202,41.5,2022,MN-001,Aitkin County
202203,40.7,2022,MN-001,Aitkin County
202204,40.2,2022,MN-001,Aitkin County
202205,40.2,2022,MN-001,Aitkin County
202206,39.9,2022,MN-001,Aitkin County
202207,39.7,2022,MN-001,Aitkin County
202208,39.5,2022,MN-001,Aitkin County
202209,39.3,2022,MN-001,Aitkin County
202210,38.9,2022,MN-001,Aitkin County
202211,38.9,2022,MN-001,Aitkin County
202212,38.5,2022,MN-001,Aitkin County
202301,39.8,2023,MN-001,Aitkin County
202302,40.6,2023,MN-001,Aitkin County
202303,40.3,2023,MN-001,Aitkin County
202304,40.5,2023,MN-001,Aitkin County
202305,40.7,2023,MN-001,Aitkin County
202306,41.0,2023,MN-001,Aitkin County
202307,40.9,2023,MN-001,Aitkin County
202308,40.9,2023,MN-001,Aitkin County
202309,41.2,2023,MN-001,Aitkin County
202310,41.3,2023,MN-001,Aitkin County
202311,41.4,2023,MN-001,Aitkin County
202312,42.8,2023,MN-001,Aitkin County
201101,45.6,2011,MN-003,Anoka County
201102,45.5,2011,MN-003,Anoka County
201103,44.5,2011,MN-003,Anoka County
201104,43.8,2011,MN-003,Anoka County
201105,43.6,2011,MN-003,Anoka County
201106,43.6,2011,MN-003,Anoka County
201107,43.8,2011,MN-003,Anoka County
201108,43.5,2011,MN-003,Anoka County
201109,43.7,2011,MN-003,Anoka County
201110,43.8,2011,MN-003,Anoka County
201111,44.1,2011,MN-003,Anoka County
201112,45.0,2011,MN-003,Anoka County
201201,46.0,2012,MN-003,Anoka County
201202,46.8,2012,MN-003,Anoka County
201203,48.4,2012,MN-003,Anoka County
201204,48.7,2012,MN-003,Anoka County
201205,49.2,2012,MN-003,Anoka County
201206,49.4,2012,MN-003,Anoka County
201207,49.5,2012,MN-003,Anoka County
201208,49.4,2012,MN-003,Anoka County
201209,49.5,2012,MN-003,Anoka County
201210,48.9,2012,MN-003,Anoka County
201211,48.7,2012,MN-003,Anoka County
201212,48.4,2012,MN-003,Anoka County
201301,47.9,2013,MN-003,Anoka County
201302,47.1,2013,MN-003,Anoka County
201303,45.3,2013,MN-003,Anoka County
201304,44.4,2013,MN-003,Anoka County
201305,43.9,2013,MN-003,Anoka County
201306,43.6,2013,MN-003,Anoka County
201307,43.1,2013,MN-003,Anoka County
201308,43.2,2013,MN-003,Anoka County
201309,43.5,2013,MN-003,Anoka County
201310,43.7,2013,MN-003,Anoka County
201311,43.3,2013,MN-003,Anoka County
201312,42.4,2013,MN-003,Anoka County
201401,41.5,2014,MN-003,Anoka County
201402,40.6,2014,MN-003,Anoka County
201403,40.5,2014,MN-003,Anoka County
201404,40.7,2014,MN-003,Anoka County
201405,40.8,2014,MN-003,Anoka County
201406,41.0,2014,MN-003,Anoka County
201407,40.8,2014,MN-003,Anoka County
201408,40.7,2014,MN-003,Anoka County
201409,40.4,2014,MN-003,Anoka County
201410,40.4,2014,MN-003,Anoka County
201411,39.8,2014,MN-003,Anoka County
201412,40.9,2014,MN-003,Anoka County
201501,41.9,2015,MN-003,Anoka County
201502,42.2,2015,MN-003,Anoka County
201503,43.2,2015,MN-003,Anoka County
201504,43.8,2015,MN-003,Anoka County
201505,43.9,2015,MN-003,Anoka County
201506,43.8,2015,MN-003,Anoka County
201507,44.0,2015,MN-003,Anoka County
201508,43.9,2015,MN-003,Anoka County
201509,44.4,2015,MN-003,Anoka County
201510,44.6,2015,MN-003,Anoka County
201511,46.0,2015,MN-003,Anoka County
201512,46.5,2015,MN-003,Anoka County
201601,46.4,2016,MN-003,Anoka County
201602,47.5,2016,MN-003,Anoka County
201603,48.0,2016,MN-003,Anoka County
201604,47.8,2016,MN-003,Anoka County
201605,48.0,2016,MN-003,Anoka County
201606,48.1,2016,MN-003,Anoka County
201607,48.1,2016,MN-003,Anoka County
201608,48.3,2016,MN-003,Anoka County
201609,48.1,2016,MN-003,Anoka County
201610,48.1,2016,MN-003,Anoka County
201611,48.2,2016,MN-003,Anoka County
201612,47.4,2016,MN-003,Anoka County
201701,47.7,2017,MN-003,Anoka County
201702,48.2,2017,MN-003,Anoka County
201703,47.5,2017,MN-003,Anoka County
201704,47.6,2017,MN-003,Anoka County
201705,47.4,2017,MN-003,Anoka County
201706,47.3,2017,MN-003,Anoka County
201707,47.3,2017,MN-003,Anoka County
201708,46.9,2017,MN-003,Anoka County
201709,47.0,2017,MN-003,Anoka County
201710,46.9,2017,MN-003,Anoka County
201711,46.0,2017,MN-003,Anoka County
201712,45.8,2017,MN-003,Anoka County
201801,45.3,2018,MN-003,Anoka County
201802,43.9,2018,MN-003,Anoka County
201803,43.8,2018,MN-003,Anoka County
201804,42.7,2018,MN-003,Anoka County
201805,43.4,2018,MN-003,Anoka County
201806,43.6,2018,MN-003,Anoka County
201807,43.6,2018,MN-003,Anoka County
201808,43.9,2018,MN-003,Anoka County
201809,43.8,2018,MN-003,Anoka County
201810,43.3,2018,MN-003,Anoka County
201811,42.9,2018,MN-003,Anoka County
201812,43.4,2018,MN-003,Anoka County
201901,43.4,2019,MN-003,Anoka County
201902,43.2,2019,MN-003,Anoka County
201903,42.9,2019,MN-003,Anoka County
201904,43.7,2019,MN-003,Anoka County
201905,42.8,2019,MN-003,Anoka County
201906,42.5,2019,MN-003,Anoka County
201907,42.6,2019,MN-003,Anoka County
201908,42.4,2019,MN-003,Anoka County
201909,42.4,2019,MN-003,Anoka County
201910,42.5,2019,MN-003,Anoka County
201911,42.7,2019,MN-003,Anoka County
201912,42.4,2019,MN-003,Anoka County
202001,42.9,2020,MN-003,Anoka County
202002,43.6,2020,MN-003,Anoka County
202003,44.3,2020,MN-003,Anoka County
202004,44.2,2020,MN-003,Anoka County
202005,44.5,2020,MN-003,Anoka County
202006,44.7,2020,MN-003,Anoka County
202007,44.9,2020,MN-003,Anoka County
202008,45.1,2020,MN-003,Anoka County
202009,44.8,2020,MN-003,Anoka County
202010,44.5,2020,MN-003,Anoka County
202011,45.2,2020,MN-003,Anoka County
202012,45.4,2020,MN-003,Anoka County
202101,45.6,2021,MN-003,Anoka County
202102,44.8,2021,MN-003,Anoka County
202103,45.1,2021,MN-003,Anoka County
202104,45.3,2021,MN-003,Anoka County
202105,45.4,2021,MN-003,Anoka County
202106,45.6,2021,MN-003,Anoka County
202107,45.6,2021,MN-003,Anoka County
202108,45.7,2021,MN-003,Anoka County
202109,46.1,2021,MN-003,Anoka County
202110,47.1,2021,MN-003,Anoka County
202111,46.9,2021,MN-003,Anoka County
202112,46.8,2021,MN-003,Anoka County
202201,45.8,2022,MN-003,Anoka County
202202,45.9,2022,MN-003,Anoka County
202203,45.2,2022,MN-003,Anoka County
202204,44.7,2022,MN-003,Anoka County
202205,44.8,2022,MN-003,Anoka County
202206,44.4,2022,MN-003,Anoka County
202207,44.4,2022,MN-003,Anoka County
202208,44.2,2022,MN-003,Anoka County
202209,44.2,2022,MN-003,Anoka County
202210,43.8,2022,MN-003,Anoka County
202211,43.7,2022,MN-003,Anoka County
202212,43.2,2022,MN-003,Anoka County
202301,44.1,2023,MN-003,Anoka County
202302,44.8,2023,MN-003,Anoka County
202303,44.5,2023,MN-003,Anoka County
202304,44.8,2023,MN-003,Anoka County
202305,45.0,2023,MN-003,Anoka County
202306,45.2,2023,MN-003,Anoka County
202307,45.1,2023,MN-003,Anoka County
202308,45.2,2023,MN-003,Anoka County
202309,45.5,2023,MN-003,Anoka County
202310,45.5,2023,MN-003,Anoka County
202311,45.7,2023,MN-003,Anoka County
202312,47.0,2023,MN-003,Anoka County
201101,41.1,2011,MN-005,Becker County
201102,41.1,2011,MN-005,Becker County
201103,40.0,2011,MN-005,Becker County
201104,39.2,2011,MN-005,Becker County
201105,39.0,2011,MN-005,Becker County
201106,39.0,2011,MN-005,Becker County
201107,39.2,2011,MN-005,Becker County
201108,39.1,2011,MN-005,Becker County
201109,39.4,2011,MN-005,Becker County
201110,39.5,2011,MN-005,Becker County
201111,39.7,2011,MN-005,Becker County
201112,40.7,2011,MN-005,Becker County
201201,41.9,2012,MN-005,Becker County
201202,42.6,2012,MN-005,Becker County
201203,44.2,2012,MN-005,Becker County
201204,44.6,2012,MN-005,Becker County
201205,45.0,2012,MN-005,Becker County
201206,45.3,2012,MN-005,Becker County
201207,45.5,2012,MN-005,Becker County
201208,45.3,2012,MN-005,Becker County
201209,45.2,2012,MN-005,Becker County
201210,44.7,2012,MN-005,Becker County
201211,44.5,2012,MN-005,Becker County
201212,43.9,2012,MN-005,Becker County
201301,43.3,2013,MN-005,Becker County
201302,42.7,2013,MN-005,Becker County
201303,40.8,2013,MN-005,Becker County
201304,39.6,2013,MN-005,Becker County
201305,39.3,2013,MN-005,Becker County
201306,39.1,2013,MN-005,Becker County
201307,38.7,2013,MN-005,Becker County
201308,38.8,2013,MN-005,Becker County
201309,39.2,2013,MN-005,Becker County
201310,39.3,2013,MN-005,Becker County
201311,39.0,2013,MN-005,Becker County
201312,38.0,2013,MN-005,Becker County
201401,37.3,2014,MN-005,Becker County
201402,36.4,2014,MN-005,Becker County
201403,36.5,2014,MN-005,Becker County
201404,37.0,2014,MN-005,Becker County
201405,37.0,2014,MN-005,Becker County
201406,37.1,2014,MN-005,Becker County
201407,36.9,2014,MN-005,Becker County
201408,36.9,2014,MN-005,Becker County
201409,36.6,2014,MN-005,Becker County
201410,36.8,2014,MN-005,Becker County
201411,36.3,2014,MN-005,Becker County
201412,37.7,2014,MN-005,Becker County
201501,38.6,2015,MN-005,Becker County
201502,38.9,2015,MN-005,Becker County
201503,39.8,2015,MN-005,Becker County
201504,40.4,2015,MN-005,Becker County
201505,40.3,2015,MN-005,Becker County
201506,40.3,2015,MN-005,Becker County
201507,40.6,2015,MN-005,Becker County
201508,40.6,2015,MN-005,Becker County
201509,41.0,2015,MN-005,Becker County
201510,41.2,2015,MN-005,Becker County
201511,42.4,2015,MN-005,Becker County
201512,42.7,2015,MN-005,Becker County
201601,42.6,2016,MN-005,Becker County
201602,43.8,2016,MN-005,Becker County
201603,44.3,2016,MN-005,Becker County
201604,44.1,2016,MN-005,Becker County
201605,44.4,2016,MN-005,Becker County
201606,44.4,2016,MN-005,Becker County
201607,44.3,2016,MN-005,Becker County
201608,44.5,2016,MN-005,Becker County
201609,44.1,2016,MN-005,Becker County
201610,44.0,2016,MN-005,Becker County
201611,44.5,2016,MN-005,Becker County
201612,43.7,2016,MN-005,Becker County
201701,43.7,2017,MN-005,Becker County
201702,43.8,2017,MN-005,Becker County
201703,43.0,2017,MN-005,Becker County
201704,43.2,2017,MN-005,Becker County
201705,42.9,2017,MN-005,Becker County
201706,42.9,2017,MN-005,Becker County
201707,42.9,2017,MN-005,Becker County
201708,42.5,2017,MN-005,Becker County
201709,42.6,2017,MN-005,Becker County
201710,42.4,2017,MN-005,Becker County
201711,41.2,2017,MN-005,Becker County
201712,41.0,2017,MN-005,Becker County
201801,40.7,2018,MN-005,Becker County
201802,39.3,2018,MN-005,Becker County
201803,39.2,2018,MN-005,Becker County
201804,38.3,2018,MN-005,Becker County
201805,38.8,2018,MN-005,Becker County
201806,39.0,2018,MN-005,Becker County
201807,39.0,2018,MN-005,Becker County
201808,39.3,2018,MN-005,Becker County
201809,39.1,2018,MN-005,Becker County
201810,38.6,2018,MN-005,Becker County
201811,38.2,2018,MN-005,Becker County
201812,38.9,2018,MN-005,Becker County
201901,38.5,2019,MN-005,Becker County
201902,38.3,2019,MN-005,Becker County
201903,37.8,2019,MN-005,Becker County
201904,38.4,2019,MN-005,Becker County
201905,37.5,2019,MN-005,Becker County
201906,37.2,2019,MN-005,Becker County
201907,37.3,2019,MN-005,Becker County
201908,37.0,2019,MN-005,Becker County
201909,37.2,2019,MN-005,Becker County
201910,37.3,2019,MN-005,Becker County
201911,37.7,2019,MN-005,Becker County
201912,37.3,2019,MN-005,Becker County
202001,37.9,2020,MN-005,Becker County
202002,38.6,2020,MN-005,Becker County
202003,39.3,2020,MN-005,Becker County
202004,39.1,2020,MN-005,Becker County
202005,39.3,2020,MN-005,Becker County
202006,39.6,2020,MN-005,Becker County
202007,39.7,2020,MN-005,Becker County
202008,40.0,2020,MN-005,Becker County
202009,39.7,2020,MN-005,Becker County
202010,39.4,2020,MN-005,Becker County
202011,40.0,2020,MN-005,Becker County
202012,40.5,2020,MN-005,Becker County
202101,41.1,2021,MN-005,Becker County
202102,40.5,2021,MN-005,Becker County
202103,41.1,2021,MN-005,Becker County
202104,41.3,2021,MN-005,Becker County
202105,41.6,2021,MN-005,Becker County
202106,41.7,2021,MN-005,Becker County
202107,41.8,2021,MN-005,Becker County
202108,42.0,2021,MN-005,Becker County
202109,42.5,2021,MN-005,Becker County
202110,43.6,2021,MN-005,Becker County
202111,43.5,2021,MN-005,Becker County
202112,43.0,2021,MN-005,Becker County
202201,41.6,2022,MN-005,Becker County
202202,41.4,2022,MN-005,Becker County
202203,40.6,2022,MN-005,Becker County
202204,40.0,2022,MN-005,Becker County
202205,40.0,2022,MN-005,Becker County
202206,39.7,2022,MN-005,Becker County
202207,39.6,2022,MN-005,Becker County
202208,39.3,2022,MN-005,Becker County
202209,39.2,2022,MN-005,Becker County
202210,38.8,2022,MN-005,Becker County
202211,38.5,2022,MN-005,Becker County
202212,38.2,2022,MN-005,Becker County
202301,39.2,2023,MN-005,Becker County
202302,40.0,2023,MN-005,Becker County
202303,39.5,2023,MN-005,Becker County
202304,39.7,2023,MN-005,Becker County
202305,40.1,2023,MN-005,Becker County
202306,40.3,2023,MN-005,Becker County
202307,40.0,2023,MN-005,Becker County
202308,40.0,2023,MN-005,Becker County
202309,40.2,2023,MN-005,Becker County
202310,40.2,2023,MN-005,Becker County
202311,40.5,2023,MN-005,Becker County
202312,42.1,2023,MN-005,Becker County
201101,40.3,2011,MN-007,Beltrami County
201102,40.3,2011,MN-007,Beltrami County
201103,39.2,2011,MN-007,Beltrami County
201104,38.6,2011,MN-007,Beltrami County
201105,38.4,2011,MN-007,Beltrami County
201106,38.4,2011,MN-007,Beltrami County
201107,38.5,2011,MN-007,Beltrami County
201108,38.4,2011,MN-007,Beltrami County
201109,38.7,2011,MN-007,Beltrami County
201110,38.7,2011,MN-007,Beltrami County
201111,38.8,2011,MN-007,Beltrami County
201112,39.7,2011,MN-007,Beltrami County
201201,40.9,2012,MN-007,Beltrami County
201202,41.5,2012,MN-007,Beltrami County
201203,42.8,2012,MN-007,Beltrami County
201204,43.1,2012,MN-007,Beltrami County
201205,43.3,2012,MN-007,Beltrami County
201206,43.6,2012,MN-007,Beltrami County
201207,43.7,2012,MN-007,Beltrami County
201208,43.6,2012,MN-007,Beltrami County
201209,43.5,2012,MN-007,Beltrami County
201210,42.9,2012,MN-007,Beltrami County
201211,42.6,2012,MN-007,Beltrami County
201212,42.0,2012,MN-007,Beltrami County
201301,41.3,2013,MN-007,Beltrami County
201302,40.7,2013,MN-007,Beltrami County
201303,39.1,2013,MN-007,Beltrami County
201304,38.0,2013,MN-007,Beltrami County
201305,37.7,2013,MN-007,Beltrami County
201306,37.6,2013,MN-007,Beltrami County
201307,37.2,2013,MN-007,Beltrami County
201308,37.3,2013,MN-007,Beltrami County
201309,37.7,2013,MN-007,Beltrami County
201310,37.8,2013,MN-007,Beltrami County
201311,37.6,2013,MN-007,Beltrami County
201312,36.5,2013,MN-007,Beltrami County
201401,35.6,2014,MN-007,Beltrami County
201402,34.9,2014,MN-007,Beltrami County
201403,34.6,2014,MN-007,Beltrami County
201404,35.0,2014,MN-007,Beltrami County
201405,35.1,2014,MN-007,Beltrami County
201406,35.2,2014,MN-007,Beltrami County
201407,35.0,2014,MN-007,Beltrami County
201408,34.9,2014,MN-007,Beltrami County
201409,34.7,2014,MN-007,Beltrami County
201410,34.9,2014,MN-007,Beltrami County
201411,34.4,2014,MN-007,Beltrami County
201412,36.0,2014,MN-007,Beltrami County
201501,37.1,2015,MN-007,Beltrami County
201502,37.1,2015,MN-007,Beltrami County
201503,38.2,2015,MN-007,Beltrami County
201504,38.8,2015,MN-007,Beltrami County
201505,38.8,2015,MN-007,Beltrami County
201506,38.8,2015,MN-007,Beltrami County
201507,39.1,2015,MN-007,Beltrami County
201508,39.1,2015,MN-007,Beltrami County
201509,39.5,2015,MN-007,Beltrami County
201510,39.7,2015,MN-007,Beltrami County
201511,40.9,2015,MN-007,Beltrami County
201512,41.3,2015,MN-007,Beltrami County
201601,41.3,2016,MN-007,Beltrami County
201602,42.6,2016,MN-007,Beltrami County
201603,43.0,2016,MN-007,Beltrami County
201604,42.7,2016,MN-007,Beltrami County
201605,43.0,2016,MN-007,Beltrami County
201606,43.0,2016,MN-007,Beltrami County
201607,42.9,2016,MN-007,Beltrami County
201608,43.0,2016,MN-007,Beltrami County
201609,42.7,2016,MN-007,Beltrami County
201610,42.7,2016,MN-007,Beltrami County
201611,43.2,2016,MN-007,Beltrami County
201612,42.3,2016,MN-007,Beltrami County
201701,42.4,2017,MN-007,Beltrami County
201702,42.7,2017,MN-007,Beltrami County
201703,42.0,2017,MN-007,Beltrami County
201704,42.3,2017,MN-007,Beltrami County
201705,42.0,2017,MN-007,Beltrami County
201706,42.0,2017,MN-007,Beltrami County
201707,41.9,2017,MN-007,Beltrami County
201708,41.7,2017,MN-007,Beltrami County
201709,41.6,2017,MN-007,Beltrami County
201710,41.6,2017,MN-007,Beltrami County
201711,40.3,2017,MN-007,Beltrami County
201712,39.9,2017,MN-007,Beltrami County
201801,39.6,2018,MN-007,Beltrami County
201802,38.4,2018,MN-007,Beltrami County
201803,38.5,2018,MN-007,Beltrami County
201804,37.6,2018,MN-007,Beltrami County
201805,38.1,2018,MN-007,Beltrami County
201806,38.3,2018,MN-007,Beltrami County
201807,38.3,2018,MN-007,Beltrami County
201808,38.5,2018,MN-007,Beltrami County
201809,38.2,2018,MN-007,Beltrami County
201810,37.6,2018,MN-007,Beltrami County
201811,37.3,2018,MN-007,Beltrami County
201812,38.1,2018,MN-007,Beltrami County
201901,37.6,2019,MN-007,Beltrami County
201902,37.3,2019,MN-007,Beltrami County
201903,36.8,2019,MN-007,Beltrami County
201904,37.4,2019,MN-007,Beltrami County
201905,36.5,2019,MN-007,Beltrami County
201906,36.4,2019,MN-007,Beltrami County
201907,36.4,2019,MN-007,Beltrami County
201908,36.2,2019,MN-007,Beltrami County
201909,36.3,2019,MN-007,Beltrami County
201910,36.5,2019,MN-007,Beltrami County
201911,36.7,2019,MN-007,Beltrami County
201912,36.3,2019,MN-007,Beltrami County
202001,37.1,2020,MN-007,Beltrami County
202002,37.8,2020,MN-007,Beltrami County
202003,38.3,2020,MN-007,Beltrami County
202004,38.2,2020,MN-007,Beltrami County
202005,38.5,2020,MN-007,Beltrami County
202006,38.6,2020,MN-007,Beltrami County
202007,38.7,2020,MN-007,Beltrami County
202008,38.9,2020,MN-007,Beltrami County
202009,38.7,2020,MN-007,Beltrami County
202010,38.4,2020,MN-007,Beltrami County
202011,39.0,2020,MN-007,Beltrami County
202012,39.5,2020,MN-007,Beltrami County
202101,40.0,2021,MN-007,Beltrami County
202102,39.4,2021,MN-007,Beltrami County
202103,39.9,2021,MN-007,Beltrami County
202104,40.2,2021,MN-007,Beltrami County
202105,40.4,2021,MN-007,Beltrami County
202106,40.8,2021,MN-007,Beltrami County
202107,40.9,2021,MN-007,Beltrami County
202108,41.0,2021,MN-007,Beltrami County
202109,41.5,2021,MN-007,Beltrami County
202110,42.7,2021,MN-007,Beltrami County
202111,42.6,2021,MN-007,Beltrami County
202112,42.3,2021,MN-007,Beltrami County
202201,40.9,2022,MN-007,Beltrami County
202202,40.7,2022,MN-007,Beltrami County
202203,39.7,2022,MN-007,Beltrami County
202204,39.1,2022,MN-007,Beltrami County
202205,39.0,2022,MN-007,Beltrami County
202206,38.5,2022,MN-007,Beltrami County
202207,38.2,2022,MN-007,Beltrami County
202208,38.0,2022,MN-007,Beltrami County
202209,37.9,2022,MN-007,Beltrami County
202210,37.5,2022,MN-007,Beltrami County
202211,37.3,2022,MN-007,Beltrami County
202212,36.9,2022,MN-007,Beltrami County
202301,38.0,2023,MN-007,Beltrami County
202302,38.9,2023,MN-007,Beltrami County
202303,38.6,2023,MN-007,Beltrami County
202304,38.9,2023,MN-007,Beltrami County
202305,39.3,2023,MN-007,Beltrami County
202306,39.7,2023,MN-007,Beltrami County
202307,39.5,2023,MN-007,Beltrami County
202308,39.4,2023,MN-007,Beltrami County
202309,39.7,2023,MN-007,Beltrami County
202310,39.8,2023,MN-007,Beltrami County
202311,40.0,2023,MN-007,Beltrami County
202312,41.5,2023,MN-007,Beltrami County
201101,44.1,2011,MN-009,Benton County
201102,44.0,2011,MN-009,Benton County
201103,42.8,2011,MN-009,Benton County
201104,42.1,2011,MN-009,Benton County
201105,42.0,2011,MN-009,Benton County
201106,42.0,2011,MN-009,Benton County
201107,42.2,2011,MN-009,Benton County
201108,42.0,2011,MN-009,Benton County
201109,42.1,2011,MN-009,Benton County
201110,42.2,2011,MN-009,Benton County
201111,42.5,2011,MN-009,Benton County
201112,43.5,2011,MN-009,Benton County
201201,44.5,2012,MN-009,Benton County
201202,45.4,2012,MN-009,Benton County
201203,47.0,2012,MN-009,Benton County
201204,47.3,2012,MN-009,Benton County
201205,47.7,2012,MN-009,Benton County
201206,48.0,2012,MN-009,Benton County
201207,48.1,2012,MN-009,Benton County
201208,48.0,2012,MN-009,Benton County
201209,48.0,2012,MN-009,Benton County
201210,47.5,2012,MN-009,Benton County
201211,47.3,2012,MN-009,Benton County
201212,46.8,2012,MN-009,Benton County
201301,46.2,2013,MN-009,Benton County
201302,45.4,2013,MN-009,Benton County
201303,43.6,2013,MN-009,Benton County
201304,42.6,2013,MN-009,Benton County
201305,42.1,2013,MN-009,Benton County
201306,41.9,2013,MN-009,Benton County
201307,41.4,2013,MN-009,Benton County
201308,41.6,2013,MN-009,Benton County
201309,41.8,2013,MN-009,Benton County
201310,41.9,2013,MN-009,Benton County
201311,41.6,2013,MN-009,Benton County
201312,40.6,2013,MN-009,Benton County
